,token,anchor_type,token_id,character_ids,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,eventclass_no_number,last_token_id
86,den,0,2-81,490-493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
87,Commandeur,0,2-82,494-504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
88,enr,0,2-83,505-508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
89,opperhoofden,0,2-84,509-521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
90,deser,0,2-85,522-527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
91,vloote,0,2-86,528-534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
92,tot,0,2-87,535-538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
93,gouverno,0,2-88,539-547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
94,ter,0,2-89,548-551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
95,hant,0,2-90,552-556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
96,gestelt,0,2-91,557-564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
97,gaet,isOfType,2-92,565-569,Transportation[229],['2-80[108]'],None,None,None,None,None,None,None,None,None,None,gaet hier neven,"['2-92', '2-93', '2-94']",Transportation,2-94
98,hier,isOfType,2-93,570-574,Transportation[229],['2-80[108]'],None,None,None,None,None,None,None,None,None,None,gaet hier neven,"['2-92', '2-93', '2-94']",Transportation,2-94
99,neven,isOfType,2-94,575-580,Transportation[229],['2-80[108]'],None,None,None,None,None,None,None,None,None,None,gaet hier neven,"['2-92', '2-93', '2-94']",Transportation,2-94
100,",",0,2-95,580-581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
101,daer,0,2-96,582-586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
102,bij,0,2-97,587-590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
103,u,0,2-98,591-592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
104,Ed,0,2-99,593-595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
105,:,0,2-100,595-596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
106,cunnen,0,2-101,597-603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
107,sien,0,2-102,604-608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
108,wat,0,2-103,609-612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
109,deselve,0,2-104,613-620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
110,—,0,2-105,621-622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
111,in,0,2-106,623-625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
112,Nandato,0,2-107,626-633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
113,en,0,2-108,634-636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
114,:,0,2-109,636-637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
115,recommandatie,0,2-110,638-651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
116,op,0,2-111,652-654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
117,de,0,2-112,655-657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
118,voijagie,isOfType,2-113,658-666,Voyage,None,None,None,None,None,None,None,None,None,None,None,voijagie,['2-113'],Voyage,2-113
119,—,0,2-114,667-668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
120,gegeven,0,2-115,669-676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
121,ij,0,2-116,677-679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
122,",",0,2-117,680-681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
123,bedragende,0,2-118,682-692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
124,haer,0,2-119,693-697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
125,ingeladen,evokes,2-120,698-707,Transportation,['2-121'],None,None,None,None,None,None,None,None,None,None,ingeladen,['2-120'],Transportation,2-120
126,Cargasoen,0,2-121,708-717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
127,:,0,2-122,717-718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
128,tsamen,0,2-123,719-725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
129,ter,0,2-124,726-729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
130,somme,0,2-125,730-735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
131,van,0,2-126,736-739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
132,ƒ,0,2-127,740-741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
133,1572817:18:8,0,2-128,742-754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
134,.,0,2-129,754-755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
135,den,0,2-130,756-759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
136,—,0,2-131,760-761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
137,almogenden,0,3-1,762-772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
138,geleijde,0,3-2,773-781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
139,deselve,0,3-3,782-789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
140,en,0,3-4,790-792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
141,.,0,3-5,792-793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
142,die,0,3-6,794-797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
143,nu,0,3-7,798-800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
144,gaen,0,3-8,801-805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
145,",",0,3-9,805-806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
146,bestaende,0,3-10,807-816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
147,inde,0,3-11,817-821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
148,schepen,0,3-12,822-829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
149,Haerlem,0,3-13,830-837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
150,",",0,3-14,837-838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
151,oliphant,0,3-15,839-847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
152,en,0,3-16,848-850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
153,.,0,3-17,850-851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
154,schiedam,0,3-18,852-860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
155,",",0,3-19,860-861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
156,ter,0,3-20,862-865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
157,gedestineerde,0,3-21,866-879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
158,Havens,0,3-22,880-886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
159,in,0,3-23,887-889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
160,salvo,0,3-24,890-895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
161,",",0,3-25,895-896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
162,ende,0,3-26,897-901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
163,dat,0,3-27,902-905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
164,buijten,0,3-28,906-913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
165,ongeval,0,3-29,914-921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
166,den,0,3-30,922-925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
167,anderen,0,3-31,926-933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
168,aen,0,3-32,934-937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
169,S,0,3-33,938-939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
170,:,0,3-34,939-940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
171,r,0,3-35,940-941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
172,Helena,0,3-36,942-948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
173,mogen,0,3-37,949-954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
174,beloopen,isOfType,3-38,955-963,Translocation,"['3-18', '3-15', '3-13']",None,None,None,None,None,None,None,['3-33[109]'],None,None,beloopen,['3-38'],Translocation,3-38
175,om,0,3-39,964-966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
176,soo,0,3-40,967-970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
177,voorts,0,3-41,971-977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
178,volgens,0,3-42,978-985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
179,uE,0,3-43,986-988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
180,d,0,3-44,989-990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
181,:,0,3-45,990-991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
182,ordre,isOfType,3-46,992-997,ForceToAct,None,['3-43[110]'],None,None,None,None,None,None,None,None,None,ordre,['3-46'],ForceToAct,3-46
183,gecombi„-,0,3-47,998-1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
184,„,0,3-48,1008-1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
185,neert,0,3-49,1009-1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
186,de,0,3-50,1015-1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
187,havenen,0,3-51,1018-1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
188,onser,0,3-52,1026-1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
189,handen,0,3-53,1032-1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
190,spoedich,0,3-54,1039-1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
191,beseijlen,evokes,3-55,1048-1057,Translocation,"['3-18', '3-15', '3-13']",None,None,None,None,None,None,None,None,['3-50[111]'],None,beseijlen,['3-55'],Translocation,3-55
192,",",0,3-56,1057-1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
193,gelijcq,0,3-57,1059-1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
194,geordonneert,isOfType,3-58,1067-1079,ForceToAct,None,None,None,None,None,None,None,None,None,None,None,geordonneert,['3-58'],ForceToAct,3-58
195,hebben,0,3-59,1080-1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
196,",",0,3-60,1086-1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
197,ende,0,3-61,1088-1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
198,waerin,0,3-62,1093-1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
199,oock,0,3-63,1100-1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
200,—,0,3-64,1105-1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
201,jaerlijcx,0,3-65,1107-1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
202,sullen,0,3-66,1117-1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
203,conticaueren,0,3-67,1124-1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
204,",",0,3-68,1136-1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
205,'t,0,3-69,1138-1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
206,selve,0,3-70,1141-1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
207,sal,0,3-71,1147-1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
208,ones,0,3-72,1151-1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
209,tsijner,0,3-73,1156-1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
210,tijt,0,3-74,1164-1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
211,nevens,0,3-75,1169-1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
212,de,0,3-76,1176-1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
213,welbevindinghe,0,3-77,1179-1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
214,als,0,3-78,1194-1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
215,proffitable,0,3-79,1198-1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
216,verte,0,3-80,1210-1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
217,dden,0,3-81,1216-1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
218,goederen,0,3-82,1221-1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
219,seer,0,3-83,1230-1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
220,aengenaem,0,3-84,1235-1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
221,wesen,0,3-85,1245-1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
222,te,0,3-86,1251-1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
223,verstaen,0,3-87,1254-1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
224,",",0,3-88,1262-1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
225,het,0,3-89,1264-1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
226,laat,0,3-90,1268-1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
227,vertrecq,isOfType,3-91,1273-1281,Leaving,None,['3-93[112]'],None,None,None,None,None,None,None,None,None,vertrecq,['3-91'],Leaving,3-91
228,deser,0,3-92,1282-1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
229,drie,0,3-93,1288-1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
230,schepen,0,3-94,1293-1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
231,ontstaat,0,3-95,1301-1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
232,eenelijcq,0,3-96,1310-1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
233,—,0,3-97,1320-1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
234,uijt,0,3-98,1322-1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
235,despaede,0,3-99,1327-1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
236,aencompste,isOfType,3-100,1336-1346,Arriving,None,"['3-102[113]', '3-107[114]']",None,None,None,None,None,None,None,None,None,aencompste,['3-100'],Arriving,3-100
237,vande,0,3-101,1347-1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
238,suijckeren,0,3-102,1353-1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
239,uijt,0,3-103,1364-1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
240,Taijouan,0,3-104,1369-1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
241,en,0,3-105,1378-1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
242,:,0,3-106,1380-1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
243,den,0,3-107,1382-1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
244,salpeter,0,3-108,1386-1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
245,uijt,0,3-109,1395-1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
246,Bengale,0,3-110,1400-1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
247,",",0,3-111,1407-1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
248,zijnde,0,3-112,1409-1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
249,—,0,3-113,1416-1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
250,deschepen,0,3-114,1418-1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
251,van,0,3-115,1428-1431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
252,die,0,3-116,1432-1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
253,quartieren,0,3-117,1436-1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
254,wel,0,3-118,1447-1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
255,spoedich,0,3-119,1451-1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
256,vertrocken,isOfType,3-120,1460-1470,Leaving,None,['3-114[115]'],None,None,None,None,None,None,None,None,None,vertrocken,['3-120'],Leaving,3-120
257,maer,0,3-121,1471-1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
