,token,anchor_type,token_id,character_ids,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,eventclass_no_number,last_token_id
20,ƒ,0,6-1,105-106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
21,d,0,6-2,107-108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
22,1e,0,6-3,109-111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
23,ee,0,7-1,112-114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
24,en,0,7-2,115-117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
25,vee,0,8-1,118-121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
26,ee,0,8-2,122-124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
27,ve,0,9-1,125-127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
28,e,0,9-2,128-129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
29,ee,0,9-3,130-132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
30,Ed,0,10-1,133-135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
31,:,0,10-2,136-137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
32,Erentfebte,0,10-3,138-148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
33,",",0,10-4,149-150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
34,Achtbare,0,10-5,151-159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
35,",",0,10-6,160-161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
36,wijse,0,10-7,162-167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
37,",",0,10-8,168-169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
38,voorsienige,0,10-9,170-181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
39,seer,0,10-10,182-186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
40,discrete,0,10-11,187-195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
41,Heeren,0,10-12,196-202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
42,Qulans,0,11-1,203-209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
43,Tsedert,0,12-1,210-217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
44,onsen,0,12-2,218-223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
45,Jongsten,0,12-3,224-232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
46,hier,0,12-4,233-237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
47,neuens,0,12-5,238-244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
48,in,0,12-6,245-247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
49,copie,0,12-7,248-253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
50,gaende,0,12-8,254-260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
51,),0,12-9,261-262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
52,met,0,12-10,263-266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
53,de,0,12-11,267-269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
54,Schepen,0,12-12,270-277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
55,Frederick,0,12-13,278-287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
56,Benrick,0,12-14,288-295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
57,",",0,12-15,296-297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
58,Bollandia,0,12-16,298-307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
59,",",0,12-17,308-309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
60,Twdapen,0,12-18,310-317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
61,van,0,12-19,318-321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
62,Eelff,0,12-20,322-327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
63,",",0,12-21,328-329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
64,s'landts,0,12-22,330-338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
65,hollandia,0,12-23,339-348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
66,ende,0,12-24,349-353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
67,de,0,12-25,354-356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
68,Galias,0,12-26,357-363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
69,den,0,12-27,364-367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
70,12en,0,12-28,368-372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
71,November,0,12-29,373-381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
72,past,0,12-30,382-386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
73,in,0,12-31,387-389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
74,Compe,0,12-32,390-395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
75,van,0,12-33,396-399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
76,Battania-,0,12-34,400-409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
77,Battania,0,12-34.1,400-408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
78,gescheijden,isOfType,12-35,410-421,Leaving,None,None,['12-34'],['12-28[79]'],None,None,None,None,None,None,"['12-13[70]', '12-18[74]', '12-22[76]', '12-16[72]', '12-26[78]']",gescheijden,['12-35'],Leaving,12-35
79,",",0,12-36,422-423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
80,ende,0,12-37,424-428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
81,den,0,12-38,429-432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
82,15en,0,12-39,433-437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
83,.,0,12-40,438-439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
84,do,0,12-41,440-442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
85,door,0,12-42,443-447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
86,de,0,12-43,448-450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
87,strate,0,12-44,451-457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
88,Sunda,0,12-45,458-463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
89,geraeckt,isOfType,12-46,464-472,TransLocation[234],None,None,['12-42[81]'],['12-39[80]'],None,None,None,None,None,None,"['12-22[75]', '12-18[73]', '12-26[77]', '12-13[69]', '12-16[71]']",geraeckt sijn,"['12-46', '12-47']",TransLocation,12-47
90,sijn,isOfType,12-47,473-477,TransLocation[234],None,None,['12-42[81]'],['12-39[80]'],None,None,None,None,None,None,"['12-22[75]', '12-18[73]', '12-26[77]', '12-13[69]', '12-16[71]']",geraeckt sijn,"['12-46', '12-47']",TransLocation,12-47
91,hier,0,12-48,478-482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
92,Godt,0,12-49,483-487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
93,loff,0,12-50,488-492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
94,den,0,12-51,493-496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
95,17en,0,12-52,497-501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
96,.,0,12-53,502-503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
97,ende,0,12-54,504-508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
98,21e,0,12-55,509-512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
99,.,0,12-56,513-514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
100,l.,0,12-57,515-517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
101,van,0,12-58,518-521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
102,Teijouhan,0,12-59,522-531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
103,ende,0,12-60,532-536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
104,Jappan,0,12-61,537-543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
105,successiue-,0,12-62,544-555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
106,wel,0,12-63,556-559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
107,aengecomen,isOfType,12-64,560-570,Arriving,None,None,None,['12-52[83]'],None,None,"['12-74[87]', '12-82[88]']","['12-59', '12-61']",None,None,"['12-68[86]', '12-65[85]']",aengecomen,['12-64'],Arriving,12-64
108,t'Jacht,0,12-65,571-578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
109,Erabinus,0,12-66,579-587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
110,ende,0,12-67,588-592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
111,t'Schip,0,12-68,593-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
112,de,0,12-69,601-603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
113,Vreede,0,12-70,604-610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
114,t'samen,0,12-71,611-618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
115,geladen,0,12-72,619-626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
116,met,0,12-73,627-630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
117,840,0,12-74,631-634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
118,.,0,12-75,635-636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
119,pica,0,12-76,637-641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
120,rouwe,0,12-77,642-647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
121,Chineesche,0,12-78,648-658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
122,sijde,0,12-79,659-664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
123,",",0,12-80,665-666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
124,ende,0,12-81,667-671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
125,332,0,12-82,672-675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
126,xxi0,0,12-83,676-680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
127,.,0,12-84,681-682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
128,copter,0,12-85,683-689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
129,.,0,12-86,690-691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
130,e.,0,12-87,692-694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
131,e,0,12-88,695-696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
132,e,0,12-89,697-698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
133,Op,0,12-90,699-701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
134,d'aencompete,0,12-91,702-714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
135,aencompete,evokes,12-91.1,704-714,Arriving,None,None,None,None,None,None,None,None,None,None,None,aencompete,['12-91.1'],Arriving,12-91.1
136,gemelter,0,12-92,715-723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
137,Schepen,0,12-93,724-731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
138,hebben,0,12-94,732-738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
139,",",0,12-95,739-740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
140,dadelijck,0,12-96,741-750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
141,met,0,12-97,751-754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
142,den,0,12-98,755-758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
143,Raedt,0,12-99,759-764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
144,ouerleijdt,0,12-100,765-775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
145,",",0,12-101,776-777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
146,off,0,12-102,778-781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
147,niet,0,12-103,782-786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
148,oorbaer,0,12-104,787-794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
149,ende,0,12-105,795-799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
150,raedtsaem,0,12-106,800-809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
151,soude,0,12-107,810-815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
152,wesen,0,12-108,816-821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
153,",",0,12-109,822-823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
154,noch,0,12-110,824-828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
155,een,0,12-111,829-832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
156,Schap,0,12-112,833-838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
157,met,0,12-113,839-842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
158,partije,0,12-114,843-850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
159,sijde,0,12-115,851-856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
160,",",0,12-116,857-858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
161,beneffens,0,12-117,859-868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
162,de,0,12-118,869-871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
163,becomene,0,12-119,872-880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
164,aduijsen,0,12-120,881-889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
165,van,0,12-121,890-893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
166,Teijouhan,0,12-122,894-903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
167,",",0,12-123,904-905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
168,ende,0,12-124,906-910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
169,—,0,12-125,911-912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
170,Japan,0,12-126,913-918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
171,",",0,12-127,919-920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
172,opt,0,12-128,921-924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
173,',0,12-129,925-926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
174,spoedichste,0,12-130,927-938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
175,de,0,12-131,939-941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
176,bouen,0,12-132,942-947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
177,gemelte,0,12-133,948-955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
178,Vloote,0,12-134,956-962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
179,nae,isOfType,12-135,963-966,Transportation[235],['12-114[91]'],None,None,None,None,None,['12-118[93]'],None,None,None,['12-111[89]'],nae te seijnden,"['12-135', '12-136', '12-137']",Transportation,12-137
180,te,isOfType,12-136,967-969,Transportation[235],['12-114[91]'],None,None,None,None,None,['12-118[93]'],None,None,None,['12-111[89]'],nae te seijnden,"['12-135', '12-136', '12-137']",Transportation,12-137
181,seijnden,isOfType,12-137,970-978,Transportation[235],['12-114[91]'],None,None,None,None,None,['12-118[93]'],None,None,None,['12-111[89]'],nae te seijnden,"['12-135', '12-136', '12-137']",Transportation,12-137
182,",",0,12-138,979-980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
183,om,0,12-139,981-983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
184,deselue,0,12-140,984-991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
185,noch,0,12-141,992-996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
186,t'sij,0,12-142,997-1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
187,dan,0,12-143,1003-1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
188,aende,0,12-144,1007-1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
189,Cabo,0,12-145,1013-1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
190,ofte,0,12-146,1018-1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
191,St.,0,12-147,1023-1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
192,Sdelena,0,12-148,1027-1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
193,te,0,12-149,1035-1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
194,mogen,0,12-150,1038-1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
195,beloopen,isOfType,12-151,1044-1052,TransLocation,None,None,None,None,None,None,None,None,None,None,None,beloopen,['12-151'],TransLocation,12-151
196,.,0,12-152,1053-1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
197,&,0,12-153,1055-1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
198,Waerop,0,12-154,1057-1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
199,aen,0,12-155,1064-1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
200,d‛een,0,12-156,1068-1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
201,sijde,0,12-157,1074-1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
202,Ingesien,0,12-158,1080-1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
203,sijnde,0,12-159,1089-1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
204,",",0,12-160,1096-1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
205,hoe,0,12-161,1098-1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
206,voor,0,12-162,1102-1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
207,t'verloop,0,12-163,1107-1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
208,vanden,0,12-164,1117-1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
209,gelimiteerden,0,12-165,1124-1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
210,tijdt,0,12-166,1138-1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
211,op,0,12-167,1144-1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
212,d'affvaerdinge,0,12-168,1147-1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
213,der,0,12-169,1162-1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
214,Retour,0,12-170,1166-1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
215,Schepen,0,12-171,1173-1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
216,naer,0,12-172,1181-1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
217,t,0,12-173,1186-1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
218,',0,12-174,1188-1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
219,Naderslandt,0,12-175,1190-1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
220,",",0,12-176,1202-1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
221,(,0,12-177,1204-1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
222,achtervolgende,0,12-178,1206-1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
223,V,0,12-179,1221-1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
224,Ed,0,12-180,1223-1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
225,:,0,12-181,1226-1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
226,aduisen,0,12-182,1228-1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
227,met,0,12-183,1236-1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
228,Bollandia,0,12-184,1240-1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
229,Jongst,0,12-185,1250-1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
230,van,0,12-186,1257-1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
231,daer,0,12-187,1261-1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
232,becomen,0,12-188,1266-1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
233,niet,0,12-189,1274-1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
234,wel,0,12-190,1279-1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
235,doenlijck,0,12-191,1283-1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
236,soude,0,12-192,1293-1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
237,sijn,0,12-193,1299-1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
238,een,0,12-194,1304-1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
239,Schip,0,12-195,1308-1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
240,tot,0,12-196,1314-1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
241,gemelte,0,12-197,1318-1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
242,Voijagie,evokes,12-198,1326-1334,Voyage,None,None,None,None,None,None,None,None,None,None,None,Voijagie,['12-198'],Voyage,12-198
243,seijl,0,12-199,1335-1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
244,reedt,0,12-200,1341-1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
245,te,0,12-201,1347-1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
246,crijgen,0,12-202,1350-1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
247,;,0,12-203,1358-1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
248,daer,0,12-204,1360-1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
249,beneffens,0,12-205,1365-1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
250,dat,0,12-206,1375-1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
251,Jegenwoordich,0,12-207,1379-1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
252,geen,0,12-208,1393-1397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
253,andere,0,12-209,1398-1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
254,RetourSchepen,0,12-210,1405-1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
255,bijder,0,12-211,1419-1425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
256,handt,0,12-212,1426-1431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
257,hebben,0,12-213,1432-1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
258,als,0,12-214,1439-1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
259,Vianen,0,12-215,1443-1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
260,ende,0,12-216,1450-1454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
261,t'wapen,0,12-217,1455-1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
