,mention,anchor_type,mention_token_id,mention_character_id,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,mention_in_context,eventclass_no_number,last_token_id
10,ende,isOfType,12-81,667-671,*[155],None,None,None,None,None,None,None,None,None,None,None,"840 . pica rouwe Chineesche sijde , ende 332 xxi0 . copter","['12-74', '12-75', '12-76', '12-77', '12-78', '12-79', '12-80', '12-81', '12-82', '12-83', '12-84', '12-85']","l. van Teijouhan ende Jappan successiue- wel aengecomen t'Jacht Jacht Erabinus ende t'Schip Schip de Vreede t'samen geladen met [ 840 . pica rouwe Chineesche sijde , ende 332 xxi0 . copter ] copter . e. e e Op d'aencompete gemelter Schepen",*,12-85
11,332,isOfType,12-82,672-675,*[155],None,None,None,None,None,None,None,None,None,None,None,"840 . pica rouwe Chineesche sijde , ende 332 xxi0 . copter","['12-74', '12-75', '12-76', '12-77', '12-78', '12-79', '12-80', '12-81', '12-82', '12-83', '12-84', '12-85']","l. van Teijouhan ende Jappan successiue- wel aengecomen t'Jacht Jacht Erabinus ende t'Schip Schip de Vreede t'samen geladen met [ 840 . pica rouwe Chineesche sijde , ende 332 xxi0 . copter ] copter . e. e e Op d'aencompete gemelter Schepen",*,12-85
12,xxi0,isOfType,12-83,676-680,*[155],None,None,None,None,None,None,None,None,None,None,None,"840 . pica rouwe Chineesche sijde , ende 332 xxi0 . copter","['12-74', '12-75', '12-76', '12-77', '12-78', '12-79', '12-80', '12-81', '12-82', '12-83', '12-84', '12-85']","l. van Teijouhan ende Jappan successiue- wel aengecomen t'Jacht Jacht Erabinus ende t'Schip Schip de Vreede t'samen geladen met [ 840 . pica rouwe Chineesche sijde , ende 332 xxi0 . copter ] copter . e. e e Op d'aencompete gemelter Schepen",*,12-85
13,.,isOfType,12-84,681-682,*[155],None,None,None,None,None,None,None,None,None,None,None,"840 . pica rouwe Chineesche sijde , ende 332 xxi0 . copter","['12-74', '12-75', '12-76', '12-77', '12-78', '12-79', '12-80', '12-81', '12-82', '12-83', '12-84', '12-85']","l. van Teijouhan ende Jappan successiue- wel aengecomen t'Jacht Jacht Erabinus ende t'Schip Schip de Vreede t'samen geladen met [ 840 . pica rouwe Chineesche sijde , ende 332 xxi0 . copter ] copter . e. e e Op d'aencompete gemelter Schepen",*,12-85
14,copter,isOfType,12-85,683-689,*[155],None,None,None,None,None,None,None,None,None,None,None,"840 . pica rouwe Chineesche sijde , ende 332 xxi0 . copter","['12-74', '12-75', '12-76', '12-77', '12-78', '12-79', '12-80', '12-81', '12-82', '12-83', '12-84', '12-85']","l. van Teijouhan ende Jappan successiue- wel aengecomen t'Jacht Jacht Erabinus ende t'Schip Schip de Vreede t'samen geladen met [ 840 . pica rouwe Chineesche sijde , ende 332 xxi0 . copter ] copter . e. e e Op d'aencompete gemelter Schepen",*,12-85
15,nae,isOfType,12-135,963-966,Voyage[156],['12-132[72]'],None,None,None,None,None,None,None,['12-145[73]'],None,None,nae te seijnden,"['12-135', '12-136', '12-137']",", beneffens de becomene aduijsen van Teijouhan , ende — Japan , opt ' spoedichste de bouen gemelte Vloote [ nae te seijnden ] , om deselue noch t'sij dan aende Cabo ofte St. Sdelena te mogen beloopen . & Waerop aen",Voyage,12-137
16,te,isOfType,12-136,967-969,Voyage[156],['12-132[72]'],None,None,None,None,None,None,None,['12-145[73]'],None,None,nae te seijnden,"['12-135', '12-136', '12-137']",", beneffens de becomene aduijsen van Teijouhan , ende — Japan , opt ' spoedichste de bouen gemelte Vloote [ nae te seijnden ] , om deselue noch t'sij dan aende Cabo ofte St. Sdelena te mogen beloopen . & Waerop aen",Voyage,12-137
17,seijnden,isOfType,12-137,970-978,Voyage[156],['12-132[72]'],None,None,None,None,None,None,None,['12-145[73]'],None,None,nae te seijnden,"['12-135', '12-136', '12-137']",", beneffens de becomene aduijsen van Teijouhan , ende — Japan , opt ' spoedichste de bouen gemelte Vloote [ nae te seijnden ] , om deselue noch t'sij dan aende Cabo ofte St. Sdelena te mogen beloopen . & Waerop aen",Voyage,12-137
18,d'affvaerdinge,isOfType,12-168,1147-1161,Leaving,None,['12-170[74]'],None,None,None,None,None,None,['12-173[75]'],None,None,d'affvaerdinge,['12-168'],"te mogen beloopen . & Waerop aen d‛een sijde Ingesien sijnde , hoe voor t'verloop vanden gelimiteerden tijdt op [ d'affvaerdinge ] der Retour Schepen naer t ' Naderslandt , ( achtervolgende V Ed : aduisen met Bollandia Jongst van daer becomen",Leaving,12-168
19,becomen,isOfType,12-188,1266-1273,Arriving,None,['12-179[76]'],None,None,None,None,None,['12-187'],None,None,['12-184[78]'],becomen,['12-188'],"der Retour Schepen naer t ' Naderslandt , ( achtervolgende V Ed : aduisen met Bollandia Jongst van daer [ becomen ] niet wel doenlijck soude sijn een Schip tot gemelte Voijagie seijl reedt te crijgen ; daer beneffens dat Jegenwoordich geen",Arriving,12-188
20,Voijagie,isOfType,12-198,1326-1334,Voyage,['12-195'],None,None,None,None,None,None,None,None,None,None,Voijagie,['12-198'],V Ed : aduisen met Bollandia Jongst van daer becomen niet wel doenlijck soude sijn een Schip tot gemelte [ Voijagie ] seijl reedt te crijgen ; daer beneffens dat Jegenwoordich geen andere RetourSchepen bijder handt hebben als Vianen ende t'wapen van,Voyage,12-198
21,Voijagie,isOfType,12-231,1529-1537,Voyage,None,['12-215[79]'],None,None,None,None,None,None,['12-233'],None,None,Voijagie,['12-231'],"handt hebben als Vianen ende t'wapen van Boorn , alleen , behaluen dat van t'wapens suffirante tot t ' [ Voijagie ] nae tvaderblandt vaderblandt seer getwijffelt werdt . Item dat Jegenwoordich ouer Gants Jndia seer schaers van Varend ' volck voorsien",Voyage,12-231
22,voorsien,isOfType,12-250,1652-1660,BeingAtAPlace[157],['12-247[81]'],None,['12-242[80]'],None,None,None,None,None,None,None,None,"voorsien , sijn","['12-250', '12-251', '12-252']","nae tvaderblandt vaderblandt seer getwijffelt werdt . Item dat Jegenwoordich ouer Gants Jndia seer schaers van Varend ' volck [ voorsien , sijn ] . Ende sal men d'ordinarij handel plaetsen naer behooren waernemen , het sober getal vandien niet meer dient",BeingAtAPlace,12-252
23,",",isOfType,12-251,1661-1662,BeingAtAPlace[157],['12-247[81]'],None,['12-242[80]'],None,None,None,None,None,None,None,None,"voorsien , sijn","['12-250', '12-251', '12-252']","nae tvaderblandt vaderblandt seer getwijffelt werdt . Item dat Jegenwoordich ouer Gants Jndia seer schaers van Varend ' volck [ voorsien , sijn ] . Ende sal men d'ordinarij handel plaetsen naer behooren waernemen , het sober getal vandien niet meer dient",BeingAtAPlace,12-252
24,sijn,isOfType,12-252,1663-1667,BeingAtAPlace[157],['12-247[81]'],None,['12-242[80]'],None,None,None,None,None,None,None,None,"voorsien , sijn","['12-250', '12-251', '12-252']","nae tvaderblandt vaderblandt seer getwijffelt werdt . Item dat Jegenwoordich ouer Gants Jndia seer schaers van Varend ' volck [ voorsien , sijn ] . Ende sal men d'ordinarij handel plaetsen naer behooren waernemen , het sober getal vandien niet meer dient",BeingAtAPlace,12-252
25,rebellije,isOfType,12-307,1955-1964,Riot,None,['12-308[82]'],None,None,None,None,None,None,None,None,None,rebellije,['12-307'],"ter bequamer tijt op onse Landen comende , achter Engelandt , om te loopen , door de moetwil ende [ rebellije ] van't Scheepsvolck ( welck gemeenl op de thuijs-reijse reijse de meester maeckt , ende d'Ouericheijt Hetten voorschrijft niet behoorlijck achtervolcht",Riot,12-307
26,reijse,isOfType,12-315.1,2013-2019,Voyage,None,None,None,None,None,None,None,None,['12-315'],None,None,reijse,['12-315.1'],"achter Engelandt , om te loopen , door de moetwil ende rebellije van't Scheepsvolck ( welck gemeenl op de [ reijse ] reijse de meester maeckt , ende d'Ouericheijt Hetten voorschrijft niet behoorlijck achtervolcht , maer de cours recht door t'Canael nae",Voyage,12-315.1
27,cours,evokes,12-330,2119-2124,Voyage,None,None,None,None,None,None,None,['12-333'],['12-335'],None,None,cours,['12-330'],"gemeenl op de thuijs-reijse reijse de meester maeckt , ende d'Ouericheijt Hetten voorschrijft niet behoorlijck achtervolcht , maer de [ cours ] recht door t'Canael nae Nederlandt gestelt mocht werden , al schoon het tijts genouch eynam om achter om te loopen",Voyage,12-330
28,ouer,isOfType,12-370,2353-2357,Transportation[158],['12-364'],None,None,None,None,None,None,None,None,None,['12-369'],ouer teseijnden,"['12-370', '12-371']",". In voegen , dat ons om voorverhaelde consideratien eenichsints beswaert woirden de syde dus laet met een Schip [ ouer teseijnden ] . Doch aen d'ander sijde ouerwogen , soo noodich het sij V Ed : tegen haere Excessiue lasten ,",Transportation,12-371
29,teseijnden,isOfType,12-371,2358-2368,Transportation[158],['12-364'],None,None,None,None,None,None,None,None,None,['12-369'],ouer teseijnden,"['12-370', '12-371']",". In voegen , dat ons om voorverhaelde consideratien eenichsints beswaert woirden de syde dus laet met een Schip [ ouer teseijnden ] . Doch aen d'ander sijde ouerwogen , soo noodich het sij V Ed : tegen haere Excessiue lasten ,",Transportation,12-371
30,aff,isOfType,12-473,2923-2926,Leaving[159],None,['12-435[83]'],None,None,None,None,['12-441[84]'],None,None,None,None,aff te vaerdigen,"['12-473', '12-474', '12-475']","Sacken , perper 20 6 1 8 .. lb . Salpeter : beneffens de noodige aduisen , ende bescheijden [ aff te vaerdigen ] . Almogende gelieue UEd : e dit ende de vooraffgebondene Schepen in salko te laten toecomen . 22",Leaving,12-475
31,te,isOfType,12-474,2927-2929,Leaving[159],None,['12-435[83]'],None,None,None,None,['12-441[84]'],None,None,None,None,aff te vaerdigen,"['12-473', '12-474', '12-475']","Sacken , perper 20 6 1 8 .. lb . Salpeter : beneffens de noodige aduisen , ende bescheijden [ aff te vaerdigen ] . Almogende gelieue UEd : e dit ende de vooraffgebondene Schepen in salko te laten toecomen . 22",Leaving,12-475
32,vaerdigen,isOfType,12-475,2930-2939,Leaving[159],None,['12-435[83]'],None,None,None,None,['12-441[84]'],None,None,None,None,aff te vaerdigen,"['12-473', '12-474', '12-475']","Sacken , perper 20 6 1 8 .. lb . Salpeter : beneffens de noodige aduisen , ende bescheijden [ aff te vaerdigen ] . Almogende gelieue UEd : e dit ende de vooraffgebondene Schepen in salko te laten toecomen . 22",Leaving,12-475
33,toecomen,isOfType,12-491,3023-3031,Arriving,None,['12-486'],None,None,None,None,None,None,None,None,None,toecomen,['12-491'],bescheijden aff te vaerdigen . Almogende gelieue UEd : e dit ende de vooraffgebondene Schepen in salko te laten [ toecomen ] . 22 . Otp 20en . Nouembr . is hier van Patane wel aengecomen t ' Jacht de Griffoen (:,Arriving,12-491
34,aengecomen,isOfType,13-11,3083-3093,Arriving,None,['13-12[86]'],['13-7'],None,None,None,['13-20[87]'],['13-9'],None,None,None,aengecomen,['13-11'],"Schepen in salko te laten toecomen . 22 . Otp 20en . Nouembr . is hier van Patane wel [ aengecomen ] t ' Jacht de Griffoen (: geladen met 670 . Baren Ppeper , welck vrij wat dier connot denen W",Arriving,13-11
35,verhandelt,isOfType,17-13,3288-3298,FinancialTransaction,['17-7'],None,None,None,None,None,None,None,None,None,None,verhandelt,['17-13'],". o 1 e de CCormandel : te staen , ten aensien de cleeden seer goeden coop daer tegen [ verhandelt ] sijn soo dat voor dees tijt in dat quartier gants weijnichte doen is , ende niet noodich wesen sal ,",FinancialTransaction,17-13
36,aengecomen,isOfType,18-13,3698-3708,Arriving,None,['18-14[89]'],['18-6'],None,None,None,['18-19[90]'],['18-2[88]'],None,None,None,aengecomen,['18-13'],"niet veel apparentie toe en is eeee Vande Westcust van Sumatra is hier den 25.en d.o . mede abel [ aengecomen ] de fluijt Amstervoen , met 900 . bharen ppever aldaer , tegen cleeden verhandelt , vrij wat proffitabelder dan opde",Arriving,18-13
37,verhandelt,isOfType,18-27,3779-3789,Selling[160]|Buying[161],['18-19[91]|18-26'],None,None,None,None,None,None,None,None,None,None,verhandelt,['18-27'],"25.en d.o . mede abel aengecomen de fluijt Amstervoen , met 900 . bharen ppever aldaer , tegen cleeden [ verhandelt ] , vrij wat proffitabelder dan opde custe van Patans , alsoo daer 8o O cento aduance geuen , ende in",Selling,18-27
38,becomen,isOfType,18-72,4002-4009,Getting,['18-68[92]'],None,None,None,None,None,None,None,None,None,None,becomen,['18-72'],". Ot FL W. Cust was opt vtreck van gemelte Jacht van daer , noch goede partije peper te [ becomen ] , ende dat tot redelijcken prus : Ooch hebben geldt noch cleeden om derrewaerts ie mogen seijnden . e. e",Getting,18-72
39,seijnden,isOfType,18-89,4099-4107,Transportation,['18-82[93]'],None,None,None,None,None,None,None,['18-86'],None,None,seijnden,['18-89'],"peper te becomen , ende dat tot redelijcken prus : Ooch hebben geldt noch cleeden om derrewaerts ie mogen [ seijnden ] . e. e En D.o S.r Is sier van Masilipats.n ende Paliacaite wel aengecomen t ' Jacht D Battania met",Transportation,18-89
40,aengecomen,isOfType,20-10,4171-4181,Arriving,None,['20-11[95]'],['20-4'],None,None,None,['20-17[96]'],['20-6[94]'],None,None,None,aengecomen,['20-10'],"cleeden om derrewaerts ie mogen seijnden . e. e En D.o S.r Is sier van Masilipats.n ende Paliacaite wel [ aengecomen ] t ' Jacht D Battania met 300 . Clauen ende 134 - packen cleeden , blesde sorteringe , alsoo den",Arriving,20-10
41,becomen,isOfType,20-62,4453-4460,Arriving,None,['20-57[98]'],['20-43'],None,None,None,None,None,None,None,['20-45[97]'],becomen,['20-62'],"hier met de Jachten Grootenbrouck Brouwershauen , ende Battr . eenich ander slach ofte meerder quantiteijt cleeden , te [ becomen ] , ende dit Jaer hebben oock niet anders te verwachten , Soo dat de Molucq , Amboina ende Banida gelijck",Arriving,20-62
42,blijven,isOfType,20-95,4630-4637,BeingAtAPlace,['20-76[99]'],None,['20-85[100]'],None,None,None,None,None,None,None,None,blijven,['20-95'],"de Molucq , Amboina ende Banida gelijck mede wij hier in Battra . noch een Jaer onvoorsien sullen moeten [ blijven ] . Ofs oock acpparent dat V. Ed : mede in twee Jaeren geen retour van daer becomen sullen ende dat",BeingAtAPlace,20-95
43,becomen,*,20-112,4712-4719,Giving,['20-108[102]'],['20-101[101]'],None,None,None,None,None,None,None,None,None,becomen,['20-112'],sullen moeten blijven . Ofs oock acpparent dat V. Ed : mede in twee Jaeren geen retour van daer [ becomen ] sullen ende dat vermidts V Ed : eijgen deffectueusheijt int derrewaerts beschicken van de Jaerlijcx geeijschte capitalen ... d'E Leeuwwinne,Giving,20-112
44,vertrock,isOfType,21-16,4936-4944,Leaving,None,['21-12[103]'],['21-15'],None,None,None,None,None,None,None,None,vertrock,['21-16'],"geeijschte capitalen ... d'E Leeuwwinne ende Kemphaen waren op 2en Novemb . pasro doen d'Engelsche Engelsche Abigael van daer [ vertrock ] , aldaer noch niet verlcheinen , Ende is apparent dat geduerende t'noorder Mouson , daer oock niet sullen connen comen",Leaving,21-16
45,verlcheinen,isOfType,21-21,4964-4975,Arriving,None,['21-12[104]'],['21-18'],None,None,None,None,None,None,None,None,verlcheinen,['21-21'],"ende Kemphaen waren op 2en Novemb . pasro doen d'Engelsche Engelsche Abigael van daer vertrock , aldaer noch niet [ verlcheinen ] , Ende is apparent dat geduerende t'noorder Mouson , daer oock niet sullen connen comen — . De Paliacatsche sorteringe",Arriving,21-21
46,comen,*,21-36,5058-5063,*,None,['21-12[105]'],['21-31'],None,None,None,None,None,None,None,None,comen,['21-36'],", aldaer noch niet verlcheinen , Ende is apparent dat geduerende t'noorder Mouson , daer oock niet sullen connen [ comen ] — . De Paliacatsche sorteringe welck al geschilderde doecken sijn ; sal niet eerder dan in Maij a.o . 1628",*,21-36
47,beteren,evokes,23-22,5361-5368,HavingInternalState+,['23-18[107]'],['23-2[106]'],None,None,None,None,None,None,None,None,None,beteren,['23-22'],"de Zuijdt waren de drije Naijcken vereinicht , waer door aipparent is den Standt in die Quartieren vrij wat [ beteren ] dat ende datmen metter tijt goede partije sal peter sal connen becomen . eeeee Isen Calliacatte geeft het Goudt van",HavingInternalState+,23-22
48,becomen,isOfType,23-34,5432-5439,Getting,['23-28[108]'],None,None,None,None,None,None,None,None,None,None,becomen,['23-34'],den Standt in die Quartieren vrij wat beteren dat ende datmen metter tijt goede partije sal peter sal connen [ becomen ] . eeeee Isen Calliacatte geeft het Goudt van Guinea 10½ 8r . cento advance ende was t'Cattoen Cattoen daer soo,Getting,23-34
49,geeft,isOfType,24-3,5465-5470,Giving,['24-8[110]'],['24-4[109]'],None,None,None,None,None,None,None,None,None,geeft,['24-3'],"vrij wat beteren dat ende datmen metter tijt goede partije sal peter sal connen becomen . eeeee Isen Calliacatte [ geeft ] het Goudt van Guinea 10½ 8r . cento advance ende was t'Cattoen Cattoen daer soo dier , als in lange",Giving,24-3
50,handelen,isOfType,24-52,5751-5759,FinancialTransaction,None,['24-50'],None,None,None,None,None,None,None,None,None,handelen,['24-52'],"haere Monovolien ende Qquardt tractement t'ontwaerts ; Met niemant anders dan met drije deee pachters , mochten d'onse aldaer [ handelen ] ; Ende noch werdt haer opgedicongen sulcken sorteringe als sij selfs willen : Waer tegen met soete middelen niet te",FinancialTransaction,24-52
51,schaden,evokes,24-94,6001-6008,BeingDamaged,None,None,None,None,None,None,None,None,None,None,None,schaden,['24-94'],". Soo de liberteijt vanden handel gelijck mede voldoeninge van d'affgedrongen U E Nagoden , ende van andere geledene [ schaden ] ende Interesten meer , begeeren bebonnen niet anders te doen als ons volck ende goederen voor reen tijt e 1",BeingDamaged,24-94
52,becomen,isOfType,28-7,6172-6179,Getting,['28-1'],None,None,None,None,None,None,None,None,None,None,becomen,['28-7'],"voor reen tijt e 1 „ 90 t ked ee . ve een Diamanten sijn daer noch wel te [ becomen ] , maer dier eeen tijt van masilupats . te lichten ende eenige Scheepen in de mlaenden Februarij ende Meert daer",Getting,28-7
53,te,isOfType,30-18,6297-6299,BeingAtAPlace[162],['30-8[111]'],None,['30-16'],None,None,None,None,None,None,None,None,te houden,"['30-18', '30-19']","dier eeen tijt van masilupats . te lichten ende eenige Scheepen in de mlaenden Februarij ende Meert daer voor [ te houden ] , om ons van t'iloorsche iloorsche - Vaertuijch te verseeckeren , en de Grooten bij dien middel te constringeren",BeingAtAPlace,30-19
54,houden,isOfType,30-19,6300-6306,BeingAtAPlace[162],['30-8[111]'],None,['30-16'],None,None,None,None,None,None,None,None,te houden,"['30-18', '30-19']","dier eeen tijt van masilupats . te lichten ende eenige Scheepen in de mlaenden Februarij ende Meert daer voor [ te houden ] , om ons van t'iloorsche iloorsche - Vaertuijch te verseeckeren , en de Grooten bij dien middel te constringeren",BeingAtAPlace,30-19
55,restauratie,evokes,30-39,6414-6425,Giving,['30-39[113]'],['30-31[112]'],None,None,None,None,None,None,None,None,None,restauratie,['30-39'],"om ons van t'iloorsche iloorsche - Vaertuijch te verseeckeren , en de Grooten bij dien middel te constringeren tot [ restauratie ] vande geleden Interesten ende schaden , mitsgaders Dat ons den vrijen ende onbecommerden handel in Masilicat nam gedoogen . Nae",Giving,30-39
56,ouerlast,*,30-94,6743-6751,BeginningARelationship[163],"['30-87[114]', '30-91']",None,None,None,None,None,None,None,None,None,None,ouerlast doen,"['30-94', '30-95']","den handel in Malilipals , daer door niet lange sullen deruen : De Grootste Mooren die ons de meeste [ ouerlast doen ] , sijn de geene , twelcke de voorneemste capitalen nae Mocha , Atchin , Regu ende elders teiqueren ,",BeginningARelationship,30-95
57,doen,*,30-95,6752-6756,BeginningARelationship[163],"['30-87[114]', '30-91']",None,None,None,None,None,None,None,None,None,None,ouerlast doen,"['30-94', '30-95']","den handel in Malilipals , daer door niet lange sullen deruen : De Grootste Mooren die ons de meeste [ ouerlast doen ] , sijn de geene , twelcke de voorneemste capitalen nae Mocha , Atchin , Regu ende elders teiqueren ,",BeginningARelationship,30-95
58,becomen,*,32-14,7097-7104,Giving,['32-2[115]'],['32-8[116]'],None,None,None,None,None,None,None,None,None,becomen,['32-14'],"sullen daerop gaerne hooren . eeveee Der neuens gaende copie van missiue ouer de Custe Choromme . van Surarte [ becomen ] , sullen u Ed : dien hoe d'onse aldaer sonder Negotie saten , belast sijnde met 200 O gl .",Giving,32-14
59,betalen,isOfType,32-44,7251-7258,FinancialTransaction,['32-41[117]'],None,None,None,None,None,None,None,None,None,None,betalen,['32-44'],"Negotie saten , belast sijnde met 200 O gl . a deposito gelicht , waer voor grooten Interest moeten [ betalen ] Ede specerijen Nagelen , Nooten ende foelije waren meer dan 50 . Rcento in prijs gedaelt , conden geene vercoopen",FinancialTransaction,32-44
60,vercoopen,isOfType,33-20,7363-7372,Selling,['33-19'],None,None,None,None,None,None,None,None,None,None,vercoopen,['33-20'],"Ede specerijen Nagelen , Nooten ende foelije waren meer dan 50 . Rcento in prijs gedaelt , conden geene [ vercoopen ] , dan tot leegen Phris Ambeine Banda Js Almigon eicht bij paliacatte drijuen d'Engelschen Engelschen haren handel , welcke plaetse",Selling,33-20
61,geboudt,*,35-38,7626-7633,Miscellaneous,['35-36[118]'],None,None,None,None,None,None,None,None,None,None,geboudt,['35-38'],"als ons Paliacatte . Op haer versouck is d'onse den handel aldaer verboden , hebben daer een steenen Huijs [ geboudt ] met een aerden weal omtrocken , ende geuen - . uijt aldaer fortificeren sullen Met onse Jongste is uEd :",Miscellaneous,35-38
62,geboorden,isOfType,36-19,7809-7818,Transportation,['36-27[125]'],None,None,None,None,None,None,['36-10[120]'],['36-17[122]'],None,['36-21[124]'],geboorden,['36-19'],"sullen Met onse Jongste is uEd : geaduiseert hoe van hier door de Strate van Mallacca nae Masilipats . [ geboorden ] hadden t ' Jacht Wedenblycq met een Capitael van l 120885 „ 15 „ Waer mede oock ouergegaen is ,",Transportation,36-19
63,ouergegaen,isOfType,36-37,7899-7909,Transportation,"['36-40[126]', '36-40[127]']",None,None,None,None,None,None,['36-10[119]'],['36-17[121]'],None,['36-21[123]'],ouergegaen,['36-37'],". geboorden hadden t ' Jacht Wedenblycq met een Capitael van l 120885 „ 15 „ Waer mede oock [ ouergegaen ] is , Mousabeeck , Ambassadeur des Conincks van Pertia . Onise cruijssende Jachten hebben t'selue den 35e Octob . pasto",Transportation,36-37
