,mention,anchor_type,mention_token_id,mention_character_id,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,mention_in_context,eventclass_no_number,last_token_id
10,te,isOfType,12-474,2927-2929,Transportation[201],['12-441[72]'],None,None,['12-437[71]'],None,None,None,None,None,None,['12-435[70]'],aff te vaerdigen,"['12-473', '12-474', '12-475']","Sacken , perper 20 6 1 8 .. lb . Salpeter : beneffens de noodige aduisen , ende bescheijden [ aff te vaerdigen ] . Almogende gelieue UEd : e dit ende de vooraffgebondene Schepen in salko te laten toecomen . 22",Transportation,12-475
11,vaerdigen,isOfType,12-475,2930-2939,Transportation[201],['12-441[72]'],None,None,['12-437[71]'],None,None,None,None,None,None,['12-435[70]'],aff te vaerdigen,"['12-473', '12-474', '12-475']","Sacken , perper 20 6 1 8 .. lb . Salpeter : beneffens de noodige aduisen , ende bescheijden [ aff te vaerdigen ] . Almogende gelieue UEd : e dit ende de vooraffgebondene Schepen in salko te laten toecomen . 22",Transportation,12-475
12,aengecomen,isOfType,13-11,3083-3093,Arriving,None,['13-12[76]'],None,['13-2[73]'],None,None,['13-20[77]'],['13-9[74]'],None,None,None,aengecomen,['13-11'],"Schepen in salko te laten toecomen . 22 . Otp 20en . Nouembr . is hier van Patane wel [ aengecomen ] t ' Jacht de Griffoen (: geladen met 670 . Baren Ppeper , welck vrij wat dier connot denen W",Arriving,13-11
13,verhandelt,isOfType,17-13,3288-3298,FinancialTransaction,"['13-20[78]', '17-7']",None,['13-9[75]'],None,None,None,None,None,None,None,None,verhandelt,['17-13'],"o 1 e de CCormandel Cormandel : te staen , ten aensien de cleeden seer goeden coop daer tegen [ verhandelt ] sijn soo dat voor dees tijt in dat quartier gants weijnichte doen is , ende niet noodich wesen sal ,",FinancialTransaction,17-13
14,comen,isOfType,17-62,3571-3576,Arriving,None,['17-54[79]'],['17-61'],None,None,None,None,None,None,None,None,comen,['17-62'],"uijt der maten dier ; De toataneten vreesen alsnoch dat den Atchinder van Gueda te Lande te lande decieitiersn [ comen ] sal , daer ons bedunckt niet veel apparentie toe en is eeee Vande Westcust van Sumatra is hier den 25.en",Arriving,17-62
15,aengecomen,isOfType,18-13,3698-3708,Arriving,None,['18-15[82]'],['18-6'],['18-8[81]'],None,None,['18-19[84]'],['18-2[80]'],None,None,None,aengecomen,['18-13'],"niet veel apparentie toe en is eeee Vande Westcust van Sumatra is hier den 25.en d.o . mede abel [ aengecomen ] de fluijt Amstervoen , met 900 . bharen ppever aldaer , tegen cleeden verhandelt , vrij wat proffitabelder dan opde",Arriving,18-13
16,verhandelt,isOfType,18-27,3779-3789,FinancialTransaction,"['18-26', '18-19[83]']",None,['18-23'],None,None,None,None,None,None,None,None,verhandelt,['18-27'],"25.en d.o . mede abel aengecomen de fluijt Amstervoen , met 900 . bharen ppever aldaer , tegen cleeden [ verhandelt ] , vrij wat proffitabelder dan opde custe van Patans , alsoo daer 8o O cento aduance geuen , ende in",FinancialTransaction,18-27
17,vtreck,isOfType,18-60,3938-3944,Leaving,None,['18-62[86]'],"['18-55[85]', '18-64[87]']",None,None,None,None,None,None,None,None,vtreck,['18-60'],"O cento aduance geuen , ende in Tatane niet meer als 30 . Ot FL W. Cust was opt [ vtreck ] van gemelte Jacht van daer , noch goede partije peper te becomen , ende dat tot redelijcken prus : Ooch",Leaving,18-60
18,becomen,evokes,18-72,4002-4009,FinancialTransaction,"['18-82', '18-84', '18-70']",None,None,None,None,None,None,None,None,None,None,becomen,['18-72'],". Ot FL W. Cust was opt vtreck van gemelte Jacht van daer , noch goede partije peper te [ becomen ] , ende dat tot redelijcken prus : Ooch hebben geldt noch cleeden om derrewaerts ie mogen seijnden . e. e",FinancialTransaction,18-72
19,aengecomen,isOfType,20-10,4171-4181,Arriving,None,['20-13[89]'],['20-4'],None,None,None,['20-17[90]'],['20-6[88]'],None,None,None,aengecomen,['20-10'],"cleeden om derrewaerts ie mogen seijnden . e. e En D.o S.r Is sier van Masilipats.n ende Paliacaite wel [ aengecomen ] t ' Jacht D Battania met 300 . Clauen ende 134 - packen cleeden , blesde sorteringe , alsoo den",Arriving,20-10
20,becomene,isOfType,20-39,4310-4318,Getting,['20-40'],None,None,None,None,None,None,None,None,None,None,becomene,['20-39'],"ende 134 - packen cleeden , blesde sorteringe , alsoo den tijt te cort was , omme voor de [ becomene ] comrtsr . van hier met de Jachten Grootenbrouck Brouwershauen , ende Battr . eenich ander slach ofte meerder quantiteijt cleeden",Getting,20-39
21,becomen,isOfType,20-62,4453-4460,Buying,['20-53[91]'],None,['20-43'],None,None,None,None,None,None,None,None,becomen,['20-62'],"hier met de Jachten Grootenbrouck Brouwershauen , ende Battr . eenich ander slach ofte meerder quantiteijt cleeden , te [ becomen ] , ende dit Jaer hebben oock niet anders te verwachten , Soo dat de Molucq , Amboina ende Banida gelijck",Buying,20-62
22,becomen,*,20-112,4712-4719,Getting,['20-108[94]'],['20-101[92]'],None,['20-106[93]'],None,None,None,None,None,None,None,becomen,['20-112'],sullen moeten blijven . Ofs oock acpparent dat V. Ed : mede in twee Jaeren geen retour van daer [ becomen ] sullen ende dat vermidts V Ed : eijgen deffectueusheijt int derrewaerts beschicken van de Jaerlijcx geeijschte capitalen ... d'E Leeuwwinne,Getting,20-112
23,beschicken,isOfType,20-124,4792-4802,TransLocation,['20-126[96]'],['20-117[95]'],None,None,None,None,None,None,['20-123'],None,None,beschicken,['20-124'],in twee Jaeren geen retour van daer becomen sullen ende dat vermidts V Ed : eijgen deffectueusheijt int derrewaerts [ beschicken ] van de Jaerlijcx geeijschte capitalen ... d'E Leeuwwinne ende Kemphaen waren op 2en Novemb . pasro doen d'Engelsche Engelsche Abigael,TransLocation,20-124
24,vertrock,*,21-16,4936-4944,Leaving,None,['21-12[100]'],['21-15'],['21-7[99]'],None,None,None,None,None,None,None,vertrock,['21-16'],"geeijschte capitalen ... d'E Leeuwwinne ende Kemphaen waren op 2en Novemb . pasro doen d'Engelsche Engelsche Abigael van daer [ vertrock ] , aldaer noch niet verlcheinen , Ende is apparent dat geduerende t'noorder noorder Mouson , daer oock niet sullen connen",Leaving,21-16
25,verlcheinen,isOfType,21-21,4964-4975,TransLocation,['21-2[97]'],None,None,['21-7[98]'],None,None,None,None,['21-18'],None,None,verlcheinen,['21-21'],"ende Kemphaen waren op 2en Novemb . pasro doen d'Engelsche Engelsche Abigael van daer vertrock , aldaer noch niet [ verlcheinen ] , Ende is apparent dat geduerende t'noorder noorder Mouson , daer oock niet sullen connen comen — . De Paliacatsche",TransLocation,21-21
26,gegeven,evokes,22-33,5239-5246,Buying,['22-1[101]'],['22-30'],None,None,None,None,None,None,None,None,['22-23[102]'],gegeven,['22-33'],"in Maij a.o . 1628 . gereedt wesen ; Ouer de 32 . E Pagoden hadden d'onse op leueringe [ gegeven ] ee Om de Zuijdt waren de drije Naijcken vereinicht , waer door aipparent is den Standt in die Quartieren vrij",Buying,22-33
27,beteren,isOfType,23-22,5361-5368,HavingInternalState+,['23-15[103]'],None,None,None,None,None,None,None,None,None,None,beteren,['23-22'],"de Zuijdt waren de drije Naijcken vereinicht , waer door aipparent is den Standt in die Quartieren vrij wat [ beteren ] dat ende datmen metter tijt goede partije sal peter sal connen becomen . eeeee Isen Calliacatte geeft het Goudt van",HavingInternalState+,23-22
28,becomen,isOfType,23-34,5432-5439,Buying,['23-28[106]'],None,['23-17[104]'],['23-26[105]'],None,None,None,None,None,None,None,becomen,['23-34'],den Standt in die Quartieren vrij wat beteren dat ende datmen metter tijt goede partije sal peter sal connen [ becomen ] . eeeee Isen Calliacatte geeft het Goudt van Guinea 10½ 8r . cento advance ende was t'Cattoen Cattoen daer soo,Buying,23-34
29,Monovolien,isOfType,24-34,5631-5641,BeingInConflict[202],"['24-38', '24-31[107]']",None,['24-28'],None,None,None,None,None,None,None,None,Monovolien ende Qquardt tractement,"['24-34', '24-35', '24-36', '24-37']","Cattoen daer soo dier , als in lange Jaren niet geweest is Pr. Madilwals . continueerden de Mooren haere [ Monovolien ende Qquardt tractement ] t'ontwaerts ; Met niemant anders dan met drije deee pachters , mochten d'onse aldaer handelen ; Ende",BeingInConflict,24-37
30,ende,isOfType,24-35,5642-5646,BeingInConflict[202],"['24-38', '24-31[107]']",None,['24-28'],None,None,None,None,None,None,None,None,Monovolien ende Qquardt tractement,"['24-34', '24-35', '24-36', '24-37']","Cattoen daer soo dier , als in lange Jaren niet geweest is Pr. Madilwals . continueerden de Mooren haere [ Monovolien ende Qquardt tractement ] t'ontwaerts ; Met niemant anders dan met drije deee pachters , mochten d'onse aldaer handelen ; Ende",BeingInConflict,24-37
31,Qquardt,isOfType,24-36,5647-5654,BeingInConflict[202],"['24-38', '24-31[107]']",None,['24-28'],None,None,None,None,None,None,None,None,Monovolien ende Qquardt tractement,"['24-34', '24-35', '24-36', '24-37']","Cattoen daer soo dier , als in lange Jaren niet geweest is Pr. Madilwals . continueerden de Mooren haere [ Monovolien ende Qquardt tractement ] t'ontwaerts ; Met niemant anders dan met drije deee pachters , mochten d'onse aldaer handelen ; Ende",BeingInConflict,24-37
32,tractement,isOfType,24-37,5655-5665,BeingInConflict[202],"['24-38', '24-31[107]']",None,['24-28'],None,None,None,None,None,None,None,None,Monovolien ende Qquardt tractement,"['24-34', '24-35', '24-36', '24-37']","Cattoen daer soo dier , als in lange Jaren niet geweest is Pr. Madilwals . continueerden de Mooren haere [ Monovolien ende Qquardt tractement ] t'ontwaerts ; Met niemant anders dan met drije deee pachters , mochten d'onse aldaer handelen ; Ende",BeingInConflict,24-37
33,handelen,isOfType,24-52,5751-5759,FinancialTransaction,None,"['24-50', '24-40[108]']",['24-51'],None,None,None,None,None,None,None,None,handelen,['24-52'],"haere Monovolien ende Qquardt tractement t'ontwaerts ; Met niemant anders dan met drije deee pachters , mochten d'onse aldaer [ handelen ] ; Ende noch werdt haer opgedicongen sulcken sorteringe als sij selfs willen : Waer tegen met soete middelen niet te",FinancialTransaction,24-52
34,verseeckeren,evokes,30-28,6348-6360,TakingSomeoneUnderControl,['30-24[109]'],['30-22'],None,None,None,None,None,None,None,None,None,verseeckeren,['30-28'],"in de mlaenden Februarij ende Meert daer voor te houden , om ons van t'iloorsche iloorsche - Vaertuijch te [ verseeckeren ] , en de Grooten bij dien middel te constringeren tot restauratie vande geleden Interesten ende schaden , mitsgaders Dat ons",TakingSomeoneUnderControl,30-28
35,constringeren,isOfType,30-37,6396-6409,Miscellaneous,['30-31[111]'],None,None,None,None,None,None,None,None,None,['30-34[112]'],constringeren,['30-37'],"houden , om ons van t'iloorsche iloorsche - Vaertuijch te verseeckeren , en de Grooten bij dien middel te [ constringeren ] tot restauratie vande geleden Interesten ende schaden , mitsgaders Dat ons den vrijen ende onbecommerden handel in Masilicat nam gedoogen",Miscellaneous,30-37
36,gedoogen,evokes,30-57,6539-6547,AlteringARelationship,"['30-48', '30-31[110]']","['30-48', '30-31[110]']",None,None,"['30-48', '30-31[110]']",None,None,None,None,None,None,gedoogen,['30-57'],"tot restauratie vande geleden Interesten ende schaden , mitsgaders Dat ons den vrijen ende onbecommerden handel in Masilicat nam [ gedoogen ] . Nae d'onse vande custe aduiseren , behoeuen met eens sbaricheijt daer in te maecken , alsoo den handel in",AlteringARelationship,30-57
37,ouerlast,isOfType,30-94,6743-6751,BeingInConflict[203],"['30-91', '30-87[114]']",None,None,None,None,None,None,None,None,None,None,ouerlast doen,"['30-94', '30-95']","den handel in Malilipals , daer door niet lange sullen deruen : De Grootste Mooren die ons de meeste [ ouerlast doen ] , sijn de geene , twelcke de voorneemste capitalen nae Mocha , Atchin , Regu ende elders teiqueren ,",BeingInConflict,30-95
38,doen,isOfType,30-95,6752-6756,BeingInConflict[203],"['30-91', '30-87[114]']",None,None,None,None,None,None,None,None,None,None,ouerlast doen,"['30-94', '30-95']","den handel in Malilipals , daer door niet lange sullen deruen : De Grootste Mooren die ons de meeste [ ouerlast doen ] , sijn de geene , twelcke de voorneemste capitalen nae Mocha , Atchin , Regu ende elders teiqueren ,",BeingInConflict,30-95
39,vercoopen,isOfType,33-20,7363-7372,Selling,['33-1[115]'],None,None,None,None,None,None,None,None,None,None,vercoopen,['33-20'],"Ede specerijen Nagelen , Nooten ende foelije waren meer dan 50 . Rcento in prijs gedaelt , conden geene [ vercoopen ] , dan tot leegen Phris Ambeine Banda Js Almigon eicht bij paliacatte drijuen d'Engelschen Engelschen haren handel , welcke plaetse",Selling,33-20
40,verboden,isOfType,35-31,7585-7593,AlteringARelationship,"['35-7[116]', '35-27']","['35-7[116]', '35-27']",None,None,"['35-7[116]', '35-27']",None,None,None,None,None,None,verboden,['35-31'],"plaetse haer soo : dienstich is , als ons Paliacatte . Op haer versouck is d'onse den handel aldaer [ verboden ] , hebben daer een steenen Huijs geboudt met een aerden weal omtrocken , ende geuen - . uijt aldaer fortificeren",AlteringARelationship,35-31
41,geboudt,isOfType,35-38,7626-7633,Miscellaneous,['35-35[118]'],['35-7[117]'],['35-34'],None,None,None,None,None,None,None,None,geboudt,['35-38'],"als ons Paliacatte . Op haer versouck is d'onse den handel aldaer verboden , hebben daer een steenen Huijs [ geboudt ] met een aerden weal omtrocken , ende geuen - . uijt aldaer fortificeren sullen Met onse Jongste is uEd :",Miscellaneous,35-38
42,geboorden,isOfType,36-19,7809-7818,Transportation,"['36-26[120]', '36-40[121]']",None,None,None,None,None,None,['36-10'],['36-17'],None,['36-21[119]'],geboorden,['36-19'],"sullen Met onse Jongste is uEd : geaduiseert hoe van hier door de Strate van Mallacca nae Masilipats . [ geboorden ] hadden t ' Jacht Wedenblycq met een Capitael van l 120885 „ 15 „ Waer mede oock ouergegaen is ,",Transportation,36-19
43,cruijssende,evokes,36-49,7972-7983,TransLocation,['36-48[123]'],None,None,None,None,None,None,None,None,None,None,cruijssende,['36-49'],"120885 „ 15 „ Waer mede oock ouergegaen is , Mousabeeck , Ambassadeur des Conincks van Pertia . Onise [ cruijssende ] Jachten hebben t'selue den 35e Octob . pasto . omtrent ppoulo - Vercelaer bij Noorden Mallacca gerescontreert . Waer ouer",TransLocation,36-49
44,gerescontreert,isOfType,36-66,8079-8093,Miscellaneous,"['36-52', '36-48[122]']",None,['36-59[125]'],['36-54[124]'],None,None,None,None,None,None,None,gerescontreert,['36-66'],". Onise cruijssende Jachten hebben t'selue den 35e Octob . pasto . omtrent ppoulo - Vercelaer bij Noorden Mallacca [ gerescontreert ] . Waer ouer aipvarent is , dat een spoedige reijs doen sal , twelck Godt gene dr 21e . Septembris",Miscellaneous,36-66
45,vertrocken,isOfType,37-14,8256-8266,Leaving,None,['37-7[127]'],['37-10'],['37-1[126]'],None,None,['37-19[128]'],None,['37-13'],None,None,vertrocken,['37-14'],", twelck Godt gene dr 21e . Septembris pasen . was t'Jacht Jacht Grombershanen van Masilivas . naer Arraccan [ vertrocken ] met een Cargasoen van ƒ 3900 . om tselue aen blauen , otterijs rijs te besteden , met ordre dat",Leaving,37-14
46,besteden,isOfType,37-29,8333-8341,Buying,['37-25[130]'],None,None,None,None,None,None,None,None,None,['37-19[129]'],besteden,['37-29'],". naer Arraccan vertrocken met een Cargasoen van ƒ 3900 . om tselue aen blauen , otterijs rijs te [ besteden ] , met ordre dat tegen hal ff December weder voor Masilipats . Keere . uo 16en . Decemb . passaco",Buying,37-29
47,Keere,evokes,37-42,8404-8409,TransLocation,None,None,None,['37-34[131]'],None,None,None,None,['37-40'],None,None,Keere,['37-42'],"aen blauen , otterijs rijs te besteden , met ordre dat tegen hal ff December weder voor Masilipats . [ Keere ] . uo 16en . Decemb . passaco hebben van hier naer Amboina , ende Gaudamet Gauda de Noodige comptanten coopmanschappen",TransLocation,37-42
48,gesonden,*,38-20,8537-8545,TransLocation,['38-14[134]'],None,None,['38-1[132]'],None,None,None,['38-8'],['38-10[133]'],None,['38-21[135]'],gesonden,['38-20'],". Decemb . passaco hebben van hier naer Amboina , ende Gaudamet Gauda de Noodige comptanten coopmanschappen ende prouisien [ gesonden ] de Schepen Suijdthollandt ende den Arent , met ordre dat in compen . Amboina sullen aendoen , ende dat het",TransLocation,38-20
49,loopen,evokes,38-49,8697-8703,TransLocation,['38-41[136]'],None,None,None,None,None,None,['38-44'],['38-47'],None,None,loopen,['38-49'],"dat in compen . Amboina sullen aendoen , ende dat het Shp Hollandt van daer voorts naer Banda sal [ loopen ] , soo haest in Amboina gemust _ . can worden Met gemelte Schepen hebben wij naer Amboina ende Banda affgevaerdicht",TransLocation,38-49
50,affgevaerdicht,isOfType,39-10,8804-8818,TransLocation,['39-15[139]'],None,None,None,None,None,None,None,['39-7[138]'],None,['39-2[137]'],affgevaerdicht,['39-10'],", soo haest in Amboina gemust _ . can worden Met gemelte Schepen hebben wij naer Amboina ende Banda [ affgevaerdicht ] als onse expresse Gecommitteerde den Oppercoopman Gregorius Cornelij ermmate Etr ende Capn . Marten Jansz Vogel , omme in d‛een",TransLocation,39-10
51,bevinden,isOfType,40-37,9118-9126,BeingAtAPlace,['40-53[143]'],None,['40-30[141]'],['40-47[142]'],None,None,None,None,None,None,None,bevinden,['40-37'],"den meesten dienst ende woelstandt vande Compen . aldaer vereijscht , Insonderheijt inde Quartieren van Amboina , alwaer wbij [ bevinden ] volgens t'schriftelijck schriftelijck verbael vanden Commissaris Gillis Seijs , In April pase . aende cant van 616 . blancke coppen",BeingAtAPlace,40-37
52,merckelijcken,isOfType,40-95,9455-9468,HavingInternalState[204],['40-100[144]'],None,None,None,None,None,None,None,None,None,None,merckelijcken affganck ende verachteringe,"['40-95', '40-96', '40-97', '40-98']",", daer mede de Compene . in Amboina buijten Proportie , met ouer groote lasten , ende euenwel niet [ merckelijcken affganck ende verachteringe ] in haere Negotie en Nagel retour beswaert sit , hebbende in voortijden , doen sij miet ongebiender",HavingInternalState,40-98
53,affganck,isOfType,40-96,9469-9477,HavingInternalState[204],['40-100[144]'],None,None,None,None,None,None,None,None,None,None,merckelijcken affganck ende verachteringe,"['40-95', '40-96', '40-97', '40-98']",", daer mede de Compene . in Amboina buijten Proportie , met ouer groote lasten , ende euenwel niet [ merckelijcken affganck ende verachteringe ] in haere Negotie en Nagel retour beswaert sit , hebbende in voortijden , doen sij miet ongebiender",HavingInternalState,40-98
54,ende,isOfType,40-97,9478-9482,HavingInternalState[204],['40-100[144]'],None,None,None,None,None,None,None,None,None,None,merckelijcken affganck ende verachteringe,"['40-95', '40-96', '40-97', '40-98']",", daer mede de Compene . in Amboina buijten Proportie , met ouer groote lasten , ende euenwel niet [ merckelijcken affganck ende verachteringe ] in haere Negotie en Nagel retour beswaert sit , hebbende in voortijden , doen sij miet ongebiender",HavingInternalState,40-98
55,verachteringe,isOfType,40-98,9483-9496,HavingInternalState[204],['40-100[144]'],None,None,None,None,None,None,None,None,None,None,merckelijcken affganck ende verachteringe,"['40-95', '40-96', '40-97', '40-98']",", daer mede de Compene . in Amboina buijten Proportie , met ouer groote lasten , ende euenwel niet [ merckelijcken affganck ende verachteringe ] in haere Negotie en Nagel retour beswaert sit , hebbende in voortijden , doen sij miet ongebiender",HavingInternalState,40-98
56,verdeelt,evokes,40-168,9909-9917,BeingAtAPlace,['40-149[145]'],None,['40-162[146]'],None,None,None,None,None,None,None,None,verdeelt,['40-168'],"162 . Tsoonen , ende dat apparent vande ervarenste ende loeckste Soldaten , op acht verscheijden plaetsen in Garnisoen [ verdeelt ] sij Behaluen dat met voorsz verdeelinge tot Compes . progres ende Goulagiement in gemelte Quartieren gants niet gevoirdert Werct soo",BeingAtAPlace,40-168
57,ffiuasien,evokes,40-196.1,10090-10099,Attacking,['40-191'],['40-198[149]'],['40-182[147]'],None,None,None,None,None,None,None,None,ffiuasien,['40-196.1'],". progres ende Goulagiement in gemelte Quartieren gants niet gevoirdert Werct soo is oock deselue niet bastandt , omme [ ffiuasien ] ffiuasien van externer Vijanden te connen resisteren , nochte oock d'Imboonders alsse ontrouw Wesen willen , in ontsach ende dwang",Attacking,40-196.1
58,ontrouw,evokes,40-208,10176-10183,Uprising,None,['40-206'],['40-182[148]'],None,None,None,None,None,None,None,None,ontrouw,['40-208'],"oock deselue niet bastandt , omme d'ffiuasien ffiuasien van externer Vijanden te connen resisteren , nochte oock d'Imboonders alsse [ ontrouw ] Wesen willen , in ontsach ende dwang te houden , Gelijck als op Bouro ende inde Manipes met schande ende",Uprising,40-208
59,schande,evokes,40-227,10276-10283,Uprising[205],None,None,['40-221[150]'],None,None,None,None,None,None,None,None,schande ende verlies van Volck,"['40-227', '40-228', '40-229', '40-230', '40-231']","ontrouw Wesen willen , in ontsach ende dwang te houden , Gelijck als op Bouro ende inde Manipes met [ schande ende verlies van Volck ] ende goedt gebleecken , is ; Derhaluen gemelte Gecommitteerde precise ordre gegeuen hebben , omme de",Uprising,40-231
60,ende,evokes,40-228,10284-10288,Uprising[205],None,None,['40-221[150]'],None,None,None,None,None,None,None,None,schande ende verlies van Volck,"['40-227', '40-228', '40-229', '40-230', '40-231']","ontrouw Wesen willen , in ontsach ende dwang te houden , Gelijck als op Bouro ende inde Manipes met [ schande ende verlies van Volck ] ende goedt gebleecken , is ; Derhaluen gemelte Gecommitteerde precise ordre gegeuen hebben , omme de",Uprising,40-231
61,verlies,evokes,40-229,10289-10296,Uprising[205],None,None,['40-221[150]'],None,None,None,None,None,None,None,None,schande ende verlies van Volck,"['40-227', '40-228', '40-229', '40-230', '40-231']","ontrouw Wesen willen , in ontsach ende dwang te houden , Gelijck als op Bouro ende inde Manipes met [ schande ende verlies van Volck ] ende goedt gebleecken , is ; Derhaluen gemelte Gecommitteerde precise ordre gegeuen hebben , omme de",Uprising,40-231
62,van,evokes,40-230,10297-10300,Uprising[205],None,None,['40-221[150]'],None,None,None,None,None,None,None,None,schande ende verlies van Volck,"['40-227', '40-228', '40-229', '40-230', '40-231']","ontrouw Wesen willen , in ontsach ende dwang te houden , Gelijck als op Bouro ende inde Manipes met [ schande ende verlies van Volck ] ende goedt gebleecken , is ; Derhaluen gemelte Gecommitteerde precise ordre gegeuen hebben , omme de",Uprising,40-231
63,Volck,evokes,40-231,10301-10306,Uprising[205],None,None,['40-221[150]'],None,None,None,None,None,None,None,None,schande ende verlies van Volck,"['40-227', '40-228', '40-229', '40-230', '40-231']","ontrouw Wesen willen , in ontsach ende dwang te houden , Gelijck als op Bouro ende inde Manipes met [ schande ende verlies van Volck ] ende goedt gebleecken , is ; Derhaluen gemelte Gecommitteerde precise ordre gegeuen hebben , omme de",Uprising,40-231
64,extremiteijt,evokes,42-5,10734-10746,War[206],['42-61[154]'],['42-61[154]'],None,None,['42-61[154]'],None,None,None,None,None,None,extremiteijt van wapenen,"['42-5', '42-6', '42-7']","alvooren daer toee speciale last ende ordre van ons becomen Is hebben Visitate ge . Ende dewijle men door [ extremiteijt van wapenen ] ( twelck doch niet dan groote lasten , onseeckere uijtcompsten , horrible bloetstorting , Herderff van menschen ende",War,42-7
65,van,evokes,42-6,10747-10750,War[206],['42-61[154]'],['42-61[154]'],None,None,['42-61[154]'],None,None,None,None,None,None,extremiteijt van wapenen,"['42-5', '42-6', '42-7']","alvooren daer toee speciale last ende ordre van ons becomen Is hebben Visitate ge . Ende dewijle men door [ extremiteijt van wapenen ] ( twelck doch niet dan groote lasten , onseeckere uijtcompsten , horrible bloetstorting , Herderff van menschen ende",War,42-7
