,mention,anchor_type,mention_token_id,mention_character_id,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,mention_in_context,eventclass_no_number,last_token_id
11,te,isOfType,12-201,1347-1349,Repairing[303],['12-194[118]'],None,None,None,None,None,None,None,None,None,None,seijl reedt te crijgen,"['12-199', '12-200', '12-201', '12-202']",Ed : aduisen met Bollandia Jongst van daer becomen niet wel doenlijck soude sijn een Schip tot gemelte Voijagie [ seijl reedt te crijgen ] ; daer beneffens dat Jegenwoordich geen andere RetourSchepen Schepen bijder handt hebben als Vianen ende t'wapen van,Repairing,12-202
12,crijgen,isOfType,12-202,1350-1357,Repairing[303],['12-194[118]'],None,None,None,None,None,None,None,None,None,None,seijl reedt te crijgen,"['12-199', '12-200', '12-201', '12-202']",Ed : aduisen met Bollandia Jongst van daer becomen niet wel doenlijck soude sijn een Schip tot gemelte Voijagie [ seijl reedt te crijgen ] ; daer beneffens dat Jegenwoordich geen andere RetourSchepen Schepen bijder handt hebben als Vianen ende t'wapen van,Repairing,12-202
13,seer,isOfType,12-244,1620-1624,QuantityChange[304],['12-247[120]'],None,['12-242[119]'],None,None,None,None,None,None,None,None,seer schaers,"['12-244', '12-245']","t'wapens suffirante tot t ' Voijagie nae tvaderblandt vaderblandt seer getwijffelt werdt . Item dat Jegenwoordich ouer Gants Jndia [ seer schaers ] van Varend ' volck voorsien , sijn . Ende sal men d'ordinarij handel plaetsen naer behooren waernemen , het",QuantityChange,12-245
14,schaers,isOfType,12-245,1625-1632,QuantityChange[304],['12-247[120]'],None,['12-242[119]'],None,None,None,None,None,None,None,None,seer schaers,"['12-244', '12-245']","t'wapens suffirante tot t ' Voijagie nae tvaderblandt vaderblandt seer getwijffelt werdt . Item dat Jegenwoordich ouer Gants Jndia [ seer schaers ] van Varend ' volck voorsien , sijn . Ende sal men d'ordinarij handel plaetsen naer behooren waernemen , het",QuantityChange,12-245
15,attenueren,isOfType,12-272,1780-1790,QuantityChange,['12-264[122]'],['12-256'],None,None,None,None,None,None,None,None,None,attenueren,['12-272'],". Ende sal men d'ordinarij handel plaetsen naer behooren waernemen , het sober getal vandien niet meer dient te [ attenueren ] ; Noch principal ende bouen al , dat men vreest v. Ed : ordre van ter bequamer tijt op onse",QuantityChange,12-272
16,om,isOfType,12-299,1919-1921,Voyage[305],None,None,None,None,None,None,None,None,None,None,None,om te loopen,"['12-299', '12-300', '12-301']","dat men vreest v. Ed : ordre van ter bequamer tijt op onse Landen comende , achter Engelandt , [ om te loopen ] , door de moetwil ende rebellije van't Scheepsvolck ( welck gemeenl op de thuijs-reijse de meester maeckt ,",Voyage,12-301
17,te,isOfType,12-300,1922-1924,Voyage[305],None,None,None,None,None,None,None,None,None,None,None,om te loopen,"['12-299', '12-300', '12-301']","dat men vreest v. Ed : ordre van ter bequamer tijt op onse Landen comende , achter Engelandt , [ om te loopen ] , door de moetwil ende rebellije van't Scheepsvolck ( welck gemeenl op de thuijs-reijse de meester maeckt ,",Voyage,12-301
18,loopen,isOfType,12-301,1925-1931,Voyage[305],None,None,None,None,None,None,None,None,None,None,None,om te loopen,"['12-299', '12-300', '12-301']","dat men vreest v. Ed : ordre van ter bequamer tijt op onse Landen comende , achter Engelandt , [ om te loopen ] , door de moetwil ende rebellije van't Scheepsvolck ( welck gemeenl op de thuijs-reijse de meester maeckt ,",Voyage,12-301
19,rebellije,evokes,12-307,1955-1964,Mutiny,None,['12-309'],None,None,None,None,None,None,None,None,None,rebellije,['12-307'],"ter bequamer tijt op onse Landen comende , achter Engelandt , om te loopen , door de moetwil ende [ rebellije ] van't Scheepsvolck ( welck gemeenl op de thuijs-reijse de meester maeckt , ende d'Ouericheijt Hetten voorschrijft niet behoorlijck achtervolcht ,",Mutiny,12-307
20,de,evokes,12-314,2003-2005,Voyage[306],None,None,None,None,None,None,None,None,['12-173[116]'],None,None,de thuijs-reijse,"['12-314', '12-315']",", achter Engelandt , om te loopen , door de moetwil ende rebellije van't Scheepsvolck ( welck gemeenl op [ de thuijs-reijse ] de meester maeckt , ende d'Ouericheijt Hetten voorschrijft niet behoorlijck achtervolcht , maer de cours recht door t'Canael nae",Voyage,12-315
21,thuijs-reijse,evokes,12-315,2006-2019,Voyage[306],None,None,None,None,None,None,None,None,['12-173[116]'],None,None,de thuijs-reijse,"['12-314', '12-315']",", achter Engelandt , om te loopen , door de moetwil ende rebellije van't Scheepsvolck ( welck gemeenl op [ de thuijs-reijse ] de meester maeckt , ende d'Ouericheijt Hetten voorschrijft niet behoorlijck achtervolcht , maer de cours recht door t'Canael nae",Voyage,12-315
22,achter,isOfType,12-347,2220-2226,Voyage[307],None,None,None,None,None,None,None,None,['12-335[123]'],None,None,achter om te loopen,"['12-347', '12-348', '12-349', '12-350']","maer de cours recht door t'Canael nae Nederlandt gestelt mocht werden , al schoon het tijts genouch eynam om [ achter om te loopen ] . In voegen , dat ons om voorverhaelde consideratien eenichsints beswaert woirden de syde dus laet met",Voyage,12-350
23,om,isOfType,12-348,2227-2229,Voyage[307],None,None,None,None,None,None,None,None,['12-335[123]'],None,None,achter om te loopen,"['12-347', '12-348', '12-349', '12-350']","maer de cours recht door t'Canael nae Nederlandt gestelt mocht werden , al schoon het tijts genouch eynam om [ achter om te loopen ] . In voegen , dat ons om voorverhaelde consideratien eenichsints beswaert woirden de syde dus laet met",Voyage,12-350
24,te,isOfType,12-349,2230-2232,Voyage[307],None,None,None,None,None,None,None,None,['12-335[123]'],None,None,achter om te loopen,"['12-347', '12-348', '12-349', '12-350']","maer de cours recht door t'Canael nae Nederlandt gestelt mocht werden , al schoon het tijts genouch eynam om [ achter om te loopen ] . In voegen , dat ons om voorverhaelde consideratien eenichsints beswaert woirden de syde dus laet met",Voyage,12-350
25,loopen,isOfType,12-350,2233-2239,Voyage[307],None,None,None,None,None,None,None,None,['12-335[123]'],None,None,achter om te loopen,"['12-347', '12-348', '12-349', '12-350']","maer de cours recht door t'Canael nae Nederlandt gestelt mocht werden , al schoon het tijts genouch eynam om [ achter om te loopen ] . In voegen , dat ons om voorverhaelde consideratien eenichsints beswaert woirden de syde dus laet met",Voyage,12-350
26,ouer,*,12-370,2353-2357,Transportation[308],['12-364[130]'],['12-356[128]'],None,None,None,None,None,['12-34[78]'],['12-335[125]'],None,['12-368[133]'],ouer teseijnden,"['12-370', '12-371']",". In voegen , dat ons om voorverhaelde consideratien eenichsints beswaert woirden de syde dus laet met een Schip [ ouer teseijnden ] . Doch aen d'ander sijde ouerwogen , soo noodich het sij V Ed : tegen haere Excessiue lasten ,",Transportation,12-371
27,teseijnden,*,12-371,2358-2368,Transportation[308],['12-364[130]'],['12-356[128]'],None,None,None,None,None,['12-34[78]'],['12-335[125]'],None,['12-368[133]'],ouer teseijnden,"['12-370', '12-371']",". In voegen , dat ons om voorverhaelde consideratien eenichsints beswaert woirden de syde dus laet met een Schip [ ouer teseijnden ] . Doch aen d'ander sijde ouerwogen , soo noodich het sij V Ed : tegen haere Excessiue lasten ,",Transportation,12-371
28,aff,isOfType,12-473,2923-2926,Transportation[309],None,None,None,None,None,None,['12-441[137]'],['12-34[79]'],['12-335[126]'],None,['12-435[136]'],aff te vaerdigen,"['12-473', '12-474', '12-475']",", perper 20 6 1 8 .. . lb . Salpeter : beneffens de noodige aduisen , ende bescheijden [ aff te vaerdigen ] . Almogende gelieue UEd : e dit ende de vooraffgebondene Schepen in salko te laten toecomen . 22",Transportation,12-475
29,te,isOfType,12-474,2927-2929,Transportation[309],None,None,None,None,None,None,['12-441[137]'],['12-34[79]'],['12-335[126]'],None,['12-435[136]'],aff te vaerdigen,"['12-473', '12-474', '12-475']",", perper 20 6 1 8 .. . lb . Salpeter : beneffens de noodige aduisen , ende bescheijden [ aff te vaerdigen ] . Almogende gelieue UEd : e dit ende de vooraffgebondene Schepen in salko te laten toecomen . 22",Transportation,12-475
30,vaerdigen,isOfType,12-475,2930-2939,Transportation[309],None,None,None,None,None,None,['12-441[137]'],['12-34[79]'],['12-335[126]'],None,['12-435[136]'],aff te vaerdigen,"['12-473', '12-474', '12-475']",", perper 20 6 1 8 .. . lb . Salpeter : beneffens de noodige aduisen , ende bescheijden [ aff te vaerdigen ] . Almogende gelieue UEd : e dit ende de vooraffgebondene Schepen in salko te laten toecomen . 22",Transportation,12-475
31,toecomen,isOfType,12-491,3023-3031,Arriving,None,['12-482[138]'],None,None,None,None,None,None,None,None,None,toecomen,['12-491'],bescheijden aff te vaerdigen . Almogende gelieue UEd : e dit ende de vooraffgebondene Schepen in salko te laten [ toecomen ] . 22 . Otp 20en . Nouembr . is hier van Patane wel aengecomen t ' Jacht de Griffoen (:,Arriving,12-491
32,aengecomen,isOfType,13-11,3083-3093,Arriving,None,['13-12[143]'],None,['13-2[139]'],None,None,['13-20[144]'],['13-9[140]'],['12-34[80]'],None,None,aengecomen,['13-11'],"Schepen in salko te laten toecomen . 22 . Otp 20en . Nouembr . is hier van Patane wel [ aengecomen ] t ' Jacht de Griffoen (: geladen met 670 . Baren Ppeper , welck vrij wat dier connot denen W",Arriving,13-11
33,verhandelt,isOfType,17-13,3288-3298,FinancialTransaction,"['13-20[145]', '17-7[146]']",None,None,None,None,None,None,None,None,None,None,verhandelt,['17-13'],"o 1 e de CCormandel Cormandel : te staen , ten aensien de cleeden seer goeden coop daer tegen [ verhandelt ] sijn soo dat voor dees tijt in dat quartier gants weijnichte doen is , ende niet noodich wesen sal ,",FinancialTransaction,17-13
34,seijnder,*,17-38.1,3434-3442,Transportation,['17-7[147]'],None,None,['17-34[148]'],None,None,None,None,['13-9[141]'],None,None,seijnder,['17-38.1'],"tijt in dat quartier gants weijnichte doen is , ende niet noodich wesen sal , t'naeste Jaer derrewaerts weder [ seijnder ] seijnder De Rijs was daer uijt der maten dier ; De toataneten vreesen alsnoch dat den Atchinder van Gueda te",Transportation,17-38.1
35,decieitiersn,isOfType,17-61,3558-3570,Attacking[310],['17-48[150]'],['17-54[151]'],['13-9[142]'],None,None,None,None,None,None,None,None,decieitiersn comen sal,"['17-61', '17-62', '17-63']","daer uijt der maten dier ; De toataneten vreesen alsnoch dat den Atchinder van Gueda te Lande te lande [ decieitiersn comen sal ] , daer ons bedunckt niet veel apparentie toe en is eeee Vande Westcust van Sumatra is hier den",Attacking,17-63
36,comen,isOfType,17-62,3571-3576,Attacking[310],['17-48[150]'],['17-54[151]'],['13-9[142]'],None,None,None,None,None,None,None,None,decieitiersn comen sal,"['17-61', '17-62', '17-63']","daer uijt der maten dier ; De toataneten vreesen alsnoch dat den Atchinder van Gueda te Lande te lande [ decieitiersn comen sal ] , daer ons bedunckt niet veel apparentie toe en is eeee Vande Westcust van Sumatra is hier den",Attacking,17-63
37,sal,isOfType,17-63,3577-3580,Attacking[310],['17-48[150]'],['17-54[151]'],['13-9[142]'],None,None,None,None,None,None,None,None,decieitiersn comen sal,"['17-61', '17-62', '17-63']","daer uijt der maten dier ; De toataneten vreesen alsnoch dat den Atchinder van Gueda te Lande te lande [ decieitiersn comen sal ] , daer ons bedunckt niet veel apparentie toe en is eeee Vande Westcust van Sumatra is hier den",Attacking,17-63
38,aengecomen,*,18-13,3698-3708,Arriving,None,['18-14[155]'],['12-34[81]'],['18-7[154]'],None,None,['18-19[156]'],['18-2[152]'],None,None,None,aengecomen,['18-13'],"veel apparentie toe en is eeee Vande Westcust van Sumatra is hier den 25.en d.o . mede e abel [ aengecomen ] de fluijt Amstervoen , met 900 . bharen ppever aldaer , tegen cleeden verhandelt , vrij wat proffitabelder dan opde",Arriving,18-13
39,verhandelt,isOfType,18-27,3779-3789,FinancialTransaction,"['18-26', '18-19[157]']",None,None,None,None,None,None,None,None,None,None,verhandelt,['18-27'],"d.o . mede e abel aengecomen de fluijt Amstervoen , met 900 . bharen ppever aldaer , tegen cleeden [ verhandelt ] , vrij wat proffitabelder dan opde custe van Patans , alsoo daer 8o O cento aduance geuen , ende in",FinancialTransaction,18-27
40,vtreck,isOfType,18-60,3938-3944,Leaving,None,['18-62[161]'],['18-56[160]'],None,None,None,None,None,['12-34[82]'],None,None,vtreck,['18-60'],"O cento aduance geuen , ende in Tatane niet meer als 30 . Ot FL W. Cust was opt [ vtreck ] van gemelte Jacht van daer , noch goede partije peper te becomen , ende dat tot redelijcken prus : Ooch",Leaving,18-60
41,becomen,isOfType,18-72,4002-4009,Getting,['18-68[162]'],None,['18-56[159]'],None,None,None,None,None,None,None,None,becomen,['18-72'],". Ot FL W. Cust was opt vtreck van gemelte Jacht van daer , noch goede partije peper te [ becomen ] , ende dat tot redelijcken prus : Ooch hebben geldt noch cleeden om derrewaerts ie mogen seijnden . e. e",Getting,18-72
42,seijnden,isOfType,18-89,4099-4107,Transportation,"['18-84', '18-82']",None,None,None,None,None,None,None,['18-2[153]'],None,None,seijnden,['18-89'],"peper te becomen , ende dat tot redelijcken prus : Ooch hebben geldt noch cleeden om derrewaerts ie mogen [ seijnden ] . e. e En D.o S.r Is sier van Masilipats.n ende Paliacaite wel aengecomen t ' Jacht D Battania met",Transportation,18-89
43,aengecomen,isOfType,20-10,4171-4181,Arriving,None,['20-11[168]'],['12-34[83]'],['20-1[163]'],None,None,['20-17[169]'],"['20-8[167]', '20-6[165]']",None,None,None,aengecomen,['20-10'],"cleeden om derrewaerts ie mogen seijnden . e. e En D.o S.r Is sier van Masilipats.n ende Paliacaite wel [ aengecomen ] t ' Jacht D Battania met 300 . Clauen ende 134 - packen cleeden , blesde sorteringe , alsoo den",Arriving,20-10
44,becomen,isOfType,20-62,4453-4460,Getting,['20-53[171]'],None,None,None,None,None,None,None,None,None,None,becomen,['20-62'],"hier met de Jachten Grootenbrouck Brouwershauen , ende Battr . eenich ander slach ofte meerder quantiteijt cleeden , te [ becomen ] , ende dit Jaer hebben oock niet anders te verwachten , Soo dat de Molucq , Amboina ende Banida gelijck",Getting,20-62
45,onvoorsien,isOfType,20-92,4605-4615,Getting,None,['20-84[174]'],"['20-87[176]', '20-76[173]']",['20-89[177]'],None,None,None,None,None,None,None,onvoorsien,['20-92'],", Soo dat de Molucq , Amboina ende Banida gelijck mede wij hier in Battra . noch een Jaer [ onvoorsien ] sullen moeten blijven . Ofs oock acpparent dat V. Ed : mede in twee Jaeren geen retour van daer becomen",Getting,20-92
46,becomen,*,20-112,4712-4719,Getting,['20-108[180]'],['20-101[178]'],['12-233'],['20-106[179]'],None,None,None,None,None,None,None,becomen,['20-112'],sullen moeten blijven . Ofs oock acpparent dat V. Ed : mede in twee Jaeren geen retour van daer [ becomen ] sullen ende dat vermidts V Ed : eijgen deffectueusheijt int derrewaerts beschicken van de Jaerlijcx geeijschte capitalen ... d'E Leeuwwinne,Getting,20-112
47,gegeven,isOfType,22-33,5239-5246,Giving,['22-25[181]'],['22-30'],None,None,None,None,None,None,None,None,None,gegeven,['22-33'],"in Maij a.o . 1628 . gereedt wesen ; Ouer de 32 . E Pagoden hadden d'onse op leueringe [ gegeven ] ee Om de Zuijdt waren de drije Naijcken vereinicht , waer door aipparent is den Standt in die Quartieren vrij",Giving,22-33
48,vereinicht,isOfType,23-9,5287-5297,Collaboration,['23-7[182]'],None,None,None,None,None,None,None,None,None,None,vereinicht,['23-9'],"Ouer de 32 . E Pagoden hadden d'onse op leueringe gegeven ee Om de Zuijdt waren de drije Naijcken [ vereinicht ] , waer door aipparent is den Standt in die Quartieren vrij wat beteren dat ende datmen metter tijt goede partije",Collaboration,23-9
49,beteren,isOfType,23-22,5361-5368,HavingInternalState+,['23-15[183]'],None,None,None,None,None,None,None,None,None,None,beteren,['23-22'],"de Zuijdt waren de drije Naijcken vereinicht , waer door aipparent is den Standt in die Quartieren vrij wat [ beteren ] dat ende datmen metter tijt goede partije sal peter sal connen becomen . eeeee Isen Calliacatte geeft het Goudt van",HavingInternalState+,23-22
50,becomen,*,23-34,5432-5439,Getting,['23-28[186]'],['23-25[185]'],None,None,None,None,None,None,None,None,None,becomen,['23-34'],den Standt in die Quartieren vrij wat beteren dat ende datmen metter tijt goede partije sal peter sal connen [ becomen ] . eeeee Isen Calliacatte geeft het Goudt van Guinea 10½ 8r . cento advance ende was t'Cattoen Cattoen daer soo,Getting,23-34
51,Qquardt,isOfType,24-36,5647-5654,ViolentContest[311],['24-32'],['24-32'],['24-28[187]'],None,['24-32'],None,None,None,None,None,None,Qquardt tractement,"['24-36', '24-37']","soo dier , als in lange Jaren niet geweest is Pr. Madilwals . continueerden de Mooren haere Monovolien ende [ Qquardt tractement ] t'ontwaerts ; Met niemant anders dan met drije deee pachters , mochten d'onse aldaer handelen ; Ende noch werdt",ViolentContest,24-37
52,tractement,isOfType,24-37,5655-5665,ViolentContest[311],['24-32'],['24-32'],['24-28[187]'],None,['24-32'],None,None,None,None,None,None,Qquardt tractement,"['24-36', '24-37']","soo dier , als in lange Jaren niet geweest is Pr. Madilwals . continueerden de Mooren haere Monovolien ende [ Qquardt tractement ] t'ontwaerts ; Met niemant anders dan met drije deee pachters , mochten d'onse aldaer handelen ; Ende noch werdt",ViolentContest,24-37
53,handelen,isOfType,24-52,5751-5759,FinancialTransaction,None,"['24-45[190]', '24-50']",['24-28[188]'],None,None,None,None,None,None,None,None,handelen,['24-52'],"haere Monovolien ende Qquardt tractement t'ontwaerts ; Met niemant anders dan met drije deee pachters , mochten d'onse aldaer [ handelen ] ; Ende noch werdt haer opgedicongen sulcken sorteringe als sij selfs willen : Waer tegen met soete middelen niet te",FinancialTransaction,24-52
54,opgedicongen,isOfType,24-58,5783-5795,ViolentContest,['24-57'],['24-57'],['24-28[189]'],None,['24-57'],None,None,None,None,None,None,opgedicongen,['24-58'],"; Met niemant anders dan met drije deee pachters , mochten d'onse aldaer handelen ; Ende noch werdt haer [ opgedicongen ] sulcken sorteringe als sij selfs willen : Waer tegen met soete middelen niet te doen is . Soo de liberteijt",ViolentContest,24-58
55,becomen,isOfType,28-7,6172-6179,Getting,['28-1'],None,['30-3'],None,None,None,None,None,None,None,None,becomen,['28-7'],"voor reen tijt e 1 „ 90 t ked ee . ve een Diamanten sijn daer noch wel te [ becomen ] , maer dier eeen tijt van masilupats . te lichten ende eenige Scheepen in de mlaenden Februarij ende Meert daer",Getting,28-7
56,voor,isOfType,30-17,6292-6296,Miscellaneous[312],['24-106[191]'],None,None,None,None,None,None,None,None,None,None,voor te houden,"['30-17', '30-18', '30-19']","maer dier eeen tijt van masilupats . te lichten ende eenige Scheepen in de mlaenden Februarij ende Meert daer [ voor te houden ] , om ons van t'iloorsche loorsche - Vaertuijch te verseeckeren , en de Grooten bij dien middel te",Miscellaneous,30-19
57,te,isOfType,30-18,6297-6299,Miscellaneous[312],['24-106[191]'],None,None,None,None,None,None,None,None,None,None,voor te houden,"['30-17', '30-18', '30-19']","maer dier eeen tijt van masilupats . te lichten ende eenige Scheepen in de mlaenden Februarij ende Meert daer [ voor te houden ] , om ons van t'iloorsche loorsche - Vaertuijch te verseeckeren , en de Grooten bij dien middel te",Miscellaneous,30-19
58,houden,isOfType,30-19,6300-6306,Miscellaneous[312],['24-106[191]'],None,None,None,None,None,None,None,None,None,None,voor te houden,"['30-17', '30-18', '30-19']","maer dier eeen tijt van masilupats . te lichten ende eenige Scheepen in de mlaenden Februarij ende Meert daer [ voor te houden ] , om ons van t'iloorsche loorsche - Vaertuijch te verseeckeren , en de Grooten bij dien middel te",Miscellaneous,30-19
59,verseeckeren,isOfType,30-28,6348-6360,Miscellaneous,['30-22[194]'],None,None,None,None,None,None,None,None,None,None,verseeckeren,['30-28'],"in de mlaenden Februarij ende Meert daer voor te houden , om ons van t'iloorsche loorsche - Vaertuijch te [ verseeckeren ] , en de Grooten bij dien middel te constringeren tot restauratie vande geleden Interesten ende schaden , mitsgaders Dat ons",Miscellaneous,30-28
60,constringeren,isOfType,30-37,6396-6409,TakingSomeoneUnderControl,['30-31[195]'],['30-22[192]'],None,None,None,None,None,None,None,None,None,constringeren,['30-37'],"houden , om ons van t'iloorsche loorsche - Vaertuijch te verseeckeren , en de Grooten bij dien middel te [ constringeren ] tot restauratie vande geleden Interesten ende schaden , mitsgaders Dat ons den vrijen ende onbecommerden handel in Masilicat nam gedoogen",TakingSomeoneUnderControl,30-37
61,schaden,isOfType,30-44,6456-6463,Damaging,['30-53[198]'],['30-31[197]'],['30-55[199]'],None,None,None,None,None,None,None,None,schaden,['30-44'],"- Vaertuijch te verseeckeren , en de Grooten bij dien middel te constringeren tot restauratie vande geleden Interesten ende [ schaden ] , mitsgaders Dat ons den vrijen ende onbecommerden handel in Masilicat nam gedoogen . Nae d'onse vande custe aduiseren ,",Damaging,30-44
62,ouerlast,isOfType,30-94,6743-6751,ViolentContest[313],"['30-87[201]', '30-91']","['30-87[201]', '30-91']",['30-55[200]'],None,"['30-87[201]', '30-91']",None,None,None,None,None,None,ouerlast doen,"['30-94', '30-95']","den handel in Malilipals , daer door niet lange sullen deruen : De Grootste Mooren die ons de meeste [ ouerlast doen ] , sijn de geene , twelcke de voorneemste capitalen nae Mocha , Atchin , Regu ende elders teiqueren ,",ViolentContest,30-95
63,doen,isOfType,30-95,6752-6756,ViolentContest[313],"['30-87[201]', '30-91']","['30-87[201]', '30-91']",['30-55[200]'],None,"['30-87[201]', '30-91']",None,None,None,None,None,None,ouerlast doen,"['30-94', '30-95']","den handel in Malilipals , daer door niet lange sullen deruen : De Grootste Mooren die ons de meeste [ ouerlast doen ] , sijn de geene , twelcke de voorneemste capitalen nae Mocha , Atchin , Regu ende elders teiqueren ,",ViolentContest,30-95
64,teiqueren,*,30-113,6846-6855,FinancialTransaction,None,['30-87[202]'],['30-106[203]'],None,None,None,None,None,None,None,None,teiqueren,['30-113'],"ouerlast doen , sijn de geene , twelcke de voorneemste capitalen nae Mocha , Atchin , Regu ende elders [ teiqueren ] , sij mogen den handel op dese Quartieren veel min dan Wij Marilwats . deruen . U Ed : aduijs",FinancialTransaction,30-113
65,veel,evokes,30-122,6898-6902,Decreasing[314],['30-117[204]'],None,['30-78'],None,None,None,None,None,None,None,None,veel min,"['30-122', '30-123']","voorneemste capitalen nae Mocha , Atchin , Regu ende elders teiqueren , sij mogen den handel op dese Quartieren [ veel min ] dan Wij Marilwats . deruen . U Ed : aduijs aengaende t'redres van dese saecke , sullen daerop gaerne",Decreasing,30-123
66,min,evokes,30-123,6903-6906,Decreasing[314],['30-117[204]'],None,['30-78'],None,None,None,None,None,None,None,None,veel min,"['30-122', '30-123']","voorneemste capitalen nae Mocha , Atchin , Regu ende elders teiqueren , sij mogen den handel op dese Quartieren [ veel min ] dan Wij Marilwats . deruen . U Ed : aduijs aengaende t'redres van dese saecke , sullen daerop gaerne",Decreasing,30-123
