,mention,anchor_type,mention_token_id,mention_character_id,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,mention_in_context,eventclass_no_number,last_token_id
19,goeden,evokes,17-9,3265-3271,HavingInternalState[237],['17-6[112]'],None,None,None,None,None,None,None,None,None,None,goeden coop,"['17-9', '17-10']","W : Curt Sumatsa . o 1 e de CCormandel : te staen , ten aensien de cleeden seer [ goeden coop ] daer tegen verhandelt sijn soo dat voor dees tijt in dat quartier gants weijnichte doen is , ende niet",HavingInternalState,17-10
20,coop,evokes,17-10,3272-3276,HavingInternalState[237],['17-6[112]'],None,None,None,None,None,None,None,None,None,None,goeden coop,"['17-9', '17-10']","W : Curt Sumatsa . o 1 e de CCormandel : te staen , ten aensien de cleeden seer [ goeden coop ] daer tegen verhandelt sijn soo dat voor dees tijt in dat quartier gants weijnichte doen is , ende niet",HavingInternalState,17-10
21,verhandelt,isOfType,17-13,3288-3298,FinancialTransaction,['17-6[111]'],None,None,None,None,None,None,None,None,None,None,verhandelt,['17-13'],". o 1 e de CCormandel : te staen , ten aensien de cleeden seer goeden coop daer tegen [ verhandelt ] sijn soo dat voor dees tijt in dat quartier gants weijnichte doen is , ende niet noodich wesen sal ,",FinancialTransaction,17-13
22,teseijnder,isOfType,17-38,3432-3442,TransLocation,None,None,None,['17-34[113]'],None,None,None,None,['13-9[105]'],None,None,teseijnder,['17-38'],"tijt in dat quartier gants weijnichte doen is , ende niet noodich wesen sal , t'naeste Jaer derrewaerts weder [ teseijnder ] De Rijs was daer uijt der maten dier ; De toataneten vreesen alsnoch dat den Atchinder van Gueda te Lande",TransLocation,17-38
23,dier,evokes,17-46,3475-3479,HavingInternalState+,['17-39[114]'],None,None,None,None,None,None,None,None,None,None,dier,['17-46'],", ende niet noodich wesen sal , t'naeste Jaer derrewaerts weder teseijnder De Rijs was daer uijt der maten [ dier ] ; De toataneten vreesen alsnoch dat den Atchinder van Gueda te Lande te lande decieitiersn comen sal , daer ons",HavingInternalState+,17-46
24,comen,isOfType,17-62,3571-3576,Invasion,['17-48[116]'],['17-53[118]'],None,None,None,None,None,None,None,None,None,comen,['17-62'],"uijt der maten dier ; De toataneten vreesen alsnoch dat den Atchinder van Gueda te Lande te lande decieitiersn [ comen ] sal , daer ons bedunckt niet veel apparentie toe en is eeee Vande Westcust van Sumatra is hier den 25.en",Invasion,17-62
25,aengecomen,isOfType,18-13,3698-3708,Arriving,None,None,None,['18-8[122]'],None,None,['18-19[126]'],['18-2[119]'],None,None,['18-14[123]'],aengecomen,['18-13'],"niet veel apparentie toe en is eeee Vande Westcust van Sumatra is hier den 25.en d.o . mede abel [ aengecomen ] de fluijt Amstervoen , met 900 . bharen ppever aldaer , tegen cleeden verhandelt , vrij wat proffitabelder dan opde",Arriving,18-13
26,verhandelt,isOfType,18-27,3779-3789,Buying[238]|Selling[239],"['18-19[128]', '18-2[120]|18-26']",None,"['18-2[120]|18-26', '18-2[121]']",None,None,None,None,None,None,None,None,verhandelt,['18-27'],"25.en d.o . mede abel aengecomen de fluijt Amstervoen , met 900 . bharen ppever aldaer , tegen cleeden [ verhandelt ] , vrij wat proffitabelder dan opde custe van Patans , alsoo daer 8o O cento aduance geuen , ende in",Buying,18-27
27,vtreck,isOfType,18-60,3938-3944,Leaving,None,None,['18-55[129]'],None,None,None,None,None,None,None,['18-14[125]'],vtreck,['18-60'],"O cento aduance geuen , ende in Tatane niet meer als 30 . Ot FL W. Cust was opt [ vtreck ] van gemelte Jacht van daer , noch goede partije peper te becomen , ende dat tot redelijcken prus : Ooch",Leaving,18-60
28,becomen,isOfType,18-72,4002-4009,Getting,['18-68[130]'],None,None,None,None,None,None,None,None,None,None,becomen,['18-72'],". Ot FL W. Cust was opt vtreck van gemelte Jacht van daer , noch goede partije peper te [ becomen ] , ende dat tot redelijcken prus : Ooch hebben geldt noch cleeden om derrewaerts ie mogen seijnden . e. e",Getting,18-72
29,hebben,isOfType,18-81,4049-4055,HavingInPossession,"['18-82[131]', '18-84[133]']",None,None,None,None,None,None,None,None,None,None,hebben,['18-81'],"gemelte Jacht van daer , noch goede partije peper te becomen , ende dat tot redelijcken prus : Ooch [ hebben ] geldt noch cleeden om derrewaerts ie mogen seijnden . e. e En D.o S.r Is sier van Masilipats.n ende Paliacaite",HavingInPossession,18-81
30,seijnden,isOfType,18-89,4099-4107,Transportation,"['18-84[134]', '18-82[132]']",None,None,None,None,None,None,None,None,None,None,seijnden,['18-89'],"peper te becomen , ende dat tot redelijcken prus : Ooch hebben geldt noch cleeden om derrewaerts ie mogen [ seijnden ] . e. e En D.o S.r Is sier van Masilipats.n ende Paliacaite wel aengecomen t ' Jacht D Battania met",Transportation,18-89
31,aengecomen,isOfType,20-10,4171-4181,Arriving,None,None,None,['20-1[135]'],None,None,"['20-17[137]', '20-21[138]']","['20-6', '20-8']",None,None,['20-11[136]'],aengecomen,['20-10'],"cleeden om derrewaerts ie mogen seijnden . e. e En D.o S.r Is sier van Masilipats.n ende Paliacaite wel [ aengecomen ] t ' Jacht D Battania met 300 . Clauen ende 134 - packen cleeden , blesde sorteringe , alsoo den",Arriving,20-10
32,becomen,isOfType,20-62,4453-4460,Getting,['20-57[139]'],None,None,None,None,None,None,None,None,None,None,becomen,['20-62'],"hier met de Jachten Grootenbrouck Brouwershauen , ende Battr . eenich ander slach ofte meerder quantiteijt cleeden , te [ becomen ] , ende dit Jaer hebben oock niet anders te verwachten , Soo dat de Molucq , Amboina ende Banida gelijck",Getting,20-62
33,deffectueusheijt,evokes,20-121,4759-4775,HavingInternalState,None,None,None,None,None,None,None,None,None,None,None,deffectueusheijt,['20-121'],Ed : mede in twee Jaeren geen retour van daer becomen sullen ende dat vermidts V Ed : eijgen [ deffectueusheijt ] int derrewaerts beschicken van de Jaerlijcx geeijschte capitalen ... d'E Leeuwwinne ende Kemphaen waren op 2en Novemb . pasro doen,HavingInternalState,20-121
34,vertrock,isOfType,21-16,4936-4944,Leaving,None,None,['16-1[108]'],['21-7[144]'],None,None,None,None,None,None,['21-12[146]'],vertrock,['21-16'],"Jaerlijcx geeijschte capitalen ... d'E Leeuwwinne ende Kemphaen waren op 2en Novemb . pasro doen d'Engelsche Abigael van daer [ vertrock ] , aldaer noch niet verlcheinen , Ende is apparent dat geduerende t'noorder Mouson , daer oock niet sullen connen comen",Leaving,21-16
35,verlcheinen,isOfType,21-21,4964-4975,Arriving,None,None,['16-1[110]'],['21-7[145]'],None,None,None,None,None,None,"['21-4[142]', '21-1[140]']",verlcheinen,['21-21'],"Leeuwwinne ende Kemphaen waren op 2en Novemb . pasro doen d'Engelsche Abigael van daer vertrock , aldaer noch niet [ verlcheinen ] , Ende is apparent dat geduerende t'noorder Mouson , daer oock niet sullen connen comen — . De Paliacatsche sorteringe",Arriving,21-21
36,comen,isOfType,21-36,5058-5063,Arriving,None,None,['16-1[109]'],['21-27[147]'],None,None,None,None,None,None,"['21-4[143]', '21-1[141]']",comen,['21-36'],", aldaer noch niet verlcheinen , Ende is apparent dat geduerende t'noorder Mouson , daer oock niet sullen connen [ comen ] — . De Paliacatsche sorteringe welck al geschilderde doecken sijn ; sal niet eerder dan in Maij a.o . 1628",Arriving,21-36
37,vereinicht,isOfType,23-9,5287-5297,Collaboration,['23-6[149]'],['23-6[149]'],['23-2[148]'],None,['23-6[149]'],None,None,None,None,None,None,vereinicht,['23-9'],"Ouer de 32 . E Pagoden hadden d'onse op leueringe gegeven ee Om de Zuijdt waren de drije Naijcken [ vereinicht ] , waer door aipparent is den Standt in die Quartieren vrij wat beteren dat ende datmen metter tijt goede partije",Collaboration,23-9
38,vrij,isOfType,23-20,5352-5356,HavingInternalState+[240],['23-15[150]'],None,None,None,None,None,None,None,None,None,None,vrij wat beteren,"['23-20', '23-21', '23-22']","ee Om de Zuijdt waren de drije Naijcken vereinicht , waer door aipparent is den Standt in die Quartieren [ vrij wat beteren ] dat ende datmen metter tijt goede partije sal peter sal connen becomen . eeeee Isen Calliacatte geeft het",HavingInternalState+,23-22
39,wat,isOfType,23-21,5357-5360,HavingInternalState+[240],['23-15[150]'],None,None,None,None,None,None,None,None,None,None,vrij wat beteren,"['23-20', '23-21', '23-22']","ee Om de Zuijdt waren de drije Naijcken vereinicht , waer door aipparent is den Standt in die Quartieren [ vrij wat beteren ] dat ende datmen metter tijt goede partije sal peter sal connen becomen . eeeee Isen Calliacatte geeft het",HavingInternalState+,23-22
40,beteren,isOfType,23-22,5361-5368,HavingInternalState+[240],['23-15[150]'],None,None,None,None,None,None,None,None,None,None,vrij wat beteren,"['23-20', '23-21', '23-22']","ee Om de Zuijdt waren de drije Naijcken vereinicht , waer door aipparent is den Standt in die Quartieren [ vrij wat beteren ] dat ende datmen metter tijt goede partije sal peter sal connen becomen . eeeee Isen Calliacatte geeft het",HavingInternalState+,23-22
41,becomen,isOfType,23-34,5432-5439,Getting,['23-28[151]'],None,None,None,None,None,None,None,None,None,None,becomen,['23-34'],den Standt in die Quartieren vrij wat beteren dat ende datmen metter tijt goede partije sal peter sal connen [ becomen ] . eeeee Isen Calliacatte geeft het Goudt van Guinea 10½ 8r . cento advance ende was t'Cattoen daer soo dier,Getting,23-34
42,dier,evokes,24-18,5543-5547,HavingInternalState+,['24-15'],None,['24-2'],None,None,None,None,None,None,None,None,dier,['24-18'],". eeeee Isen Calliacatte geeft het Goudt van Guinea 10½ 8r . cento advance ende was t'Cattoen daer soo [ dier ] , als in lange Jaren niet geweest is Pr. Madilwals . continueerden de Mooren haere Monovolien ende Qquardt tractement t'ontwaerts",HavingInternalState+,24-18
43,handelen,isOfType,24-52,5751-5759,FinancialTransaction,None,"['24-50', '24-45[152]']",None,None,None,None,None,None,None,None,None,handelen,['24-52'],"haere Monovolien ende Qquardt tractement t'ontwaerts ; Met niemant anders dan met drije deee pachters , mochten d'onse aldaer [ handelen ] ; Ende noch werdt haer opgedicongen sulcken sorteringe als sij selfs willen : Waer tegen met soete middelen niet te",FinancialTransaction,24-52
44,becomen,isOfType,28-7,6172-6179,Getting,['28-1[153]'],None,None,None,None,None,None,None,None,None,None,becomen,['28-7'],"voor reen tijt e 1 „ 90 t ked ee . ve een Diamanten sijn daer noch wel te [ becomen ] , maer dier eeen tijt van masilupats . te lichten ende eenige Scheepen in de mlaenden Februarij ende Meert daer",Getting,28-7
45,dier,isOfType,28-10,6187-6191,HavingInternalState+,['28-1[154]'],None,None,None,None,None,None,None,None,None,None,dier,['28-10'],"e 1 „ 90 t ked ee . ve een Diamanten sijn daer noch wel te becomen , maer [ dier ] eeen tijt van masilupats . te lichten ende eenige Scheepen in de mlaenden Februarij ende Meert daer voor te houden",HavingInternalState+,28-10
46,betalen,isOfType,32-44,7251-7258,FinancialTransaction,['32-41[155]'],None,None,None,None,None,None,None,None,None,None,betalen,['32-44'],"Negotie saten , belast sijnde met 200 O gl . a deposito gelicht , waer voor grooten Interest moeten [ betalen ] Ede specerijen Nagelen , Nooten ende foelije waren meer dan 50 . Rcento in prijs gedaelt , conden geene vercoopen",FinancialTransaction,32-44
47,gedaelt,isOfType,33-16,7340-7347,Decreasing,['33-15'],None,None,None,None,None,None,None,None,None,None,gedaelt,['33-16'],"grooten Interest moeten betalen Ede specerijen Nagelen , Nooten ende foelije waren meer dan 50 . Rcento in prijs [ gedaelt ] , conden geene vercoopen , dan tot leegen Phris Ambeine Banda Js Almigon eicht bij paliacatte drijuen d'Engelschen haren handel",Decreasing,33-16
48,vercoopen,isOfType,33-20,7363-7372,Selling,"['33-5[161]', '33-3[159]', '33-7[163]', '33-2[157]']",None,None,None,None,None,None,None,None,None,None,vercoopen,['33-20'],"Ede specerijen Nagelen , Nooten ende foelije waren meer dan 50 . Rcento in prijs gedaelt , conden geene [ vercoopen ] , dan tot leegen Phris Ambeine Banda Js Almigon eicht bij paliacatte drijuen d'Engelschen haren handel , welcke plaetse haer",Selling,33-20
49,leegen,evokes,33-24,7383-7389,HavingInternalState,['33-25'],None,None,None,None,None,None,None,None,None,None,leegen,['33-24'],"Nooten ende foelije waren meer dan 50 . Rcento in prijs gedaelt , conden geene vercoopen , dan tot [ leegen ] Phris Ambeine Banda Js Almigon eicht bij paliacatte drijuen d'Engelschen haren handel , welcke plaetse haer soo : dienstich is",HavingInternalState,33-24
50,geboorden,isOfType,36-19,7809-7818,Transportation,['36-26[170]'],None,None,None,None,None,None,['36-10[165]'],['36-17[167]'],None,['36-21[168]'],geboorden,['36-19'],"sullen Met onse Jongste is uEd : geaduiseert hoe van hier door de Strate van Mallacca nae Masilipats . [ geboorden ] hadden t ' Jacht Wedenblycq met een Capitael van l 120885 „ 15 „ Waer mede oock ouergegaen is ,",Transportation,36-19
51,ouergegaen,*,36-37,7899-7909,TransLocation,['36-40[171]'],None,None,None,None,None,None,['36-10[164]'],['36-17[166]'],None,['36-21[169]'],ouergegaen,['36-37'],". geboorden hadden t ' Jacht Wedenblycq met een Capitael van l 120885 „ 15 „ Waer mede oock [ ouergegaen ] is , Mousabeeck , Ambassadeur des Conincks van Pertia . Onise cruijssende Jachten hebben t'selue den 35e Octob . pasto",TransLocation,36-37
52,reijs,evokes,36-76,8138-8143,Voyage,None,None,None,None,None,None,None,None,None,None,None,reijs,['36-76'],"pasto . omtrent ppoulo - Vercelaer bij Noorden Mallacca gerescontreert . Waer ouer aipvarent is , dat een spoedige [ reijs ] doen sal , twelck Godt gene dr 21e . Septembris pasen . was t'Jacht Grombershanen van Masilivas . naer Arraccan",Voyage,36-76
53,vertrocken,isOfType,37-14,8256-8266,Leaving,None,None,['37-10'],['37-1[172]'],None,None,['37-19[176]'],None,['37-13[174]'],None,['37-7[173]'],vertrocken,['37-14'],"sal , twelck Godt gene dr 21e . Septembris pasen . was t'Jacht Grombershanen van Masilivas . naer Arraccan [ vertrocken ] met een Cargasoen van ƒ 3900 . om tselue aen blauen , otterijs te besteden , met ordre dat tegen",Leaving,37-14
54,Keere,isOfType,37-42,8404-8409,Leaving,None,None,['37-13[175]'],['37-34[177]'],None,None,None,None,['37-40'],None,None,Keere,['37-42'],"tselue aen blauen , otterijs te besteden , met ordre dat tegen hal ff December weder voor Masilipats . [ Keere ] . uo 16en . Decemb . passaco hebben van hier naer Amboina , ende Gaudamet de Noodige comptanten coopmanschappen ende",Leaving,37-42
55,gesonden,isOfType,38-20,8537-8545,Transportation,['38-14[179]'],None,None,['38-1[178]'],None,None,None,None,"['38-10', '38-13']",None,"['38-25[182]', '38-23[180]']",gesonden,['38-20'],"16en . Decemb . passaco hebben van hier naer Amboina , ende Gaudamet de Noodige comptanten coopmanschappen ende prouisien [ gesonden ] de Schepen Suijdthollandt ende den Arent , met ordre dat in compen . Amboina sullen aendoen , ende dat het",Transportation,38-20
56,aendoen,isOfType,38-36,8630-8637,Arriving,None,None,['38-34[185]'],None,None,None,None,None,None,None,"['38-23[181]', '38-25[183]']",aendoen,['38-36'],"coopmanschappen ende prouisien gesonden de Schepen Suijdthollandt ende den Arent , met ordre dat in compen . Amboina sullen [ aendoen ] , ende dat het Shp Hollandt van daer voorts naer Banda sal loopen , soo haest in Amboina gemust _",Arriving,38-36
57,loopen,isOfType,38-49,8697-8703,Voyage,None,None,None,None,None,None,None,['38-34[184]'],['38-47'],None,['38-41[186]'],loopen,['38-49'],"dat in compen . Amboina sullen aendoen , ende dat het Shp Hollandt van daer voorts naer Banda sal [ loopen ] , soo haest in Amboina gemust _ . can worden Met gemelte Schepen hebben wij naer Amboina ende Banda affgevaerdicht",Voyage,38-49
58,affgevaerdicht,isOfType,39-10,8804-8818,TransLocation,"['40-2[189]', '39-16[187]']",None,None,None,None,None,None,None,"['39-9', '39-7']",None,None,affgevaerdicht,['39-10'],", soo haest in Amboina gemust _ . can worden Met gemelte Schepen hebben wij naer Amboina ende Banda [ affgevaerdicht ] als onse expresse Gecommitteerde den Oppercoopman Gregorius Cornelij ermmate Etr ende Capn . Marten Jansz Vogel , omme in d‛een",TransLocation,39-10
59,Oppercoopman,evokes,39-16,8856-8868,BeingEmployed,['39-17[188]'],None,None,None,None,None,None,None,None,None,None,Oppercoopman,['39-16'],"_ . can worden Met gemelte Schepen hebben wij naer Amboina ende Banda affgevaerdicht als onse expresse Gecommitteerde den [ Oppercoopman ] Gregorius Cornelij ermmate Etr ende Capn . Marten Jansz Vogel , omme in d‛een ende d'ander plaets te bevoirderen sulcx",BeingEmployed,39-16
60,Capn,evokes,40-2,8905-8909,BeingEmployed,['40-4[190]'],None,None,None,None,None,None,None,None,None,None,Capn,['40-2'],"Schepen hebben wij naer Amboina ende Banda affgevaerdicht als onse expresse Gecommitteerde den Oppercoopman Gregorius Cornelij ermmate Etr ende [ Capn ] . Marten Jansz Vogel , omme in d‛een ende d'ander plaets te bevoirderen sulcx als den meesten dienst ende woelstandt",BeingEmployed,40-2
61,Commissaris,evokes,40-42,9166-9177,BeingEmployed,['40-43[192]'],None,None,None,None,None,None,None,None,None,None,Commissaris,['40-42'],"Compen . aldaer vereijscht , Insonderheijt inde Quartieren van Amboina , alwaer wbij bevinden volgens t'schriftelijck schriftelijck verbael vanden [ Commissaris ] Gillis Seijs , In April pase . aende cant van 616 . blancke coppen in dienst ende gagie vande Compnie",BeingEmployed,40-42
62,in,isOfType,40-57,9245-9247,BeingEmployed[241],['40-53[194]'],['40-62'],['40-30[191]'],['40-47[193]'],None,None,None,None,None,None,None,in dienst,"['40-57', '40-58']","t'schriftelijck schriftelijck verbael vanden Commissaris Gillis Seijs , In April pase . aende cant van 616 . blancke coppen [ in dienst ] ende gagie vande Compnie . gehouden wierden , beneffens 208 . slanen sijnde voorwaer een groot getal , daer",BeingEmployed,40-58
63,dienst,isOfType,40-58,9248-9254,BeingEmployed[241],['40-53[194]'],['40-62'],['40-30[191]'],['40-47[193]'],None,None,None,None,None,None,None,in dienst,"['40-57', '40-58']","t'schriftelijck schriftelijck verbael vanden Commissaris Gillis Seijs , In April pase . aende cant van 616 . blancke coppen [ in dienst ] ende gagie vande Compnie . gehouden wierden , beneffens 208 . slanen sijnde voorwaer een groot getal , daer",BeingEmployed,40-58
64,verachteringe,isOfType,40-98,9483-9496,Decreasing,['40-100[195]'],None,None,None,None,None,None,None,None,None,None,verachteringe,['40-98'],"de Compene . in Amboina buijten Proportie , met ouer groote lasten , ende euenwel niet merckelijcken affganck ende [ verachteringe ] in haere Negotie en Nagel retour beswaert sit , hebbende in voortijden , doen sij miet ongebiender macht te weeten",Decreasing,40-98
65,vorderlijcker,isOfType,40-133,9693-9706,HavingInternalState+,['40-134'],None,None,None,None,None,None,None,None,None,None,vorderlijcker,['40-133'],"miet ongebiender macht te weeten van 150 . Coppen ten hoochsten , aldaer geseten wais ongelijck meerder ontsach , [ vorderlijcker ] handel ende treffelycker nagel retour van daer becomen ; Van welcke 616 . coppen , 162 . Tsoonen , ende",HavingInternalState+,40-133
66,treffelycker,isOfType,40-136,9719-9731,HavingInternalState+,['40-137[197]'],None,None,None,None,None,None,None,None,None,None,treffelycker,['40-136'],"te weeten van 150 . Coppen ten hoochsten , aldaer geseten wais ongelijck meerder ontsach , vorderlijcker handel ende [ treffelycker ] nagel retour van daer becomen ; Van welcke 616 . coppen , 162 . Tsoonen , ende dat apparent vande",HavingInternalState+,40-136
