,token,anchor_type,token_id,character_ids,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,eventclass_no_number,last_token_id
92,ordinair,0,2-16,564-572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
93,van,0,2-17,573-576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
94,Jndie,0,2-18,577-582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
95,nevens,0,2-19,583-589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
96,den,0,2-20,590-593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
97,tweeden,0,2-21,594-601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
98,Secretaris,0,2-22,602-612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
99,Hunner,0,2-23,613-619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
100,Hoog,0,2-24,620-624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
101,Edelheden,0,2-25,625-634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
102,",",0,2-26,634-635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
103,D,0,2-27,636-637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
104,',0,2-28,637-638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
105,E,0,2-29,639-640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
106,Adriaan,0,2-30,641-648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
107,de,0,2-31,649-651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
108,Bock,0,2-32,652-656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
109,van,0,2-33,657-660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
110,zijn,0,2-34,661-665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
111,Ed,0,2-35,666-668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
112,=,0,2-36,668-669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
113,e,0,2-37,669-670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
114,buiten,0,2-38,671-677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
115,wooning,0,2-39,678-685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
116,afgehaald,evokes,2-40,686-695,Translocation,"['2-10[94]', '2-20[95]', '1-76[92]', '2-3[93]']",None,None,['1-67[64]'],None,None,None,['2-34[96]'],None,None,None,afgehaald,['2-40'],Translocation,2-40
117,",",0,2-41,695-696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
118,en,0,2-42,697-699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
119,binnen,0,2-43,700-706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
120,de,0,2-44,707-709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
121,vergaderzaal,0,2-45,710-722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
122,begeleid,evokes,2-46,723-731,Translocation,['1-76[91]'],None,None,['1-67[65]'],None,None,None,None,['2-44[97]'],None,None,begeleid,['2-46'],Translocation,2-46
123,zijnde,0,2-47,732-738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
124,",",0,2-48,738-739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
125,wierden,0,2-49,740-747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
126,aan,0,2-50,748-751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
127,zijn,0,2-51,752-756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
128,Ed,0,2-52,757-759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
129,:,0,2-53,759-760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
130,door,0,2-54,761-765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
131,den,0,2-55,766-769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
132,Edelen,0,2-56,770-776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
133,Heer,0,2-57,777-781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
134,Directeur,0,2-58,782-791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
135,Generaal,0,2-59,792-800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
136,",",0,2-60,800-801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
137,mits,0,2-61,802-806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
138,indispositie,isOfType,2-62,807-819,HavingAMedicalCondition,['2-64[99]'],None,None,['1-67[83]'],None,None,None,None,None,None,None,indispositie,['2-62'],HavingAMedicalCondition,2-62
139,van,0,2-63,820-823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
140,zijn,0,2-64,824-828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
141,Edelheijd,0,2-65,829-838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
142,den,0,2-66,839-842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
143,Heere,0,2-67,843-848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
144,Gouverneur,0,2-68,849-859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
145,Generaal,0,2-69,860-868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
146,inhandigt,isOfType,2-70,869-878,Giving,['2-71[100]'],['2-55[98]'],None,['1-67[84]'],None,['2-84[102]'],None,None,None,None,None,inhandigt,['2-70'],Giving,2-70
147,de,0,2-71,879-881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
148,brieven,0,2-72,882-889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
149,en,0,2-73,890-892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
150,Papieren,0,2-74,893-901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
151,tot,0,2-75,902-905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
152,het,0,2-76,906-909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
153,in't,0,2-77,910-914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
154,voeren,0,2-78,915-921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
155,deezer,0,2-79,922-928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
156,Commissie,0,2-80,929-938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
157,gehoorende,0,2-81,939-949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
158,",",0,2-82,949-950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
159,dewelke,0,2-83,951-958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
160,zijn,0,2-84,959-963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
161,Ed,0,2-85,964-966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
162,:,0,2-86,966-967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
163,s,0,2-87,967-968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
164,overgenomen,evokes,2-88,969-980,Getting,['2-71[101]'],['2-84[103]'],None,['1-67[66]'],None,None,None,None,None,None,None,overgenomen,['2-88'],Getting,2-88
165,hebbende,0,2-89,981-989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
166,",",0,2-90,989-990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
167,begaven,isOfType,2-91,991-998,Translocation,['2-92[104]'],None,None,['1-67[67]'],None,None,None,None,['2-98[105]'],None,None,begaven,['2-91'],Translocation,2-91
168,Hunne,0,2-92,999-1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
169,Hoog,0,2-93,1005-1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
170,Edelheeden,0,2-94,1010-1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
171,zig,0,2-95,1021-1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
172,vervolgens,0,2-96,1025-1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
173,Collegiabiter,0,2-97,1036-1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
174,buiten,0,2-98,1050-1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
175,de,0,2-99,1057-1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
176,vergaderzaal,0,2-100,1060-1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
177,",",0,2-101,1072-1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
178,en,0,2-102,1074-1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
179,geleiden,evokes,2-103,1077-1085,Translocation,['2-104[106]'],None,None,['1-67[69]'],None,None,None,None,['2-110[107]'],None,None,geleiden,['2-103'],Translocation,2-103
180,zijn,0,2-104,1086-1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
181,Ed,0,2-105,1091-1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
182,:,0,2-106,1093-1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
183,en,0,2-107,1095-1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
184,Corps,0,2-108,1098-1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
185,tot,0,2-109,1104-1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
186,buiten,0,2-110,1108-1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
187,de,0,2-111,1115-1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
188,waterpoort,0,2-112,1118-1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
189,",",0,2-113,1128-1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
190,alwaar,0,2-114,1130-1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
191,afscheid,evokes,2-115,1137-1145,Leaving[296],None,None,None,['1-67[68]'],None,None,None,None,None,None,None,afscheid namen,"['2-115', '2-116']",Leaving,2-116
192,namen,evokes,2-116,1146-1151,Leaving[296],None,None,None,['1-67[68]'],None,None,None,None,None,None,None,afscheid namen,"['2-115', '2-116']",Leaving,2-116
193,",",0,2-117,1151-1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
194,wordende,0,2-118,1153-1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
195,den,0,2-119,1162-1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
196,Heer,0,2-120,1166-1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
197,Commissaris,0,2-121,1171-1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
198,van,0,2-122,1183-1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
199,daar,0,2-123,1187-1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
200,door,0,2-124,1192-1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
201,voornoemde,0,2-125,1197-1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
202,Edelen,0,2-126,1208-1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
203,Heeren,0,2-127,1215-1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
204,van,0,2-128,1222-1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
205,Htokkum,0,2-129,1226-1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
206,en,0,2-130,1234-1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
207,Poock,0,2-131,1237-1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
208,verzelt,evokes,2-132,1243-1250,Translocation,['3-3[112]'],None,None,['1-67[71]'],None,None,None,['2-123[109]'],None,None,None,verzelt,['2-132'],Translocation,2-132
209,van,0,2-133,1251-1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
210,den,0,2-134,1255-1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
211,tweeden,0,2-135,1259-1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
212,secretaris,0,2-136,1267-1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
213,van,0,2-137,1278-1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
214,de,0,2-138,1282-1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
215,Hooge,0,3-1,1285-1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
216,Regeeringe,0,3-2,1291-1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
217,D'E,0,3-3,1302-1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
218,De,0,3-4,1306-1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
219,Boek,0,3-5,1309-1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
220,verder,0,3-6,1314-1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
221,geconduiseert,evokes,3-7,1321-1334,Translocation,"['2-126[111]', '2-120[108]']",None,None,['1-67[70]'],None,None,None,['2-123[110]'],['3-9[113]'],None,None,geconduiseert,['3-7'],Translocation,3-7
222,naar,0,3-8,1335-1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
223,boord,0,3-9,1340-1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
224,van,0,3-10,1346-1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
225,het,0,3-11,1350-1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
226,schip,0,3-12,1354-1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
227,Concordia,0,3-13,1360-1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
228,.,0,3-14,1369-1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
229,Bij,0,4-1,1371-1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
230,arrivement,isOfType,4-2,1375-1385,Arriving,None,None,['4-3'],['1-67[85]'],None,None,None,None,None,None,None,arrivement,['4-2'],Arriving,4-2
231,aanboord,0,4-3,1386-1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
232,wierd,0,4-4,1395-1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
233,door,0,4-5,1401-1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
234,24,0,4-6,1406-1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
235,in,0,4-7,1409-1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
236,de,0,4-8,1412-1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
237,kuil,0,4-9,1415-1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
238,gerangeert,0,4-10,1420-1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
239,staande,evokes,4-11,1431-1438,BeingAtAPlace,['4-12'],None,['4-8[114]'],['1-67[72]'],None,None,None,None,None,None,None,staande,['4-11'],BeingAtAPlace,4-11
240,granadiers,0,4-12,1439-1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
241,het,0,4-13,1450-1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
242,geweer,0,4-14,1454-1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
243,gepresenteert,0,4-15,1461-1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
244,",",0,4-16,1474-1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
245,gecommandeert,evokes,4-17,1476-1489,BeingLeader,"['4-32[117]', '4-20[115]', '4-26[116]']",None,None,['1-67[73]'],None,None,None,None,None,None,None,gecommandeert,['4-17'],BeingLeader,4-17
246,wordende,0,4-18,1490-1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
247,door,0,4-19,1499-1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
248,den,0,4-20,1504-1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
249,Capitain,0,4-21,1508-1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
250,",",0,4-22,1516-1517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
251,Christiaan,0,4-23,1518-1528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
252,Martin,0,4-24,1529-1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
253,Prohen,0,4-25,1536-1542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
254,den,0,4-26,1543-1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
255,Luitenant,0,4-27,1547-1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
256,Johan,0,4-28,1557-1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
257,Godlieb,0,4-29,1563-1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
