,token,anchor_type,token_id,character_ids,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,eventclass_no_number,last_token_id
41,Eisch,isOfType,4-5,271-276,Request,None,['4-7'],None,None,None,None,None,None,None,None,None,Eisch,['4-5'],Request,4-5
42,hebben,0,4-6,277-283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
43,wij,0,4-7,284-287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
44,1200,0,4-8,288-292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
45,lasten,0,4-9,293-299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
46,rijst,0,4-10,300-305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
47,gesteld,0,4-11,306-313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
48,",",0,4-12,313-314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
49,en,0,4-13,315-317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
50,wij,0,4-14,318-321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
51,gebruken,0,4-15,322-330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
52,de,0,4-16,331-333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
53,vrijheid,0,4-17,334-342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
54,de,0,4-18,343-345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
55,volstrekte,0,4-19,346-356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
56,noodzaakelijkheid,0,4-20,357-374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
57,daar,0,4-21,375-379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
58,van,0,4-22,380-383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
59,hier,0,4-23,384-388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
60,mede,0,4-24,389-393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
61,nader,0,4-25,394-399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
62,eerbiedig,0,4-26,400-409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
63,aan,0,4-27,410-413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
64,te,0,4-28,414-416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
65,toonen,0,4-29,417-423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
66,:,0,4-30,423-424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
67,De,0,4-31,425-427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
68,gesteldheid,0,4-32,428-439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
69,van,0,4-33,440-443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
70,de,0,4-34,444-446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
71,Rust,0,4-35,447-451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
72,Kormandel,0,4-36,452-461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
73,",",0,4-37,461-462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
74,die,0,4-38,463-466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
75,steets,0,4-39,467-473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
76,onze,0,4-40,474-478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
77,graan,0,4-41,479-484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
78,schuur,0,4-42,485-491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
79,is,0,4-43,492-494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
80,",",0,4-44,494-495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
81,geweest,0,4-45,496-503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
82,is,0,4-46,504-506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
83,zoo,0,4-47,507-510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
84,onzeeker,isOfType,4-48,511-519,HavingInternalState-,['4-31[34]'],None,None,None,None,None,None,None,None,None,None,onzeeker,['4-48'],HavingInternalState-,4-48
85,",",0,4-49,519-520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
86,dat,0,4-50,521-524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
87,daarop,0,4-51,525-531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
88,geen,0,4-52,532-536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
89,de,0,4-53,537-539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
90,minste,0,4-54,540-546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
91,staat,0,4-55,547-552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
92,te,0,4-56,553-555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
93,maaken,0,4-57,556-562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
94,is,0,4-58,563-565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
95,.,0,4-59,565-566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
96,Daar,0,4-60,567-571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
97,bij,0,4-61,572-575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
98,is,0,4-62,576-578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
99,het,0,4-63,579-582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
100,land,0,4-64,583-587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
101,zodanig,0,4-65,588-595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
102,verwoest,isOfType,4-66,596-604,BeingDestroyed,['4-63[35]'],None,None,None,None,None,None,None,None,None,None,verwoest,['4-66'],BeingDestroyed,4-66
103,",",0,4-67,604-605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
104,dat,0,4-68,606-609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
105,men,0,4-69,610-613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
106,aldaar,0,4-70,614-620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
107,zelfs,0,4-71,621-626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
108,",",0,4-72,626-627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
109,en,0,4-73,628-630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
110,niet,0,4-74,631-635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
111,zonder,0,4-75,636-642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
112,reeden,0,4-76,643-649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
113,",",0,4-77,649-650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
114,Voor,0,4-78,651-655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
115,een,0,4-79,656-659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
116,honger,0,4-80,660-666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
117,nood,0,4-81,667-671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
118,beducht,0,4-82,672-679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
119,is,0,4-83,680-682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
120,",",0,4-84,682-683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
121,dus,0,4-85,684-687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
122,kunnen,0,4-86,688-694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
123,wij,0,4-87,695-698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
124,van,0,4-88,699-702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
125,daar,0,4-89,703-707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
126,geen,0,4-90,708-712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
127,de,0,4-91,713-715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
128,minste,0,4-92,716-722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
129,onder,0,4-93,723-728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
130,stand,0,4-94,729-734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
131,verwach,0,4-95,735-742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
132,„,0,4-96,742-743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
133,De,0,5-1,744-746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
134,heer,0,5-2,747-751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
135,Kommandeur,0,5-3,752-762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
136,van,0,5-4,763-766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
137,Angelbeek,0,5-5,767-776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
138,heeft,0,5-6,777-782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
139,ons,0,5-7,783-786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
140,Wel,0,5-8,787-790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
141,seshonderd,0,5-9,791-801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
142,lasten,0,5-10,802-808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
143,rijst,0,5-11,809-814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
144,toegezegd,evokes,5-12,815-824,HavingContractualAgreement,"['5-1[36]', '5-7']",None,None,None,None,None,None,None,None,None,None,toegezegd,['5-12'],HavingContractualAgreement,5-12
145,",",0,5-13,824-825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
146,doch,0,5-14,826-830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
147,dezelve,0,5-15,831-838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
148,moeten,0,5-16,839-845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
149,in,0,5-17,846-848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
150,de,0,5-18,849-851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
151,aanstaande,0,5-19,852-862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
152,maand,0,5-20,863-868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
153,April,0,5-21,869-874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
154,Worden,0,5-22,875-881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
155,afgehaald,evokes,5-23,882-891,Transportation,['5-15'],None,None,['5-17[37]'],None,None,None,None,None,None,None,afgehaald,['5-23'],Transportation,5-23
156,",",0,5-24,891-892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
157,Wijl,0,5-25,893-897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
158,ner,0,5-26,898-901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
159,laater,0,5-27,902-908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
160,geen,0,5-28,909-913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
161,schip,0,5-29,914-919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
162,op,0,5-30,920-922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
163,de,0,5-31,923-925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
164,koettjiensche,0,5-32,926-939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
165,rheede,0,5-33,940-946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
166,durf,0,5-34,947-951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
167,vertrouwen,evokes,5-35,952-962,Translocation,['5-29'],None,None,['5-27'],None,None,None,None,['5-31[38]'],None,None,vertrouwen,['5-35'],Translocation,5-35
168,",",0,5-36,962-963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
169,en,0,5-37,964-966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
170,daar,0,5-38,967-971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
171,toe,0,5-39,972-975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
172,zien,0,5-40,976-980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
173,wij,0,5-41,981-984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
174,geen,0,5-42,985-989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
175,mogelijkheid,0,5-43,990-1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
176,",",0,5-44,1002-1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
177,Vermits,0,5-45,1004-1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
178,wij,0,5-46,1012-1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
179,geen,0,5-47,1016-1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
180,scheepen,0,5-48,1021-1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
181,tot,0,5-49,1030-1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
182,den,0,5-50,1034-1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
183,afhaal,evokes,5-51,1038-1044,Translocation,['5-48[39]'],None,None,None,None,None,None,None,None,None,None,afhaal,['5-51'],Translocation,5-51
184,aan,isOfType,5-52,1045-1048,HavingInPossession[221],['5-48[40]'],['5-46'],None,None,None,None,None,None,None,None,None,aan harden hebben,"['5-52', '5-53', '6-1']",HavingInPossession,6-1
185,harden,isOfType,5-53,1049-1055,HavingInPossession[221],['5-48[40]'],['5-46'],None,None,None,None,None,None,None,None,None,aan harden hebben,"['5-52', '5-53', '6-1']",HavingInPossession,6-1
186,hebben,isOfType,6-1,1056-1062,HavingInPossession[221],['5-48[40]'],['5-46'],None,None,None,None,None,None,None,None,None,aan harden hebben,"['5-52', '5-53', '6-1']",HavingInPossession,6-1
187,en,0,6-2,1063-1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
188,Wanneer,0,6-3,1066-1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
189,Wij,0,6-4,1074-1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
190,dezelve,0,6-5,1078-1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
191,ook,0,6-6,1086-1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
192,hadden,isOfType,6-7,1090-1096,HavingInPossession,['6-5'],['6-4'],None,None,None,None,None,None,None,None,None,hadden,['6-7'],HavingInPossession,6-7
193,",",0,6-8,1096-1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
194,zonden,0,6-9,1098-1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
195,ze,0,6-10,1105-1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
196,dog,0,6-11,1108-1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
197,zonder,0,6-12,1112-1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
198,een,0,6-13,1119-1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
199,goed,0,6-14,1123-1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
200,konvooij,0,6-15,1128-1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
201,niet,0,6-16,1137-1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
202,gewaagd,evokes,6-17,1142-1149,Translocation,['6-10'],None,None,None,None,None,None,None,None,None,None,gewaagd,['6-17'],Translocation,6-17
203,Worden,0,6-18,1150-1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
204,",",0,6-19,1156-1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
205,Wijl,0,6-20,1158-1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
206,de,0,6-21,1163-1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
207,Bombaijsche,0,6-22,1166-1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
208,fregatten,0,6-23,1178-1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
209,nog,0,6-24,1188-1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
210,bestendig,0,6-25,1192-1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
211,op,0,6-26,1202-1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
212,de,0,6-27,1205-1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
213,hoogte,0,6-28,1208-1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
214,van,0,6-29,1215-1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
215,koetsjien,0,6-30,1219-1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
216,kruissen,isOfType,6-31,1229-1237,Translocation,['6-21[41]'],None,['6-26[42]'],None,None,None,None,None,None,None,None,kruissen,['6-31'],Translocation,6-31
217,.,0,6-32,1237-1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
218,Wat,0,6-33,1239-1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
219,er,0,6-34,1243-1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
220,te,0,6-35,1246-1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
221,gen,0,6-36,1249-1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
222,de,0,6-37,1253-1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
223,opere,0,6-38,1256-1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
224,Vaart,0,6-39,1262-1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
225,/,0,6-40,1268-1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
226,:,0,6-41,1269-1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
227,die,0,6-42,1271-1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
228,niet,0,6-43,1275-1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
229,Voor,0,6-44,1280-1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
230,half,0,6-45,1285-1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
231,Oktober,0,6-46,1290-1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
232,gerekend,0,6-47,1298-1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
233,mag,0,6-48,1307-1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
234,Worden:/,0,6-49,1311-1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
235,op,0,6-50,1320-1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
236,Mallabaar,0,6-51,1323-1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
237,Voorvallen,0,6-52,1333-1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
238,kan,0,6-53,1344-1347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
239,",",0,6-54,1347-1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
240,mogen,0,6-55,1349-1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
241,wij,0,6-56,1355-1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
242,niet,0,6-57,1359-1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
243,gissen,0,6-58,1364-1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
244,",",0,6-59,1370-1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
245,en,0,6-60,1372-1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
246,zoo,0,6-61,1375-1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
247,Wij,0,6-62,1379-1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
248,deeze,0,6-63,1383-1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
249,zelkonder-,0,6-64,1389-1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
250,lasten,0,6-65,1400-1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
251,Mallabaers,0,6-66,1407-1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
252,rijst,0,6-67,1418-1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
253,kreegen,isOfType,6-68,1424-1431,Getting,['6-63[43]'],['6-62'],None,None,None,None,None,None,None,None,None,kreegen,['6-68'],Getting,6-68
254,",",0,6-69,1431-1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
255,bij,0,6-70,1433-1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
256,de,0,6-71,1437-1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
257,geeischte,evokes,6-72,1440-1449,Request,['6-73[46]'],None,None,None,None,None,None,None,None,None,None,geeischte,['6-72'],Request,6-72
258,Javasche,0,6-73,1450-1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
259,",",0,6-74,1458-1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
260,zoude,0,6-75,1460-1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
261,onze,0,6-76,1466-1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
