,mention,anchor_type,mention_token_id,mention_character_id,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,mention_in_context,eventclass_no_number,last_token_id
14,vraagen,isOfType,6-90,1540-1547,Request,['6-84[70]'],None,None,None,None,None,None,None,None,None,None,vraagen,['6-90'],"de geeischte Javasche , zoude onze Voorraad naar maatig zijn , Wijl de Fransche Vloot zeken on rijst zal [ vraagen ] , en de gemeente geen aanvoer uit Boengaale hoopen kan . Om deeze reedenen verzoeken Wij Uwe Hoog Edelheeden nogmaals",Request,6-90
15,aanvoer,*,6-96,1569-1576,*[230]|Transportation[231],['6-88'],None,None,None,None,None,None,['6-98'],['*|6-93[71]'],None,None,aanvoer,['6-96'],"Voorraad naar maatig zijn , Wijl de Fransche Vloot zeken on rijst zal vraagen , en de gemeente geen [ aanvoer ] uit Boengaale hoopen kan . Om deeze reedenen verzoeken Wij Uwe Hoog Edelheeden nogmaals op het ootmoedigste , om onzer",*,6-96
16,verzoeken,isOfType,6-105,1621-1630,Request,['6-107[72]'],['6-106'],None,None,None,None,None,None,None,None,None,verzoeken,['6-105'],"zeken on rijst zal vraagen , en de gemeente geen aanvoer uit Boengaale hoopen kan . Om deeze reedenen [ verzoeken ] Wij Uwe Hoog Edelheeden nogmaals op het ootmoedigste , om onzer voormelden Eisch kompleet te Willen voldoen , Wijl wij",Request,6-105
17,indoorkonelijke,isOfType,6-129,1766-1781,HavingInternalState-[232],['6-125'],None,None,None,None,None,None,None,None,None,None,indoorkonelijke Verleegerheid zouden VerVallen,"['6-129', '6-130', '6-131', '6-132']","nogmaals op het ootmoedigste , om onzer voormelden Eisch kompleet te Willen voldoen , Wijl wij andersints in een [ indoorkonelijke Verleegerheid zouden VerVallen ] . Een schip Voor Gale en een Voor Kolombo , zouden in Juri dienen te Vertrekken ,",HavingInternalState-,6-132
18,Verleegerheid,isOfType,6-130,1782-1795,HavingInternalState-[232],['6-125'],None,None,None,None,None,None,None,None,None,None,indoorkonelijke Verleegerheid zouden VerVallen,"['6-129', '6-130', '6-131', '6-132']","nogmaals op het ootmoedigste , om onzer voormelden Eisch kompleet te Willen voldoen , Wijl wij andersints in een [ indoorkonelijke Verleegerheid zouden VerVallen ] . Een schip Voor Gale en een Voor Kolombo , zouden in Juri dienen te Vertrekken ,",HavingInternalState-,6-132
19,zouden,isOfType,6-131,1796-1802,HavingInternalState-[232],['6-125'],None,None,None,None,None,None,None,None,None,None,indoorkonelijke Verleegerheid zouden VerVallen,"['6-129', '6-130', '6-131', '6-132']","nogmaals op het ootmoedigste , om onzer voormelden Eisch kompleet te Willen voldoen , Wijl wij andersints in een [ indoorkonelijke Verleegerheid zouden VerVallen ] . Een schip Voor Gale en een Voor Kolombo , zouden in Juri dienen te Vertrekken ,",HavingInternalState-,6-132
20,VerVallen,isOfType,6-132,1803-1812,HavingInternalState-[232],['6-125'],None,None,None,None,None,None,None,None,None,None,indoorkonelijke Verleegerheid zouden VerVallen,"['6-129', '6-130', '6-131', '6-132']","nogmaals op het ootmoedigste , om onzer voormelden Eisch kompleet te Willen voldoen , Wijl wij andersints in een [ indoorkonelijke Verleegerheid zouden VerVallen ] . Een schip Voor Gale en een Voor Kolombo , zouden in Juri dienen te Vertrekken ,",HavingInternalState-,6-132
21,Vertrekken,isOfType,6-148,1880-1890,Leaving[233]|Leaving[234],None,['6-135[73]|6-139[76]'],None,None,None,None,None,None,"['6-137', '6-141']",None,None,Vertrekken,['6-148'],"indoorkonelijke Verleegerheid zouden VerVallen . Een schip Voor Gale en een Voor Kolombo , zouden in Juri dienen te [ Vertrekken ] , om tijding in Augustus hier te weezen zij komen bewesten de Maldivos en mag de reize dus op niet",Leaving,6-148
22,hier,evokes,6-154,1915-1919,Arriving[235]|BeingAtAPlace[236],"['6-135[74]|6-139[78]', '6-135[75]']","['6-139[77]', '6-135[74]|6-139[78]']",['6-154'],None,None,None,None,None,None,None,None,hier te weezen,"['6-154', '6-155', '6-156']","schip Voor Gale en een Voor Kolombo , zouden in Juri dienen te Vertrekken , om tijding in Augustus [ hier te weezen ] zij komen bewesten de Maldivos en mag de reize dus op niet minder dan twee maanden bereekend Worden",Arriving,6-156
23,te,evokes,6-155,1920-1922,Arriving[235]|BeingAtAPlace[236],"['6-135[74]|6-139[78]', '6-135[75]']","['6-139[77]', '6-135[74]|6-139[78]']",['6-154'],None,None,None,None,None,None,None,None,hier te weezen,"['6-154', '6-155', '6-156']","schip Voor Gale en een Voor Kolombo , zouden in Juri dienen te Vertrekken , om tijding in Augustus [ hier te weezen ] zij komen bewesten de Maldivos en mag de reize dus op niet minder dan twee maanden bereekend Worden",Arriving,6-156
24,weezen,evokes,6-156,1923-1929,Arriving[235]|BeingAtAPlace[236],"['6-135[74]|6-139[78]', '6-135[75]']","['6-139[77]', '6-135[74]|6-139[78]']",['6-154'],None,None,None,None,None,None,None,None,hier te weezen,"['6-154', '6-155', '6-156']","schip Voor Gale en een Voor Kolombo , zouden in Juri dienen te Vertrekken , om tijding in Augustus [ hier te weezen ] zij komen bewesten de Maldivos en mag de reize dus op niet minder dan twee maanden bereekend Worden",Arriving,6-156
25,komen,evokes,6-158,1934-1939,Translocation,['6-157'],None,None,None,None,None,None,None,None,"['6-159[80]', '6-159[79]']",None,komen,['6-158'],"een Voor Kolombo , zouden in Juri dienen te Vertrekken , om tijding in Augustus hier te weezen zij [ komen ] bewesten de Maldivos en mag de reize dus op niet minder dan twee maanden bereekend Worden . Wanneer UWe Hoogedelheeden",Translocation,6-158
26,reize,isOfType,6-165,1971-1976,Voyage,None,None,None,None,None,None,None,None,None,None,None,reize,['6-165'],"dienen te Vertrekken , om tijding in Augustus hier te weezen zij komen bewesten de Maldivos en mag de [ reize ] dus op niet minder dan twee maanden bereekend Worden . Wanneer UWe Hoogedelheeden , gelijk doorgaans , groote scheepen tot",Voyage,6-165
27,togt,isOfType,6-187,2104-2108,Voyage,None,None,None,None,None,None,None,None,None,None,None,togt,['6-187'],"niet minder dan twee maanden bereekend Worden . Wanneer UWe Hoogedelheeden , gelijk doorgaans , groote scheepen tot deezer [ togt ] uit kiezen , zal nog een derde niet alleen de gevraagde rijst , maar ook de overige goederen kunnen mede",Voyage,6-187
28,mede,evokes,6-207,2207-2211,Transportation[237]|Giving[238],"['6-199[83]', '6-205[86]|6-199[84]', '6-205[87]']",['6-194[82]'],None,None,None,None,None,None,None,None,['6-194[81]'],mede neemen,"['6-207', '6-208']","uit kiezen , zal nog een derde niet alleen de gevraagde rijst , maar ook de overige goederen kunnen [ mede neemen ] , Vermits wij zo lang de oorlog duurt , op geen onderlaag voor de retourscheepen denken mogen . Wij",Transportation,6-208
29,neemen,evokes,6-208,2212-2218,Transportation[237]|Giving[238],"['6-199[83]', '6-205[86]|6-199[84]', '6-205[87]']",['6-194[82]'],None,None,None,None,None,None,None,None,['6-194[81]'],mede neemen,"['6-207', '6-208']","uit kiezen , zal nog een derde niet alleen de gevraagde rijst , maar ook de overige goederen kunnen [ mede neemen ] , Vermits wij zo lang de oorlog duurt , op geen onderlaag voor de retourscheepen denken mogen . Wij",Transportation,6-208
30,zo,isOfType,6-212,2232-2234,BeingInConflict[239],None,None,None,None,None,None,None,None,None,None,None,zo lang de oorlog duurt,"['6-212', '6-213', '6-214', '6-215', '6-216']","een derde niet alleen de gevraagde rijst , maar ook de overige goederen kunnen mede neemen , Vermits wij [ zo lang de oorlog duurt ] , op geen onderlaag voor de retourscheepen denken mogen . Wij verzoeken dan , dat ook",BeingInConflict,6-216
31,lang,isOfType,6-213,2235-2239,BeingInConflict[239],None,None,None,None,None,None,None,None,None,None,None,zo lang de oorlog duurt,"['6-212', '6-213', '6-214', '6-215', '6-216']","een derde niet alleen de gevraagde rijst , maar ook de overige goederen kunnen mede neemen , Vermits wij [ zo lang de oorlog duurt ] , op geen onderlaag voor de retourscheepen denken mogen . Wij verzoeken dan , dat ook",BeingInConflict,6-216
32,de,isOfType,6-214,2240-2242,BeingInConflict[239],None,None,None,None,None,None,None,None,None,None,None,zo lang de oorlog duurt,"['6-212', '6-213', '6-214', '6-215', '6-216']","een derde niet alleen de gevraagde rijst , maar ook de overige goederen kunnen mede neemen , Vermits wij [ zo lang de oorlog duurt ] , op geen onderlaag voor de retourscheepen denken mogen . Wij verzoeken dan , dat ook",BeingInConflict,6-216
33,oorlog,isOfType,6-215,2243-2249,BeingInConflict[239],None,None,None,None,None,None,None,None,None,None,None,zo lang de oorlog duurt,"['6-212', '6-213', '6-214', '6-215', '6-216']","een derde niet alleen de gevraagde rijst , maar ook de overige goederen kunnen mede neemen , Vermits wij [ zo lang de oorlog duurt ] , op geen onderlaag voor de retourscheepen denken mogen . Wij verzoeken dan , dat ook",BeingInConflict,6-216
34,duurt,isOfType,6-216,2250-2255,BeingInConflict[239],None,None,None,None,None,None,None,None,None,None,None,zo lang de oorlog duurt,"['6-212', '6-213', '6-214', '6-215', '6-216']","een derde niet alleen de gevraagde rijst , maar ook de overige goederen kunnen mede neemen , Vermits wij [ zo lang de oorlog duurt ] , op geen onderlaag voor de retourscheepen denken mogen . Wij verzoeken dan , dat ook",BeingInConflict,6-216
35,verzoeken,isOfType,6-228,2316-2325,Request,None,['6-227'],None,None,None,None,None,None,None,None,None,verzoeken,['6-228'],", Vermits wij zo lang de oorlog duurt , op geen onderlaag voor de retourscheepen denken mogen . Wij [ verzoeken ] dan , dat ook dit derde schip de twee anderen spoedig volge , op dat het in september hier zij",Request,6-228
36,volge,evokes,6-240,2379-2384,Translocation,['6-235[89]'],None,None,None,None,None,None,None,['6-247'],None,None,volge,['6-240'],"voor de retourscheepen denken mogen . Wij verzoeken dan , dat ook dit derde schip de twee anderen spoedig [ volge ] , op dat het in september hier zij , Voor dat de goede Moesson Vijandelijke kruissers na deezer kant doe",Translocation,6-240
37,hier,evokes,6-247,2410-2414,Arriving[240],None,['6-235[90]'],None,None,None,None,"['6-205[88]', '6-199[85]']",None,None,None,None,hier zij,"['6-247', '6-248']","verzoeken dan , dat ook dit derde schip de twee anderen spoedig volge , op dat het in september [ hier zij ] , Voor dat de goede Moesson Vijandelijke kruissers na deezer kant doe Verschijnen , en dat alle drie scheepen",Arriving,6-248
38,zij,evokes,6-248,2415-2418,Arriving[240],None,['6-235[90]'],None,None,None,None,"['6-205[88]', '6-199[85]']",None,None,None,None,hier zij,"['6-247', '6-248']","verzoeken dan , dat ook dit derde schip de twee anderen spoedig volge , op dat het in september [ hier zij ] , Voor dat de goede Moesson Vijandelijke kruissers na deezer kant doe Verschijnen , en dat alle drie scheepen",Arriving,6-248
39,Verschijnen,evokes,6-261,2488-2499,Arriving,None,['6-255[91]'],None,None,None,None,None,None,['6-258[92]'],None,None,Verschijnen,['6-261'],"op dat het in september hier zij , Voor dat de goede Moesson Vijandelijke kruissers na deezer kant doe [ Verschijnen ] , en dat alle drie scheepen last krijgen om de Mallabaarsche kust , na dat zij het karaal tusschen de",Arriving,6-261
40,doorgevaaren,isOfType,6-285,2623-2635,Translocation,['6-265[93]'],None,None,None,None,None,None,None,['6-271[94]'],['6-278[95]'],None,doorgevaaren,['6-285'],"drie scheepen last krijgen om de Mallabaarsche kust , na dat zij het karaal tusschen de Maldivos en LakkeriVes [ doorgevaaren ] zijn , op eene voorzigtige Wijze te Verkennen , en na „ de Ceilonsche Wal over te steeken , en",Translocation,6-285
41,Verkennen,*,6-293,2671-2680,Translocation,['6-265[93]'],None,None,None,None,None,None,None,['6-271[94]'],['6-278[95]'],None,Verkennen,['6-293'],", na dat zij het karaal tusschen de Maldivos en LakkeriVes doorgevaaren zijn , op eene voorzigtige Wijze te [ Verkennen ] , en na „ de Ceilonsche Wal over te steeken , en dat de Engelschen bij Mannapaar zouden kunnen kruissers",Translocation,6-293
42,over,isOfType,7-4,2707-2711,Translocation[241],['6-265[93]'],None,None,None,None,None,None,None,None,"['6-278[95]', '6-271[94]']",None,over te steeken,"['7-4', '7-5', '7-6']","Maldivos en LakkeriVes doorgevaaren zijn , op eene voorzigtige Wijze te Verkennen , en na „ de Ceilonsche Wal [ over te steeken ] , en dat de Engelschen bij Mannapaar zouden kunnen kruissers houden . De over heden Van beide schepen",Translocation,7-6
43,te,isOfType,7-5,2712-2714,Translocation[241],['6-265[93]'],None,None,None,None,None,None,None,None,"['6-278[95]', '6-271[94]']",None,over te steeken,"['7-4', '7-5', '7-6']","Maldivos en LakkeriVes doorgevaaren zijn , op eene voorzigtige Wijze te Verkennen , en na „ de Ceilonsche Wal [ over te steeken ] , en dat de Engelschen bij Mannapaar zouden kunnen kruissers houden . De over heden Van beide schepen",Translocation,7-6
44,steeken,isOfType,7-6,2715-2722,Translocation[241],['6-265[93]'],None,None,None,None,None,None,None,None,"['6-278[95]', '6-271[94]']",None,over te steeken,"['7-4', '7-5', '7-6']","Maldivos en LakkeriVes doorgevaaren zijn , op eene voorzigtige Wijze te Verkennen , en na „ de Ceilonsche Wal [ over te steeken ] , en dat de Engelschen bij Mannapaar zouden kunnen kruissers houden . De over heden Van beide schepen",Translocation,7-6
45,houden,evokes,7-17,2783-2789,Besieging,['7-13'],['7-11'],None,None,None,None,None,None,None,None,['7-16'],houden,['7-17'],"en na „ de Ceilonsche Wal over te steeken , en dat de Engelschen bij Mannapaar zouden kunnen kruissers [ houden ] . De over heden Van beide schepen , maar voor al Van 't geene Voor Gale gedestineerd is , Verzoeken",Besieging,7-17
46,gedestineerd,evokes,7-34,2860-2872,Translocation,['7-30[96]'],None,None,None,None,None,None,None,['7-33'],None,None,gedestineerd,['7-34'],"kunnen kruissers houden . De over heden Van beide schepen , maar voor al Van 't geene Voor Gale [ gedestineerd ] is , Verzoeken wij boven des te onderrigten , dat de stroomen in de Zuid moessen voor Gale zo hevig",Translocation,7-34
47,Verzoeken,isOfType,7-37,2877-2886,Request,None,None,None,None,None,None,None,None,None,None,None,Verzoeken,['7-37'],". De over heden Van beide schepen , maar voor al Van 't geene Voor Gale gedestineerd is , [ Verzoeken ] wij boven des te onderrigten , dat de stroomen in de Zuid moessen voor Gale zo hevig om de Zuid",Request,7-37
48,bezeilen,evokes,7-78,3079-3087,Translocation,['7-63[97]'],None,None,None,None,None,None,None,['7-76[100]'],['7-67[99]'],None,bezeilen,['7-78'],"looper , dat een schip 't Welk maar even beneeden de baai is , met geen mogelijkheid de haven [ bezeilen ] kan , en dat zij dus alle Voorzorgen moeten gebruiken , om boven Wind en stroom van Gale te komen",Translocation,7-78
49,komen,isOfType,7-98,3178-3183,Arriving,None,['7-63[98]'],None,None,None,None,None,None,['7-91[101]'],None,None,komen,['7-98'],"kan , en dat zij dus alle Voorzorgen moeten gebruiken , om boven Wind en stroom van Gale te [ komen ] , en daar of ten anker komen of het onder zeil houden , na dat de geleegenheid toelaat , tot",Arriving,7-98
50,ten,isOfType,7-103,3196-3199,Arriving[242],None,None,None,None,None,None,None,None,['7-101[102]'],None,None,ten anker komen,"['7-103', '7-104', '7-105']","dus alle Voorzorgen moeten gebruiken , om boven Wind en stroom van Gale te komen , en daar of [ ten anker komen ] of het onder zeil houden , na dat de geleegenheid toelaat , tot een loots buiten komt om",Arriving,7-105
51,anker,isOfType,7-104,3200-3205,Arriving[242],None,None,None,None,None,None,None,None,['7-101[102]'],None,None,ten anker komen,"['7-103', '7-104', '7-105']","dus alle Voorzorgen moeten gebruiken , om boven Wind en stroom van Gale te komen , en daar of [ ten anker komen ] of het onder zeil houden , na dat de geleegenheid toelaat , tot een loots buiten komt om",Arriving,7-105
52,komen,isOfType,7-105,3206-3211,Arriving[242],None,None,None,None,None,None,None,None,['7-101[102]'],None,None,ten anker komen,"['7-103', '7-104', '7-105']","dus alle Voorzorgen moeten gebruiken , om boven Wind en stroom van Gale te komen , en daar of [ ten anker komen ] of het onder zeil houden , na dat de geleegenheid toelaat , tot een loots buiten komt om",Arriving,7-105
53,onder,evokes,7-108,3219-3224,Translocation[243],['7-63[97]'],None,None,None,None,None,None,['7-101[103]'],None,None,None,onder zeil houden,"['7-108', '7-109', '7-110']",", om boven Wind en stroom van Gale te komen , en daar of ten anker komen of het [ onder zeil houden ] , na dat de geleegenheid toelaat , tot een loots buiten komt om hen binnen de haven te",Translocation,7-110
54,zeil,evokes,7-109,3225-3229,Translocation[243],['7-63[97]'],None,None,None,None,None,None,['7-101[103]'],None,None,None,onder zeil houden,"['7-108', '7-109', '7-110']",", om boven Wind en stroom van Gale te komen , en daar of ten anker komen of het [ onder zeil houden ] , na dat de geleegenheid toelaat , tot een loots buiten komt om hen binnen de haven te",Translocation,7-110
55,houden,evokes,7-110,3230-3236,Translocation[243],['7-63[97]'],None,None,None,None,None,None,['7-101[103]'],None,None,None,onder zeil houden,"['7-108', '7-109', '7-110']",", om boven Wind en stroom van Gale te komen , en daar of ten anker komen of het [ onder zeil houden ] , na dat de geleegenheid toelaat , tot een loots buiten komt om hen binnen de haven te",Translocation,7-110
56,buiten,*,7-121,3284-3290,Arriving[244],None,['7-120[105]'],None,None,None,None,None,None,None,None,None,buiten komt,"['7-121', '7-122']","of ten anker komen of het onder zeil houden , na dat de geleegenheid toelaat , tot een loots [ buiten komt ] om hen binnen de haven te brengen ; en dat , indier zij tegen alle hunne gebruikte Voorzorgen beneden",Arriving,7-122
57,komt,*,7-122,3291-3295,Arriving[244],None,['7-120[105]'],None,None,None,None,None,None,None,None,None,buiten komt,"['7-121', '7-122']","of ten anker komen of het onder zeil houden , na dat de geleegenheid toelaat , tot een loots [ buiten komt ] om hen binnen de haven te brengen ; en dat , indier zij tegen alle hunne gebruikte Voorzorgen beneden",Arriving,7-122
58,binnen,evokes,7-125,3303-3309,Arriving[245],None,['7-124'],None,None,None,None,None,None,None,None,['7-120[104]'],binnen de haven te brengen,"['7-125', '7-126', '7-127', '7-128', '7-129']","of het onder zeil houden , na dat de geleegenheid toelaat , tot een loots buiten komt om hen [ binnen de haven te brengen ] ; en dat , indier zij tegen alle hunne gebruikte Voorzorgen beneden de baai van Gale",Arriving,7-129
59,de,evokes,7-126,3310-3312,Arriving[245],None,['7-124'],None,None,None,None,None,None,None,None,['7-120[104]'],binnen de haven te brengen,"['7-125', '7-126', '7-127', '7-128', '7-129']","of het onder zeil houden , na dat de geleegenheid toelaat , tot een loots buiten komt om hen [ binnen de haven te brengen ] ; en dat , indier zij tegen alle hunne gebruikte Voorzorgen beneden de baai van Gale",Arriving,7-129
60,haven,evokes,7-127,3313-3318,Arriving[245],None,['7-124'],None,None,None,None,None,None,None,None,['7-120[104]'],binnen de haven te brengen,"['7-125', '7-126', '7-127', '7-128', '7-129']","of het onder zeil houden , na dat de geleegenheid toelaat , tot een loots buiten komt om hen [ binnen de haven te brengen ] ; en dat , indier zij tegen alle hunne gebruikte Voorzorgen beneden de baai van Gale",Arriving,7-129
61,te,evokes,7-128,3319-3321,Arriving[245],None,['7-124'],None,None,None,None,None,None,None,None,['7-120[104]'],binnen de haven te brengen,"['7-125', '7-126', '7-127', '7-128', '7-129']","of het onder zeil houden , na dat de geleegenheid toelaat , tot een loots buiten komt om hen [ binnen de haven te brengen ] ; en dat , indier zij tegen alle hunne gebruikte Voorzorgen beneden de baai van Gale",Arriving,7-129
62,brengen,evokes,7-129,3322-3329,Arriving[245],None,['7-124'],None,None,None,None,None,None,None,None,['7-120[104]'],binnen de haven te brengen,"['7-125', '7-126', '7-127', '7-128', '7-129']","of het onder zeil houden , na dat de geleegenheid toelaat , tot een loots buiten komt om hen [ binnen de haven te brengen ] ; en dat , indier zij tegen alle hunne gebruikte Voorzorgen beneden de baai van Gale",Arriving,7-129
63,Vervallen,evokes,7-147,3420-3429,Arriving,None,['7-135'],None,None,None,None,None,None,['7-141[106]'],None,None,Vervallen,['7-147'],"te brengen ; en dat , indier zij tegen alle hunne gebruikte Voorzorgen beneden de baai van Gale mogten [ Vervallen ] , zij het onder de Wal het zij Voor Gale of Mature moeten tragten te houden , en sein doen",Arriving,7-147
64,tragten,isOfType,7-161,3487-3494,BeingAtAPlace[246],['7-149[108]'],None,['7-151[109]'],None,None,None,None,None,None,None,None,tragten te houden,"['7-161', '7-162', '7-163']","de baai van Gale mogten Vervallen , zij het onder de Wal het zij Voor Gale of Mature moeten [ tragten te houden ] , en sein doen , Wanneer hen ten eersten een loots zal worden toegezonden , om hen in",BeingAtAPlace,7-163
65,te,isOfType,7-162,3495-3497,BeingAtAPlace[246],['7-149[108]'],None,['7-151[109]'],None,None,None,None,None,None,None,None,tragten te houden,"['7-161', '7-162', '7-163']","de baai van Gale mogten Vervallen , zij het onder de Wal het zij Voor Gale of Mature moeten [ tragten te houden ] , en sein doen , Wanneer hen ten eersten een loots zal worden toegezonden , om hen in",BeingAtAPlace,7-163
66,houden,isOfType,7-163,3498-3504,BeingAtAPlace[246],['7-149[108]'],None,['7-151[109]'],None,None,None,None,None,None,None,None,tragten te houden,"['7-161', '7-162', '7-163']","de baai van Gale mogten Vervallen , zij het onder de Wal het zij Voor Gale of Mature moeten [ tragten te houden ] , en sein doen , Wanneer hen ten eersten een loots zal worden toegezonden , om hen in",BeingAtAPlace,7-163
67,sein,evokes,7-166,3509-3513,SocialInteraction[247],['7-149[107]'],['7-149[107]'],None,None,['7-149[107]'],None,None,None,None,None,None,sein doen,"['7-166', '7-167']","Vervallen , zij het onder de Wal het zij Voor Gale of Mature moeten tragten te houden , en [ sein doen ] , Wanneer hen ten eersten een loots zal worden toegezonden , om hen in de baai Van Nilewelle te",SocialInteraction,7-167
