,mention,anchor_type,mention_token_id,mention_character_id,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,mention_in_context,eventclass_no_number,last_token_id
17,overgaende,isOfType,1-205,1065-1075,Translocation,['1-206'],None,None,None,None,None,None,None,None,None,None,overgaende,['1-205'],"ons wijders voor soo veel 't comp : s spahan belangd , aen de verwisselde en nu in Copia [ overgaende ] brieven te gedraagen , gelijk ook in alle onderdanigh „ t , met die nu na de westerse Comp =",Translocation,1-205
18,erersonden,isOfType,1-229,1178-1188,Translocation,['1-219'],None,None,None,None,None,None,None,['1-222[119]'],None,None,erersonden,['1-229'],"gelijk ook in alle onderdanigh „ t , met die nu na de westerse Comp = e ver werdenff [ erersonden ] , geschied , en bestaet het affgeladene ede te tegenwoordig in de 2 meerged „ te scheepen , in het",Translocation,1-229
19,affgeladene,evokes,1-236,1215-1226,Transportation[228]|Transportation[229]|Transportation[230]|Transportation[231]|Transportation[232]|Transportation[233]|Transportation[234],"['1-241[120]|4-9[127]', '4-16[128]|4-58[136]', '4-50[134]', '4-39[131]', '4-54[135]', '4-72[140]', '4-62[137]', '4-42[132]', '4-68[139]', '4-86[144]', '4-34[130]', '4-65[138]', '4-79[142]', '4-75[141]', '4-46[133]', '4-23[129]', '4-83[143]']",None,None,None,None,None,None,None,['4-2[123]'],None,"['1-241[120]|4-9[127]', '4-5[124]', '4-5[125]']",affgeladene,['1-236'],", met die nu na de westerse Comp = e ver werdenff erersonden , geschied , en bestaet het [ affgeladene ] ede te tegenwoordig in de 2 meerged „ te scheepen , in het volgende teweeten „ de de geslipuleerde revognitie",Transportation,1-236
20,affgescheepte,evokes,4-92,1912-1925,Transportation,None,None,None,None,None,None,None,None,None,None,None,affgescheepte,['4-92'],„ pruijmellen 100 stx glase lampen 130 „ divse glaswercken 60 kassen rosewater 17 „ 1 clarst zijn het [ affgescheepte ] in Engeen beloopt . . . ƒ153179 . 17 . 8 . In't schip abbekerk C voor Ceijlon 9000 p,Transportation,4-92
21,geladene,evokes,4-249,2583-2591,Transportation,None,None,None,None,None,None,None,None,None,None,None,geladene,['4-249'],als 18 d „ o clareten 4„o ord „ o wijn monteerende „ 84016 : p : 8 Het [ geladene ] in abbekerk beloopt In 't versondene tesamen . . . . . . . . p 296927 . 17:- .,Transportation,4-249
22,versondene,evokes,4-255,2618-2628,Transportation,None,None,None,None,None,None,None,None,None,None,None,versondene,['4-255'],4„o ord „ o wijn monteerende „ 84016 : p : 8 Het geladene in abbekerk beloopt In 't [ versondene ] tesamen . . . . . . . . p 296927 . 17:- . _ : 2ƒ43747:19:8 . 't geladene,Transportation,4-255
23,geladene,evokes,6-2,2688-2696,Transportation,None,None,None,None,None,None,None,None,None,None,None,geladene,['6-2'],tesamen . . . . . . . . p 296927 . 17:- . _ : 2ƒ43747:19:8 . 't [ geladene ] in dese 2 bodems . Sulx dat ' er buijten de Chirase wijnen die men van ginderna herrew = s,Transportation,6-2
24,affkrijgen,evokes,7-29,2863-2873,Transportation,['7-6[173]'],None,None,None,None,None,None,['7-12'],['7-13[174]'],None,None,affkrijgen,['7-29'],"men van ginderna herrew = s door gebrek van Last beesten niet tijdelijk heeft van batavia mauquend : kunnen [ affkrijgen ] , met het affgescheepte voor batavia niet dan 4 kx hengs tpaerden 6 p „ s wvolle alcatijven , en",Transportation,7-29
25,affgescheepte,evokes,7-33,2883-2896,Transportation,"['7-50[177]', '7-42[176]', '7-38[175]']",None,None,None,None,None,None,None,['7-35'],None,None,affgescheepte,['7-33'],"= s door gebrek van Last beesten niet tijdelijk heeft van batavia mauquend : kunnen affkrijgen , met het [ affgescheepte ] voor batavia niet dan 4 kx hengs tpaerden 6 p „ s wvolle alcatijven , en 120 p „ s",Transportation,7-33
26,affgecomen,isOfType,7-76,3108-3118,Getting,['7-69[178]'],None,None,None,None,None,None,None,None,None,None,affgecomen,['7-76'],"te gebreeken,/ ter oorsake d :o alcatijven , niet affgeweeven , ende Jugten uijt de bovenlanden nog niet waren [ affgecomen ] , terwijl het al versondene van dit mousson met deese en de 2 vorige bodems sommeerd ƒ794585 . 18 .",Getting,7-76
27,versondene,evokes,7-81,3135-3145,Transportation,None,None,None,['7-83[179]'],None,None,None,None,None,None,"['7-86', '7-88[180]']",versondene,['7-81'],":o alcatijven , niet affgeweeven , ende Jugten uijt de bovenlanden nog niet waren affgecomen , terwijl het al [ versondene ] van dit mousson met deese en de 2 vorige bodems sommeerd ƒ794585 . 18 . — . en den almogende",Transportation,7-81
28,vfesonden,evokes,7-108,3268-3277,Transportation,None,None,None,None,None,None,None,['7-107'],None,None,None,vfesonden,['7-108'],"2 vorige bodems sommeerd ƒ794585 . 18 . — . en den almogende gebeeden blijffd , haer van hier [ vfesonden ] . — . . een spoedige en behoude reijse te willen verleenen deese in dus verreklaer en in gereeth „",Transportation,7-108
29,gesonden,evokes,7-165,3540-3548,Transportation,['9-3[188]'],None,None,None,None,None,None,['7-148[184]'],None,None,None,gesonden,['7-165'],"een brief dspalan , door den onderaop9 van den ondercoopm = r en spahans secunde Willem brooks toe „ [ gesonden ] . „ gebragt , zijnde van den 24„e Januarij , en een antwoord opden onsen van den 20„en decemb :",Transportation,7-165
30,gebragt,evokes,7-168,3551-3558,Getting,['7-146[182]'],None,None,['7-137[181]'],None,None,None,None,None,None,None,gebragt,['7-168'],", door den onderaop9 van den ondercoopm = r en spahans secunde Willem brooks toe „ gesonden . „ [ gebragt ] , zijnde van den 24„e Januarij , en een antwoord opden onsen van den 20„en decemb : , beneevens een",Getting,7-168
31,ten,evokes,7-216,3790-3793,BeingInConflict[235],"['7-198', '7-199']",None,None,None,None,None,None,None,None,None,None,ten Lasten Leij,"['7-216', '7-217', '7-218']","dat men hem bij het wegens 't aan hem een ppahanse schrijvens van den 5 „ ' gb : [ ten Lasten Leij ] , dog dewijl d „ o missive in Copia is overgaende , sullen w ' ons daer aen",BeingInConflict,7-218
32,Lasten,evokes,7-217,3794-3800,BeingInConflict[235],"['7-198', '7-199']",None,None,None,None,None,None,None,None,None,None,ten Lasten Leij,"['7-216', '7-217', '7-218']","dat men hem bij het wegens 't aan hem een ppahanse schrijvens van den 5 „ ' gb : [ ten Lasten Leij ] , dog dewijl d „ o missive in Copia is overgaende , sullen w ' ons daer aen",BeingInConflict,7-218
33,Leij,evokes,7-218,3801-3805,BeingInConflict[235],"['7-198', '7-199']",None,None,None,None,None,None,None,None,None,None,ten Lasten Leij,"['7-216', '7-217', '7-218']","dat men hem bij het wegens 't aan hem een ppahanse schrijvens van den 5 „ ' gb : [ ten Lasten Leij ] , dog dewijl d „ o missive in Copia is overgaende , sullen w ' ons daer aen",BeingInConflict,7-218
34,overgaende,evokes,7-229,3842-3852,Translocation,['7-222[186]'],None,None,None,None,None,None,None,None,None,None,overgaende,['7-229'],"den 5 „ ' gb : ten Lasten Leij , dog dewijl d „ o missive in Copia is [ overgaende ] , sullen w ' ons daer aen onder 't welneemen van uhoog Ed „ e agtb : gedragen , niet",Translocation,7-229
35,Lasten,evokes,8-5,4182-4188,BeingInConflict[236],['7-205'],None,None,None,None,None,None,None,None,None,None,ten Lasten Leij,"['7-216', '7-217', '7-218']","dat men hem bij het wegens 't aan hem een ppahanse schrijvens van den 5 „ ' gb : [ ten Lasten Leij ] , dog dewijl d „ o missive in Copia is overgaende , sullen w ' ons daer aen",BeingInConflict,7-218
36,gelegde,evokes,8-6,4189-4196,BeingInConflict[236],['7-205'],None,None,None,None,None,None,None,None,None,None,gelegde,['8-6'],"getragt verdagt te maken , daer uijt seer Evidend consteerd en niet te defereeren deselfs verantwoordinge N H Lasten [ gelegde ] . rereptie van een brief uijt — omanbrooks herw „ ts aen „ ook wat Cap „ l , dit",BeingInConflict,8-6
37,rereptie,isOfType,9-1,4198-4206,Getting,['9-3[187]'],None,None,None,None,None,None,['7-148[183]'],None,None,None,rereptie,['9-1'],"te maken , daer uijt seer Evidend consteerd en niet te defereeren deselfs verantwoordinge N H Lasten gelegde . [ rereptie ] van een brief uijt — omanbrooks herw „ ts aen „ ook wat Cap „ l , dit moussan Comt",Getting,9-1
38,connosele,evokes,11-30,4404-4413,BeingInConflict[237],"['11-34', '11-36[189]']",None,None,None,None,None,None,None,None,None,None,connosele kreegelheeden,"['11-30', '11-31']","den onsen van den 12„e xl : hadden , mitsg „ s dat ons voorneemen tendeerd , om sulcke [ connosele kreegelheeden ] , als men tegen voordagte oudercoopman heeft aengelegd , geen verdere stoff te geeven , 't hier bij te",BeingInConflict,11-31
39,kreegelheeden,evokes,11-31,4414-4427,BeingInConflict[237],"['11-34', '11-36[189]']",None,None,None,None,None,None,None,None,None,None,connosele kreegelheeden,"['11-30', '11-31']","den onsen van den 12„e xl : hadden , mitsg „ s dat ons voorneemen tendeerd , om sulcke [ connosele kreegelheeden ] , als men tegen voordagte oudercoopman heeft aengelegd , geen verdere stoff te geeven , 't hier bij te",BeingInConflict,11-31
40,renoveeren,isOfType,11-57,4557-4567,HavingInternalState+,"['11-65', '11-67[191]']",None,None,None,None,None,None,None,None,None,None,renoveeren,['11-57'],"heeft aengelegd , geen verdere stoff te geeven , 't hier bij te laten berusten , en onder het [ renoveeren ] van een goede zegt debenoudens bij het huijshoudinge en minnelijk gedrag bij eerste afftegane „ sschrijvens , van hier na",HavingInternalState+,11-57
41,afftegane,evokes,11-71,4652-4661,Translocation,['11-73'],None,None,None,None,None,None,['11-76'],['11-78[192]'],None,None,afftegane,['11-71'],"berusten , en onder het renoveeren van een goede zegt debenoudens bij het huijshoudinge en minnelijk gedrag bij eerste [ afftegane ] „ sschrijvens , van hier na derrew „ s ook ordre op geene en deese kleenigheeden te stellen , waer",Translocation,11-71
42,ontfangene,isOfType,11-96,4767-4777,Getting,['11-97'],None,None,['11-102[193]'],None,None,None,None,None,None,None,ontfangene,['11-96'],"na derrew „ s ook ordre op geene en deese kleenigheeden te stellen , waer na , en dit [ ontfangene ] schrijvens , ons al verder op den 18„e daer aen p = r addresse der Engelsche is toegebragt , een",Getting,11-96
43,toegebragt,evokes,11-114,4855-4865,Getting,"['11-153[198]', '11-136[197]', '11-116[195]', '11-124[196]']",None,None,None,None,None,None,None,None,['11-107[194]'],None,toegebragt,['11-114'],"dit ontfangene schrijvens , ons al verder op den 18„e daer aen p = r addresse der Engelsche is [ toegebragt ] , een Vaderlands pacquet met brieven , insluijtende behalven een cinculair briefje van p „ mo gb : 1709 .",Getting,11-114
44,versenden,evokes,11-180,5221-5230,Transportation,['11-153[199]'],None,None,None,None,None,None,None,None,None,None,versenden,['11-180'],"ceijlon , Wat geschriften daer van Cormandel , bengalen , bouratte en cochim , die wij bij deese geleegendheijd [ versenden ] , alhoewel wij vertrouwende vrunden van derselver teneur al sullen weesen gediend , gemerkt die voor deese directie , ons",Transportation,11-180
45,toegecomen,evokes,11-206,5374-5384,Transportation,['11-195[200]'],None,None,None,None,None,None,None,['11-200'],['11-202[201]'],None,toegecomen,['11-206'],"derselver teneur al sullen weesen gediend , gemerkt die voor deese directie , ons al over , mallabaer zijn [ toegecomen ] , gelijk voorwaerts genoteerd gensteerd geworden is , intusschen dat den ondercoopman Coorte tot hoeden ondercoopman sood dato nog niet",Transportation,11-206
46,tot,evokes,11-231,5541-5544,StartingConflict[238],"['11-241[205]', '11-217[203]']","['11-241[205]', '11-217[203]']",None,None,"['11-241[205]', '11-217[203]']",None,None,None,None,None,None,tot een Last Comt,"['11-231', '11-232', '11-233', '11-234']","geworden is , intusschen dat den ondercoopman Coorte tot hoeden ondercoopman sood dato nog niet vernomen werdende , nu [ tot een Last Comt ] , en tot de naest van deese directie de naestvolgende scheepen sal moeten inwagten , en hier",StartingConflict,11-234
47,een,evokes,11-232,5545-5548,StartingConflict[238],"['11-241[205]', '11-217[203]']","['11-241[205]', '11-217[203]']",None,None,"['11-241[205]', '11-217[203]']",None,None,None,None,None,None,tot een Last Comt,"['11-231', '11-232', '11-233', '11-234']","geworden is , intusschen dat den ondercoopman Coorte tot hoeden ondercoopman sood dato nog niet vernomen werdende , nu [ tot een Last Comt ] , en tot de naest van deese directie de naestvolgende scheepen sal moeten inwagten , en hier",StartingConflict,11-234
48,Last,evokes,11-233,5549-5553,StartingConflict[238],"['11-241[205]', '11-217[203]']","['11-241[205]', '11-217[203]']",None,None,"['11-241[205]', '11-217[203]']",None,None,None,None,None,None,tot een Last Comt,"['11-231', '11-232', '11-233', '11-234']","geworden is , intusschen dat den ondercoopman Coorte tot hoeden ondercoopman sood dato nog niet vernomen werdende , nu [ tot een Last Comt ] , en tot de naest van deese directie de naestvolgende scheepen sal moeten inwagten , en hier",StartingConflict,11-234
49,Comt,evokes,11-234,5554-5558,StartingConflict[238],"['11-241[205]', '11-217[203]']","['11-241[205]', '11-217[203]']",None,None,"['11-241[205]', '11-217[203]']",None,None,None,None,None,None,tot een Last Comt,"['11-231', '11-232', '11-233', '11-234']","geworden is , intusschen dat den ondercoopman Coorte tot hoeden ondercoopman sood dato nog niet vernomen werdende , nu [ tot een Last Comt ] , en tot de naest van deese directie de naestvolgende scheepen sal moeten inwagten , en hier",StartingConflict,11-234
50,overblijven,evokes,11-252,5650-5661,BeingAtAPlace,['11-217[202]'],None,['11-251'],None,None,None,None,None,None,None,None,overblijven,['11-252'],"Last Comt , en tot de naest van deese directie de naestvolgende scheepen sal moeten inwagten , en hier [ overblijven ] , dat wij Liever anders nog niet te voorschijn besending zal moeten blijven voorde woesterse comp = es zijn .",BeingAtAPlace,11-252
51,blijven,isOfType,12-8,5729-5736,BeingAtAPlace,['11-222[204]'],None,None,None,None,None,None,None,None,None,None,blijven,['12-8'],"sal moeten inwagten , en hier overblijven , dat wij Liever anders nog niet te voorschijn besending zal moeten [ blijven ] voorde woesterse comp = es zijn . ontfangst van een pacquet vaderlandsche papieren , en p : r Wiens addaes",BeingAtAPlace,12-8
52,aff,evokes,15-1,5838-5841,Transportation[239],['15-4'],None,None,None,None,None,None,None,None,None,None,aff tegaene,"['15-1', '15-2']","woesterse comp = es zijn . ontfangst van een pacquet vaderlandsche papieren , en p : r Wiens addaes [ aff tegaene ] , hrijvens sullen recommandeeren engelasten . hadden gesien , in opsigt hij meeste ziekelijck en daer bij natgierig (",Transportation,15-2
53,tegaene,evokes,15-2,5842-5849,Transportation[239],['15-4'],None,None,None,None,None,None,None,None,None,None,aff tegaene,"['15-1', '15-2']","woesterse comp = es zijn . ontfangst van een pacquet vaderlandsche papieren , en p : r Wiens addaes [ aff tegaene ] , hrijvens sullen recommandeeren engelasten . hadden gesien , in opsigt hij meeste ziekelijck en daer bij natgierig (",Transportation,15-2
54,hrijvens,*,15-4,5851-5859,*,None,None,None,None,None,None,None,None,None,None,None,hrijvens,['15-4'],"es zijn . ontfangst van een pacquet vaderlandsche papieren , en p : r Wiens addaes aff tegaene , [ hrijvens ] sullen recommandeeren engelasten . hadden gesien , in opsigt hij meeste ziekelijck en daer bij natgierig ( 't welk eijgentz",*,15-4
55,engelasten,isOfType,15-7,5882-5892,Request,None,None,None,None,None,None,None,None,None,None,None,engelasten,['15-7'],"ontfangst van een pacquet vaderlandsche papieren , en p : r Wiens addaes aff tegaene , hrijvens sullen recommandeeren [ engelasten ] . hadden gesien , in opsigt hij meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie",Request,15-7
56,ziekelijck,isOfType,16-8,5930-5940,HavingAMedicalCondition,['16-6[206]'],None,None,None,None,None,None,None,None,None,None,ziekelijck,['16-8'],": r Wiens addaes aff tegaene , hrijvens sullen recommandeeren engelasten . hadden gesien , in opsigt hij meeste [ ziekelijck ] en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was , waer door hij despahanse brief van den",HavingAMedicalCondition,16-8
57,natgierig,isOfType,16-12,5953-5962,HavingAMedicalCondition,['16-6[207]'],None,None,None,None,None,None,None,None,None,None,natgierig,['16-12'],"aff tegaene , hrijvens sullen recommandeeren engelasten . hadden gesien , in opsigt hij meeste ziekelijck en daer bij [ natgierig ] ( 't welk eijgentz : zijn jndispositie was , waer door hij despahanse brief van den 13„e feb : 1710",HavingAMedicalCondition,16-12
58,jndispositie,evokes,16-19,5987-5999,HavingInternalState-,['16-6[208]'],None,None,None,None,None,None,None,None,None,None,jndispositie,['16-19'],". hadden gesien , in opsigt hij meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn [ jndispositie ] was , waer door hij despahanse brief van den 13„e feb : 1710 . niet teekenen kon , en wel",HavingInternalState-,16-19
59,ontfangen,isOfType,16-73,6250-6259,Getting,['16-55[209]'],['16-68'],None,['16-72'],None,None,None,None,None,None,None,ontfangen,['16-73'],"maer d ' affreekening der Wol die ons dus Lange onts Lond , hebben wij ten Laesten op Eergisteren [ ontfangen ] , soo dat de nu overgaende niet bij Calculatie , maer onder hare waere Costende versonden avend , belopende de",Getting,16-73
60,overgaende,evokes,16-79,6275-6285,Transportation,None,None,None,None,None,None,None,None,None,None,None,overgaende,['16-79'],"die ons dus Lange onts Lond , hebben wij ten Laesten op Eergisteren ontfangen , soo dat de nu [ overgaende ] niet bij Calculatie , maer onder hare waere Costende versonden avend , belopende de man van 6 lx = s",Transportation,16-79
61,versonden,evokes,16-89,6338-6347,Transportation,None,None,None,None,None,None,None,None,None,None,None,versonden,['16-89'],"Laesten op Eergisteren ontfangen , soo dat de nu overgaende niet bij Calculatie , maer onder hare waere Costende [ versonden ] avend , belopende de man van 6 lx = s m as 8 . 13¾. ruijm , off ƒ 3:13:13½.",Transportation,16-89
62,uijtgeseth,evokes,16-211,6807-6817,Trade,['16-196[211]'],['16-190[210]'],None,None,None,None,None,None,None,None,None,uijtgeseth,['16-211'],"kirman , datse nog een parthijtje van 28 . – . balen inhoudende 2520 . – . lb hadden [ uijtgeseth ] , dog gelijk die veelheijd niet voor d ' aenstaende maand hier kan weesen , oversuden . en dat de",Trade,16-211
63,hier,evokes,16-223,6874-6878,Getting[240],['16-196[212]'],None,None,None,None,None,None,None,None,None,None,hier kan weesen,"['16-223', '16-224', '16-225']","inhoudende 2520 . – . lb hadden uijtgeseth , dog gelijk die veelheijd niet voor d ' aenstaende maand [ hier kan weesen ] , oversuden . en dat de scheepen in gereetheijt zijn gebragt , mitsg : s haer tijd wel",Getting,16-225
64,kan,evokes,16-224,6879-6882,Getting[240],['16-196[212]'],None,None,None,None,None,None,None,None,None,None,hier kan weesen,"['16-223', '16-224', '16-225']","inhoudende 2520 . – . lb hadden uijtgeseth , dog gelijk die veelheijd niet voor d ' aenstaende maand [ hier kan weesen ] , oversuden . en dat de scheepen in gereetheijt zijn gebragt , mitsg : s haer tijd wel",Getting,16-225
65,weesen,evokes,16-225,6883-6889,Getting[240],['16-196[212]'],None,None,None,None,None,None,None,None,None,None,hier kan weesen,"['16-223', '16-224', '16-225']","inhoudende 2520 . – . lb hadden uijtgeseth , dog gelijk die veelheijd niet voor d ' aenstaende maand [ hier kan weesen ] , oversuden . en dat de scheepen in gereetheijt zijn gebragt , mitsg : s haer tijd wel",Getting,16-225
66,te,evokes,16-251,7011-7013,Translocation[241],['16-231[213]'],None,None,None,None,None,None,None,['16-250[215]'],None,None,te weesen,"['16-251', '16-252']","scheepen in gereetheijt zijn gebragt , mitsg : s haer tijd wel sullen benodigen , om tijdig op batavia [ te weesen ] , hebben wij niet derven besluijten , die daer na op tehouden , en haer reijse te doen vertragen",Translocation,16-252
67,weesen,evokes,16-252,7014-7020,Translocation[241],['16-231[213]'],None,None,None,None,None,None,None,['16-250[215]'],None,None,te weesen,"['16-251', '16-252']","scheepen in gereetheijt zijn gebragt , mitsg : s haer tijd wel sullen benodigen , om tijdig op batavia [ te weesen ] , hebben wij niet derven besluijten , die daer na op tehouden , en haer reijse te doen vertragen",Translocation,16-252
68,reijse,evokes,16-268,7090-7096,Voyage,['16-231[214]'],None,None,None,None,None,None,None,['16-250[216]'],None,None,reijse,['16-268'],"op batavia te weesen , hebben wij niet derven besluijten , die daer na op tehouden , en haer [ reijse ] te doen vertragen , wes die op weg zijnde wol niet voor de naeste besendinge staet te volgen en aff",Voyage,16-268
69,besendinge,evokes,16-283,7162-7172,Transportation,['16-274[218]'],None,None,None,None,None,None,None,None,None,None,besendinge,['16-283'],"tehouden , en haer reijse te doen vertragen , wes die op weg zijnde wol niet voor de naeste [ besendinge ] staet te volgen en aff te gaen . Waer meede P „ a & „ a ( onderstond ) hoog",Transportation,16-283
70,aff,evokes,16-288,7192-7195,Transportation[242],['16-274[217]'],None,None,None,None,None,None,None,None,None,None,aff te gaen,"['16-288', '16-289', '16-290']","te doen vertragen , wes die op weg zijnde wol niet voor de naeste besendinge staet te volgen en [ aff te gaen ] . Waer meede P „ a & „ a ( onderstond ) hoog Edele gebiedende wat quantiteijt er",Transportation,16-290
