,mention,anchor_type,mention_token_id,mention_character_id,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,mention_in_context,eventclass_no_number,last_token_id
10,bal,evokes,1-141,747-750,Giving[264],['1-135[166]'],['1-133'],None,None,None,None,None,None,None,None,None,geeven bal,"['1-140', '1-141']","hij ten Eersten zomee conconerenordre geliefde te stellen , aen wie dat men , de gestipuleerde recognitie goederen nu [ geeven bal ] , en niet verpligt , als pro dato soo Lange aen tehouden , sulx thans de zijde buijten belastinge",Giving,1-141
11,erersonden,isOfType,1-229,1178-1188,Transportation,None,None,None,None,None,None,['1-203[167]'],None,None,None,['1-219[168]'],erersonden,['1-229'],"gelijk ook in alle onderdanigh „ t , met die nu na de westerse Comp = e ver werdenff [ erersonden ] , geschied , en bestaet het affgeladene ede te tegenwoordig in de 2 meerged „ te scheepen , in het",Transportation,1-229
12,het,evokes,1-235,1211-1214,Transportation[265],None,None,None,None,None,None,None,['1-241[169]'],"['4-2[170]', '4-31[185]', '4-155[212]', '4-22[178]', '4-110[204]', '4-193[219]']",None,None,het affgeladene,"['1-235', '1-236']","t , met die nu na de westerse Comp = e ver werdenff erersonden , geschied , en bestaet [ het affgeladene ] ede te tegenwoordig in de 2 meerged „ te scheepen , in het volgende teweeten „ de de geslipuleerde",Transportation,1-236
13,affgeladene,evokes,1-236,1215-1226,Transportation[265],None,None,None,None,None,None,None,['1-241[169]'],"['4-2[170]', '4-31[185]', '4-155[212]', '4-22[178]', '4-110[204]', '4-193[219]']",None,None,het affgeladene,"['1-235', '1-236']","t , met die nu na de westerse Comp = e ver werdenff erersonden , geschied , en bestaet [ het affgeladene ] ede te tegenwoordig in de 2 meerged „ te scheepen , in het volgende teweeten „ de de geslipuleerde",Transportation,1-236
14,geladene,evokes,6-2,2688-2696,Transportation[266]|Transportation[267]|Transportation[268]|Transportation[269]|Transportation[270]|Transportation[271]|Transportation[272],None,None,None,None,None,None,"['4-9[176]', '4-16[177]|6-4[231]|4-62[193]', '4-58[192]', '4-42[188]', '4-68[195]', '4-86[200]', '4-75[197]', '4-46[189]', '4-39[187]', '4-54[191]', '4-72[196]', '4-79[198]', '4-65[194]', '4-50[190]', '4-83[199]', '4-34[186]']",None,"['4-2[171]', '4-22[180]']",None,"['4-6[174]', '4-16[177]|6-4[231]|4-62[193]', '4-6[172]']",geladene,['6-2'],tesamen . . . . . . . . p 296927 . 17:- . _ : 2ƒ43747:19:8 . 't [ geladene ] in dese 2 bodems . Sulx dat ' er buijten de Chirase wijnen die men van ginderna herrew = s,Transportation,6-2
15,het,evokes,7-79,3128-3131,Transportation[273],None,None,None,None,None,None,['7-92[233]'],None,None,None,['7-85[232]'],het al versondene,"['7-79', '7-80', '7-81']","oorsake d :o alcatijven , niet affgeweeven , ende Jugten uijt de bovenlanden nog niet waren affgecomen , terwijl [ het al versondene ] van dit mousson met deese en de 2 vorige bodems sommeerd ƒ794585 . 18 . — . en",Transportation,7-81
16,al,evokes,7-80,3132-3134,Transportation[273],None,None,None,None,None,None,['7-92[233]'],None,None,None,['7-85[232]'],het al versondene,"['7-79', '7-80', '7-81']","oorsake d :o alcatijven , niet affgeweeven , ende Jugten uijt de bovenlanden nog niet waren affgecomen , terwijl [ het al versondene ] van dit mousson met deese en de 2 vorige bodems sommeerd ƒ794585 . 18 . — . en",Transportation,7-81
17,versondene,evokes,7-81,3135-3145,Transportation[273],None,None,None,None,None,None,['7-92[233]'],None,None,None,['7-85[232]'],het al versondene,"['7-79', '7-80', '7-81']","oorsake d :o alcatijven , niet affgeweeven , ende Jugten uijt de bovenlanden nog niet waren affgecomen , terwijl [ het al versondene ] van dit mousson met deese en de 2 vorige bodems sommeerd ƒ794585 . 18 . — . en",Transportation,7-81
18,toe,isOfType,7-163,3535-3538,Transportation[274],None,['7-150[237]'],None,['7-137[234]'],None,None,['7-146[236]'],None,None,None,['7-140[235]'],toe „ gesonden,"['7-163', '7-164', '7-165']","boode , een brief dspalan , door den onderaop9 van den ondercoopm = r en spahans secunde Willem brooks [ toe „ gesonden ] . „ gebragt , zijnde van den 24„e Januarij , en een antwoord opden onsen van den 20„en",Transportation,7-165
19,„,isOfType,7-164,3538-3539,Transportation[274],None,['7-150[237]'],None,['7-137[234]'],None,None,['7-146[236]'],None,None,None,['7-140[235]'],toe „ gesonden,"['7-163', '7-164', '7-165']","boode , een brief dspalan , door den onderaop9 van den ondercoopm = r en spahans secunde Willem brooks [ toe „ gesonden ] . „ gebragt , zijnde van den 24„e Januarij , en een antwoord opden onsen van den 20„en",Transportation,7-165
20,gesonden,isOfType,7-165,3540-3548,Transportation[274],None,['7-150[237]'],None,['7-137[234]'],None,None,['7-146[236]'],None,None,None,['7-140[235]'],toe „ gesonden,"['7-163', '7-164', '7-165']","boode , een brief dspalan , door den onderaop9 van den ondercoopm = r en spahans secunde Willem brooks [ toe „ gesonden ] . „ gebragt , zijnde van den 24„e Januarij , en een antwoord opden onsen van den 20„en",Transportation,7-165
21,toegebragt,evokes,11-114,4855-4865,Getting,['11-116[241]'],['11-99'],None,['11-102[240]'],None,None,None,None,None,None,None,toegebragt,['11-114'],"dit ontfangene schrijvens , ons al verder op den 18„e daer aen p = r addresse der Engelsche is [ toegebragt ] , een Vaderlands pacquet met brieven , insluijtende behalven een cinculair briefje van p „ mo gb : 1709 .",Getting,11-114
22,versenden,evokes,11-180,5221-5230,Transportation,['11-153[242]'],None,None,None,None,None,None,None,None,None,None,versenden,['11-180'],"ceijlon , Wat geschriften daer van Cormandel , bengalen , bouratte en cochim , die wij bij deese geleegendheijd [ versenden ] , alhoewel wij vertrouwende vrunden van derselver teneur al sullen weesen gediend , gemerkt die voor deese directie , ons",Transportation,11-180
23,ontfangst,evokes,14-1,5768-5777,Arriving,None,['14-3[245]'],None,None,None,None,None,None,None,None,None,ontfangst,['14-1'],"dat wij Liever anders nog niet te voorschijn besending zal moeten blijven voorde woesterse comp = es zijn . [ ontfangst ] van een pacquet vaderlandsche papieren , en p : r Wiens addaes aff tegaene , hrijvens sullen recommandeeren engelasten .",Arriving,14-1
24,meeste,isOfType,16-7,5923-5929,HavingAMedicalCondition[275],['11-218[244]'],None,None,None,None,None,None,None,None,None,None,meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was,"['16-7', '16-8', '16-9', '16-10', '16-11', '16-12', '16-13', '16-14', '16-15', '16-16', '16-17', '16-18', '16-19', '16-20']","p : r Wiens addaes aff tegaene , hrijvens sullen recommandeeren engelasten . hadden gesien , in opsigt hij [ meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was ] , waer door hij despahanse brief van",HavingAMedicalCondition,16-20
25,ziekelijck,isOfType,16-8,5930-5940,HavingAMedicalCondition[275],['11-218[244]'],None,None,None,None,None,None,None,None,None,None,meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was,"['16-7', '16-8', '16-9', '16-10', '16-11', '16-12', '16-13', '16-14', '16-15', '16-16', '16-17', '16-18', '16-19', '16-20']","p : r Wiens addaes aff tegaene , hrijvens sullen recommandeeren engelasten . hadden gesien , in opsigt hij [ meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was ] , waer door hij despahanse brief van",HavingAMedicalCondition,16-20
26,en,isOfType,16-9,5941-5943,HavingAMedicalCondition[275],['11-218[244]'],None,None,None,None,None,None,None,None,None,None,meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was,"['16-7', '16-8', '16-9', '16-10', '16-11', '16-12', '16-13', '16-14', '16-15', '16-16', '16-17', '16-18', '16-19', '16-20']","p : r Wiens addaes aff tegaene , hrijvens sullen recommandeeren engelasten . hadden gesien , in opsigt hij [ meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was ] , waer door hij despahanse brief van",HavingAMedicalCondition,16-20
27,daer,isOfType,16-10,5944-5948,HavingAMedicalCondition[275],['11-218[244]'],None,None,None,None,None,None,None,None,None,None,meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was,"['16-7', '16-8', '16-9', '16-10', '16-11', '16-12', '16-13', '16-14', '16-15', '16-16', '16-17', '16-18', '16-19', '16-20']","p : r Wiens addaes aff tegaene , hrijvens sullen recommandeeren engelasten . hadden gesien , in opsigt hij [ meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was ] , waer door hij despahanse brief van",HavingAMedicalCondition,16-20
28,bij,isOfType,16-11,5949-5952,HavingAMedicalCondition[275],['11-218[244]'],None,None,None,None,None,None,None,None,None,None,meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was,"['16-7', '16-8', '16-9', '16-10', '16-11', '16-12', '16-13', '16-14', '16-15', '16-16', '16-17', '16-18', '16-19', '16-20']","p : r Wiens addaes aff tegaene , hrijvens sullen recommandeeren engelasten . hadden gesien , in opsigt hij [ meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was ] , waer door hij despahanse brief van",HavingAMedicalCondition,16-20
29,natgierig,isOfType,16-12,5953-5962,HavingAMedicalCondition[275],['11-218[244]'],None,None,None,None,None,None,None,None,None,None,meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was,"['16-7', '16-8', '16-9', '16-10', '16-11', '16-12', '16-13', '16-14', '16-15', '16-16', '16-17', '16-18', '16-19', '16-20']","p : r Wiens addaes aff tegaene , hrijvens sullen recommandeeren engelasten . hadden gesien , in opsigt hij [ meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was ] , waer door hij despahanse brief van",HavingAMedicalCondition,16-20
30,(,isOfType,16-13,5963-5964,HavingAMedicalCondition[275],['11-218[244]'],None,None,None,None,None,None,None,None,None,None,meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was,"['16-7', '16-8', '16-9', '16-10', '16-11', '16-12', '16-13', '16-14', '16-15', '16-16', '16-17', '16-18', '16-19', '16-20']","p : r Wiens addaes aff tegaene , hrijvens sullen recommandeeren engelasten . hadden gesien , in opsigt hij [ meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was ] , waer door hij despahanse brief van",HavingAMedicalCondition,16-20
31,'t,isOfType,16-14,5964-5966,HavingAMedicalCondition[275],['11-218[244]'],None,None,None,None,None,None,None,None,None,None,meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was,"['16-7', '16-8', '16-9', '16-10', '16-11', '16-12', '16-13', '16-14', '16-15', '16-16', '16-17', '16-18', '16-19', '16-20']","p : r Wiens addaes aff tegaene , hrijvens sullen recommandeeren engelasten . hadden gesien , in opsigt hij [ meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was ] , waer door hij despahanse brief van",HavingAMedicalCondition,16-20
32,welk,isOfType,16-15,5967-5971,HavingAMedicalCondition[275],['11-218[244]'],None,None,None,None,None,None,None,None,None,None,meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was,"['16-7', '16-8', '16-9', '16-10', '16-11', '16-12', '16-13', '16-14', '16-15', '16-16', '16-17', '16-18', '16-19', '16-20']","p : r Wiens addaes aff tegaene , hrijvens sullen recommandeeren engelasten . hadden gesien , in opsigt hij [ meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was ] , waer door hij despahanse brief van",HavingAMedicalCondition,16-20
33,eijgentz,isOfType,16-16,5972-5980,HavingAMedicalCondition[275],['11-218[244]'],None,None,None,None,None,None,None,None,None,None,meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was,"['16-7', '16-8', '16-9', '16-10', '16-11', '16-12', '16-13', '16-14', '16-15', '16-16', '16-17', '16-18', '16-19', '16-20']","p : r Wiens addaes aff tegaene , hrijvens sullen recommandeeren engelasten . hadden gesien , in opsigt hij [ meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was ] , waer door hij despahanse brief van",HavingAMedicalCondition,16-20
34,:,isOfType,16-17,5980-5981,HavingAMedicalCondition[275],['11-218[244]'],None,None,None,None,None,None,None,None,None,None,meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was,"['16-7', '16-8', '16-9', '16-10', '16-11', '16-12', '16-13', '16-14', '16-15', '16-16', '16-17', '16-18', '16-19', '16-20']","p : r Wiens addaes aff tegaene , hrijvens sullen recommandeeren engelasten . hadden gesien , in opsigt hij [ meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was ] , waer door hij despahanse brief van",HavingAMedicalCondition,16-20
35,zijn,isOfType,16-18,5982-5986,HavingAMedicalCondition[275],['11-218[244]'],None,None,None,None,None,None,None,None,None,None,meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was,"['16-7', '16-8', '16-9', '16-10', '16-11', '16-12', '16-13', '16-14', '16-15', '16-16', '16-17', '16-18', '16-19', '16-20']","p : r Wiens addaes aff tegaene , hrijvens sullen recommandeeren engelasten . hadden gesien , in opsigt hij [ meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was ] , waer door hij despahanse brief van",HavingAMedicalCondition,16-20
36,jndispositie,isOfType,16-19,5987-5999,HavingAMedicalCondition[275],['11-218[244]'],None,None,None,None,None,None,None,None,None,None,meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was,"['16-7', '16-8', '16-9', '16-10', '16-11', '16-12', '16-13', '16-14', '16-15', '16-16', '16-17', '16-18', '16-19', '16-20']","p : r Wiens addaes aff tegaene , hrijvens sullen recommandeeren engelasten . hadden gesien , in opsigt hij [ meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was ] , waer door hij despahanse brief van",HavingAMedicalCondition,16-20
37,was,isOfType,16-20,6000-6003,HavingAMedicalCondition[275],['11-218[244]'],None,None,None,None,None,None,None,None,None,None,meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was,"['16-7', '16-8', '16-9', '16-10', '16-11', '16-12', '16-13', '16-14', '16-15', '16-16', '16-17', '16-18', '16-19', '16-20']","p : r Wiens addaes aff tegaene , hrijvens sullen recommandeeren engelasten . hadden gesien , in opsigt hij [ meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was ] , waer door hij despahanse brief van",HavingAMedicalCondition,16-20
38,ontfangen,isOfType,16-73,6250-6259,Getting,['16-55[246]'],['16-68'],None,['16-72'],None,None,None,None,None,None,None,ontfangen,['16-73'],"maer d ' affreekening der Wol die ons dus Lange onts Lond , hebben wij ten Laesten op Eergisteren [ ontfangen ] , soo dat de nu overgaende niet bij Calculatie , maer onder hare waere Costende versonden avend , belopende de",Getting,16-73
39,ontfangst,isOfType,19-1,7393-7402,Getting,['19-3[247]'],None,None,None,None,None,None,None,None,None,None,ontfangst,['19-1'],"na de scheepen niet derven tot wat prijs de deesen 7 Jaerse beloopt , en hoe vorige diffoneerd . [ ontfangst ] der reek : van des irmanse wvol . heeren ( Lager ) uw hoog Edele agtb = re onderdanige en",Getting,19-1
40,komende,evokes,20-73,7719-7726,Transportation[276],None,None,None,None,None,None,['20-66[248]'],None,None,None,None,komende aen telanden,"['20-73', '20-74', '20-75']","o 1711 . ( en daer onder ) P : S : 28 kassen Chiraese Claretwijn , zoo Even [ komende aen telanden ] , hebben niet mogen affwesen , nog in Vugeen voor de hooffd plaets tescheepen , des 't versondene",Transportation,20-75
41,aen,evokes,20-74,7727-7730,Transportation[276],None,None,None,None,None,None,['20-66[248]'],None,None,None,None,komende aen telanden,"['20-73', '20-74', '20-75']","o 1711 . ( en daer onder ) P : S : 28 kassen Chiraese Claretwijn , zoo Even [ komende aen telanden ] , hebben niet mogen affwesen , nog in Vugeen voor de hooffd plaets tescheepen , des 't versondene",Transportation,20-75
42,telanden,evokes,20-75,7731-7739,Transportation[276],None,None,None,None,None,None,['20-66[248]'],None,None,None,None,komende aen telanden,"['20-73', '20-74', '20-75']","o 1711 . ( en daer onder ) P : S : 28 kassen Chiraese Claretwijn , zoo Even [ komende aen telanden ] , hebben niet mogen affwesen , nog in Vugeen voor de hooffd plaets tescheepen , des 't versondene",Transportation,20-75
43,tescheepen,isOfType,20-89,7805-7815,Transportation,None,None,None,None,None,None,['20-66[249]'],None,['20-86[250]'],None,None,tescheepen,['20-89'],", zoo Even komende aen telanden , hebben niet mogen affwesen , nog in Vugeen voor de hooffd plaets [ tescheepen ] , des 't versondene nu Loord ' „ met ƒ153741:6:—. , dat van de 2 bodems ƒ 297489 . 5",Transportation,20-89
44,'t,evokes,20-92,7821-7823,Transportation[277],None,None,None,None,None,None,"['20-99[251]', '20-118[260]', '20-106[256]']",None,None,None,"['20-114[258]', '20-103[253]']",meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was,"['16-7', '16-8', '16-9', '16-10', '16-11', '16-12', '16-13', '16-14', '16-15', '16-16', '16-17', '16-18', '16-19', '16-20']","p : r Wiens addaes aff tegaene , hrijvens sullen recommandeeren engelasten . hadden gesien , in opsigt hij [ meeste ziekelijck en daer bij natgierig ( 't welk eijgentz : zijn jndispositie was ] , waer door hij despahanse brief van",Transportation,16-20
45,versondene,evokes,20-93,7824-7834,Transportation[277],None,None,None,None,None,None,"['20-99[251]', '20-118[260]', '20-106[256]']",None,None,None,"['20-114[258]', '20-103[253]']",versondene,['20-93'],"aen telanden , hebben niet mogen affwesen , nog in Vugeen voor de hooffd plaets tescheepen , des 't [ versondene ] nu Loord ' „ met ƒ153741:6:—. , dat van de 2 bodems ƒ 297489 . 5 . 8 , en",Transportation,20-93
