,token,anchor_type,token_id,character_ids,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,eventclass_no_number,last_token_id
80,",",0,1-81,413-414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
81,want,0,1-82,415-419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
82,dat,0,1-83,420-423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
83,was,0,1-84,424-427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
84,al,0,1-85,428-430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
85,meede,0,1-86,431-436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
86,vergecten,0,1-87,437-446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
87,",",0,1-88,446-447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
88,niet,0,1-89,448-452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
89,tegenstaende,0,1-90,453-465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
90,haer,0,1-91,466-470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
91,op,0,1-92,471-473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
92,den,0,1-93,474-477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
93,15„e,0,1-94,478-482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
94,maij,0,1-95,483-487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
95,daer,0,1-96,488-492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
96,over,0,1-97,493-497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
97,gebruijkte,0,1-98,498-508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
98,breeder,0,1-99,509-516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
99,resonnementen,0,1-100,517-530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
100,",",0,1-101,530-531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
101,miet,0,1-102,532-536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
102,sahit,0,1-103,537-542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
103,inhamed,0,1-104,543-550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
104,op,0,1-105,551-553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
105,ontfangst,isOfType,1-106,554-563,Getting,['1-108[112]'],['1-102[111]'],None,None,None,None,None,None,None,None,None,ontfangst,['1-106'],Getting,1-106
106,van,0,1-107,564-567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
107,dat,0,1-108,568-571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
108,„,0,1-109,572-573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
109,schrijvens,0,1-110,573-583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
110,",",0,1-111,583-584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
111,dato,0,1-112,585-589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
112,29„e,0,1-113,590-594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
113,xb,0,1-114,595-597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
114,:,0,1-115,597-598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
115,te,0,1-116,599-601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
116,laten,0,1-117,602-607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
117,versoecken,0,1-118,608-618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
118,",",0,1-119,618-619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
119,dat,0,1-120,620-623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
120,hij,0,1-121,624-627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
121,ten,0,1-122,628-631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
122,Eersten,0,1-123,632-639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
123,zomee,0,1-124,640-645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
124,conconerenordre,isOfType,1-125,646-661,Buying,None,['1-121'],None,None,None,None,None,None,None,None,None,conconerenordre,['1-125'],Buying,1-125
125,geliefde,0,1-126,662-670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
126,te,0,1-127,671-673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
127,stellen,0,1-128,674-681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
128,",",0,1-129,681-682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
129,aen,0,1-130,683-686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
130,wie,0,1-131,687-690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
131,dat,0,1-132,691-694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
132,men,0,1-133,695-698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
133,",",0,1-134,698-699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
134,de,0,1-135,700-702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
135,gestipuleerde,0,1-136,703-716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
136,recognitie,0,1-137,717-727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
137,goederen,0,1-138,728-736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
138,nu,0,1-139,737-739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
139,geeven,isOfType,1-140,740-746,Giving,['1-135[113]'],['1-133'],None,['1-139'],None,['1-131'],None,None,None,None,None,geeven,['1-140'],Giving,1-140
140,bal,0,1-141,747-750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
141,",",0,1-142,750-751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
142,en,0,1-143,752-754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
143,niet,0,1-144,755-759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
144,verpligt,isOfType,1-145,760-768,ForceToAct,None,None,None,None,None,None,None,None,None,None,None,verpligt,['1-145'],ForceToAct,1-145
145,",",0,1-146,768-769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
146,als,0,1-147,770-773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
147,pro,0,1-148,774-777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
148,dato,0,1-149,778-782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
149,soo,0,1-150,783-786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
150,Lange,0,1-151,787-792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
151,aen,evokes,1-152,793-796,HavingInPossession[228],None,None,None,['1-148[114]'],None,None,None,None,None,None,None,aen tehouden,"['1-152', '1-153']",HavingInPossession,1-153
152,tehouden,evokes,1-153,797-805,HavingInPossession[228],None,None,None,['1-148[114]'],None,None,None,None,None,None,None,aen tehouden,"['1-152', '1-153']",HavingInPossession,1-153
153,",",0,1-154,805-806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
154,sulx,0,1-155,807-811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
155,thans,0,1-156,812-817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
156,de,0,1-157,818-820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
157,zijde,0,1-158,821-826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
158,buijten,0,1-159,827-834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
159,belastinge,evokes,1-160,835-845,FinancialTransaction,None,None,None,None,None,None,None,None,None,None,None,belastinge,['1-160'],FinancialTransaction,1-160
160,daer,0,1-161,846-850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
161,van,0,1-162,851-854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
162,overgaet,0,1-163,855-863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
163,",",0,1-164,863-864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
164,en,0,1-165,865-867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
165,na,0,1-166,868-870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
166,deesen,0,1-167,871-877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
167,dat,0,1-168,878-881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
168,bedragen,0,1-169,882-890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
169,",",0,1-170,890-891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
170,eerst,0,1-171,892-897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
171,het,0,1-172,898-901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
172,comptoir,0,1-173,902-910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
173,generael,0,1-174,911-919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
174,aengereekend,isOfType,1-175,920-932,FinancialTransaction[229],['1-169'],['1-172[115]'],None,None,None,None,None,None,None,None,None,aengereekend ; en ten Lasten gebragt,"['1-175', '1-176', '1-177', '1-178', '1-179', '1-180']",FinancialTransaction,1-180
175,;,isOfType,1-176,932-933,FinancialTransaction[229],['1-169'],['1-172[115]'],None,None,None,None,None,None,None,None,None,aengereekend ; en ten Lasten gebragt,"['1-175', '1-176', '1-177', '1-178', '1-179', '1-180']",FinancialTransaction,1-180
176,en,isOfType,1-177,934-936,FinancialTransaction[229],['1-169'],['1-172[115]'],None,None,None,None,None,None,None,None,None,aengereekend ; en ten Lasten gebragt,"['1-175', '1-176', '1-177', '1-178', '1-179', '1-180']",FinancialTransaction,1-180
177,ten,isOfType,1-178,937-940,FinancialTransaction[229],['1-169'],['1-172[115]'],None,None,None,None,None,None,None,None,None,aengereekend ; en ten Lasten gebragt,"['1-175', '1-176', '1-177', '1-178', '1-179', '1-180']",FinancialTransaction,1-180
178,Lasten,isOfType,1-179,941-947,FinancialTransaction[229],['1-169'],['1-172[115]'],None,None,None,None,None,None,None,None,None,aengereekend ; en ten Lasten gebragt,"['1-175', '1-176', '1-177', '1-178', '1-179', '1-180']",FinancialTransaction,1-180
179,gebragt,isOfType,1-180,948-955,FinancialTransaction[229],['1-169'],['1-172[115]'],None,None,None,None,None,None,None,None,None,aengereekend ; en ten Lasten gebragt,"['1-175', '1-176', '1-177', '1-178', '1-179', '1-180']",FinancialTransaction,1-180
180,sal,0,1-181,956-959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
181,kunnen,0,1-182,960-966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
182,werden,0,1-183,967-973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
183,",",0,1-184,973-974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
184,met,0,1-185,975-978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
185,ons,0,1-186,979-982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
186,wijders,0,1-187,983-990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
187,voor,0,1-188,991-995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
188,soo,0,1-189,996-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
189,veel,0,1-190,1000-1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
190,'t,0,1-191,1005-1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
191,comp,0,1-192,1008-1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
192,:,0,1-193,1012-1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
193,s,0,1-194,1013-1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
194,spahan,0,1-195,1015-1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
195,belangd,0,1-196,1022-1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
196,",",0,1-197,1029-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
197,aen,0,1-198,1031-1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
198,de,0,1-199,1035-1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
199,verwisselde,evokes,1-200,1038-1049,Translocation,['1-206[118]'],None,None,None,None,None,None,['1-191[116]'],['1-191[117]'],None,None,verwisselde,['1-200'],Translocation,1-200
200,en,0,1-201,1050-1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
201,nu,0,1-202,1053-1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
202,in,0,1-203,1056-1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
203,Copia,0,1-204,1059-1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
204,overgaende,isOfType,1-205,1065-1075,Translocation,['1-206[119]'],None,None,None,None,None,None,None,None,None,None,overgaende,['1-205'],Translocation,1-205
205,brieven,0,1-206,1076-1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
206,te,0,1-207,1084-1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
207,gedraagen,0,1-208,1087-1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
208,",",0,1-209,1096-1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
209,gelijk,0,1-210,1098-1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
210,ook,0,1-211,1105-1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
211,in,0,1-212,1109-1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
212,alle,0,1-213,1112-1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
213,onderdanigh,0,1-214,1117-1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
214,„,0,1-215,1128-1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
215,t,0,1-216,1129-1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
216,",",0,1-217,1130-1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
217,met,0,1-218,1132-1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
218,die,0,1-219,1136-1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
219,nu,0,1-220,1140-1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
220,na,0,1-221,1143-1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
221,de,0,1-222,1146-1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
222,westerse,0,1-223,1149-1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
223,Comp,0,1-224,1158-1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
224,=,0,1-225,1162-1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
225,e,0,1-226,1163-1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
226,ver,0,1-227,1165-1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
227,werdenff,0,1-228,1169-1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
228,erersonden,evokes,1-229,1178-1188,Translocation,['1-206[120]'],None,None,None,None,None,None,None,['1-222[121]'],None,None,erersonden,['1-229'],Translocation,1-229
229,",",0,1-230,1188-1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
230,geschied,0,1-231,1190-1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
231,",",0,1-232,1198-1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
232,en,0,1-233,1200-1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
233,bestaet,0,1-234,1203-1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
234,het,0,1-235,1211-1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
235,affgeladene,evokes,1-236,1215-1226,Transportation,None,None,None,None,None,None,None,None,None,None,None,affgeladene,['1-236'],Transportation,1-236
236,ede,0,1-237,1227-1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
237,te,0,1-238,1231-1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
238,tegenwoordig,0,1-239,1234-1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
239,in,0,1-240,1247-1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
240,de,0,1-241,1250-1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
241,2,0,1-242,1253-1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
242,meerged,0,1-243,1255-1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
243,„,0,1-244,1262-1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
244,te,0,1-245,1263-1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
245,scheepen,0,1-246,1266-1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
246,",",0,1-247,1274-1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
247,in,0,1-248,1276-1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
248,het,0,1-249,1279-1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
249,volgende,0,1-250,1283-1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
250,teweeten,0,1-251,1292-1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
251,„,0,2-1,1301-1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
252,de,0,2-2,1302-1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
253,de,0,2-3,1305-1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
254,geslipuleerde,0,2-4,1308-1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
255,revognitie,0,2-5,1322-1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
256,penningen,0,2-6,1333-1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
